"interview__key","date_q","hh_02","settlement","members","memnal","weight","fdpurch","fdcons","fdout","Z1","nfdpurch","nonfdgif","durble","expend","monincome","totincome","nonmoninc","y1_3amd.1.00","y1_3amd.2.00","y1_3amd.4.00","y1_3amd.6.00","y1_3amd.8.00","y1_3amd.9.00","y1_3amd.10.00","y1_3amd.12.00","y1_3amd.13.00","y1_3amd.14.00","y1_3amd.15.00","y1_3amd.17.00","y1_3amd.18.00","y1_3amd.19.00","y1_3amd.23.00","y1_3amd.26.00","y1_3amd.28.00","hhch_0_3_sum","hhch_4_5_sum","hhch_6_11_sum","hhch_12_17_sum","hheld_63_65_sum","hheld_66_70_sum","hheld_71_80_sum","hheld_over81_sum","hheld_over63_sum","headsex","headeduc","headmerstatus","headage","aec_r","poverty","pweight","ae_r","hous_01","hous_13","hous_16","hous_29_0__1","hous_29_0__2","hous_29_0__3","hous_29_0__4","hous_29_0__5","hous_29_0__6","hous_29_0__7","hous_39","hous_44","soc_01","soc_05","hous_47"
"83-31-87-10",2022.07,9,1,5,5,117.45,101396.13,24626.53,0,0,64092.26,42208.33,75000,307323.25,296000,362834.86,66834.86,290000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,55,61490.4,1,587.27,3.65,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,2
"83-36-79-73",2022.1,1,1,4,4,164.7,105893.45,0,21726.19,0,31506.19,51508.33,0,210634.17,797500,849008.33,51508.33,750000,NA,47500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,6,4,51,74760.33,1,658.81,3.18,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"83-38-25-33",2022.08,3,1,2,2,91.06,52794.64,0,0,0,4997.02,17500,0,75291.67,400000,417500,17500,400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,52,75451.62,1,182.13,1.65,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,NA
"83-40-61-10",2022.03,10,1,4,4,51.44,67698.81,0,0,0,28473.21,65300,29166.67,190638.69,113000,178300,65300,NA,40000,73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,5,1,61,96868.49,1,205.74,2.66,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"83-42-94-61",2022.09,1,1,2,2,24.03,60833.33,0,0,0,0,35987.5,0,96820.83,240333.33,276320.83,35987.5,NA,NA,82000,NA,NA,NA,NA,NA,NA,NA,NA,100000,NA,NA,TRUE,NA,40000,NA,NA,NA,NA,NA,NA,1,1,2,1,3,1,88,70055.76,1,48.06,1.65,1,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"83-55-64-14",2022.08,7,2,7,7,259.53,86817.86,0,0,0,130726.49,25000,0,242544.35,337833.33,362833.33,25000,176000,NA,NA,50000,83333.33,28500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,1,3,1,33,63103.29,1,1816.69,4.08,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"83-56-46-23",2022.01,11,2,6,6,99.8,70088.69,10633.16,0,0,20645.83,34597.22,0,135964.91,91200,136430.38,45230.38,NA,NA,61600,29600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,1,3,1,65,43540.97,2,598.78,4.11,1,1,1,0,0,0,0,0,1,0,2,4,1,2,1
"83-56-92-85",2022.08,1,1,5,5,294.3,102250.69,6083.33,0,0,124454.86,63155.56,6666.67,302611.11,100000,169238.89,69238.89,NA,NA,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,2,1,1,1,81,81496.58,1,1471.48,3.17,2,1,1,-999999999,-999999999,1,-999999999,-999999999,-999999999,-999999999,3,3,2,NA,1
"83-57-76-55",2022.11,3,2,3,3,222.14,51751.79,2085.71,0,0,127019.35,29600,0,210456.85,380000,411685.71,31685.71,380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,52,117465.95,1,666.42,2.43,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"83-57-87-55",2022.08,9,2,2,2,117.31,52838.1,7376.04,0,0,52382.74,9826.39,0,122423.26,87100,104302.43,17202.43,NA,NA,39600,24000,NA,NA,NA,NA,NA,NA,NA,NA,23500,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,5,4,59,110859.13,1,234.63,1.37,2,1,1,0,1,0,0,0,0,0,4,3,1,23,1
"83-58-65-72",2022.12,1,1,1,1,310.21,39063.69,0,0,0,10645.83,32808.33,0,82517.86,64166.67,96975,32808.33,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,6,3,68,121619.95,1,310.21,0.81,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"83-59-03-29",2022.02,8,1,5,5,185.77,47558.63,0,0,0,12082.74,70548.61,0,130189.98,173000,243548.61,70548.61,72000,NA,101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,2,1,3,1,86,66742.84,1,928.84,3.9,4,1,1,0,0,0,0,0,0,0,1,3,2,NA,1
"83-65-09-62",2022.08,1,1,3,3,310.21,65395.83,0,10863.1,0,31517.86,46977.78,7500,162254.56,375000,421977.78,46977.78,370000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,62,58214.61,1,930.64,2.43,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"83-67-67-57",2022.08,11,2,2,2,99.8,20857.14,20516.02,0,0,18268.45,29566.67,0,89208.28,105800,155882.69,50082.69,NA,NA,69800,18000,NA,NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,2,3,87,72038.98,1,199.59,1.65,2,1,1,0,0,0,0,0,1,0,4,5,1,1,1
"83-70-58-57",2022.01,1,1,7,7,326.88,76541.37,0,11514.88,0,25000,60877.78,0,173934.03,740550,801427.78,60877.78,NA,290000,126550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324000,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,3,1,6,1,68,51223.8,2,2288.16,5.29,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"83-71-93-78",2022.11,9,2,7,5,117.31,78192.56,44086.08,18250,0,59150.6,44833.33,0,244512.57,578133.33,667052.75,88919.41,420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64800,NA,70000,NA,1,NA,1,NA,NA,NA,1,NA,1,2,3,3,73,78013.43,1,586.57,3.4,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,1
"83-72-86-58",2022.11,6,1,3,3,156.33,64396.43,8600.34,0,0,66191.96,39530.56,20833.33,199552.62,181600,229730.9,48130.9,75000,75000,31600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,6,1,29,69433.28,1,468.99,2.17,1,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"83-73-91-98",2022.12,1,1,4,4,173.95,123795.83,0,10863.1,0,19553.57,56958.89,0,211171.39,340000,396958.89,56958.89,NA,250000,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,2,1,6,1,71,59474.26,1,695.81,2.92,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"83-75-31-39",2022.06,9,1,2,2,117.45,109912.8,0,9994.05,0,29000.3,17900,0,166807.14,127000,144900,17900,127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,31,104281.69,1,234.91,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"83-76-23-23",2022.11,5,1,2,2,192.64,114279.76,934.66,0,0,37052.08,24300,0,176566.51,250000,275234.66,25234.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,59,85159.15,1,385.28,1.65,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,NA
"83-81-19-07",2022.11,2,1,3,3,76.87,109152.38,10906.55,0,0,115020.83,26183.33,29166.67,290429.76,389000,426089.88,37089.88,300000,NA,86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,3,88,119514.56,1,230.61,2.43,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"83-82-10-44",2022.11,8,2,1,1,126.66,13274.7,12259.82,0,0,0,6641.67,0,32176.19,76000,94901.49,18901.49,NA,NA,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,3,81,65931.37,1,126.66,0.81,1,1,1,0,1,0,0,0,0,0,1,3,2,NA,NA
"83-84-00-96",2022.04,2,2,2,2,122.72,44799.4,5779.17,0,0,29938.69,25397.22,0,105914.48,214334.17,245510.56,31176.39,NA,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108917.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,3,1,78,83235.99,1,245.44,1.65,1,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"83-84-02-41",2022.02,6,2,2,2,146.67,23898.81,24253.01,0,0,6822.02,21569.44,0,76543.29,72500,118322.46,45822.46,NA,NA,68500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,3,1,69,107842.55,1,293.33,1.65,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"83-86-37-57",2022.04,1,1,4,4,317.29,93168.59,0,0,0,24426.92,133536.11,0,251131.62,300000,433536.11,133536.11,300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,6,1,45,69160.22,1,1269.15,2.73,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"83-90-39-88",2022.06,4,1,4,4,109.82,93270.54,271.58,0,0,61285.71,103700,0,258527.83,213000,316971.58,103971.58,180000,NA,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,3,72,63143.79,1,439.3,3.18,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,NA
"83-93-46-07",2022.08,7,1,3,3,199.57,63918.45,0,0,0,26223.51,62900,0,153041.96,289000,351900,62900,250000,NA,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,1,41,61228.01,1,598.71,2.17,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"83-93-87-49",2022.01,1,1,1,1,21.48,14991.07,0,0,0,5083.93,22700,0,42775,83000,105700,22700,NA,NA,65000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,6,2,85,112065.38,1,21.48,0.81,2,1,1,0,0,1,0,0,0,0,1,3,1,10,1
"83-98-63-26",2022.01,11,1,4,4,138.21,31589.88,0,1042.86,0,34913.99,104166.67,0,171713.39,93000,197166.67,104166.67,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,1,46,55331.23,1,552.85,3.18,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"84-01-07-67",2022.09,4,1,3,3,109.82,33892.86,945.09,0,0,23127.55,30100,0,88065.49,367134,398179.09,31045.09,NA,280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87134,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,1,45,59475,1,329.47,2.43,1,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"84-04-41-36",2022.03,7,2,5,5,259.53,20965.77,2355.12,0,0,34759.62,62618.06,0,120698.57,177291.67,242264.84,64973.17,170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,3,1,35,58217.37,1,1297.64,3.14,1,1,1,0,0,1,0,0,1,0,2,2,2,NA,1
"84-07-32-22",2022.01,3,2,5,5,222.14,28483.04,0,0,0,30534.23,65750,0,124767.26,258000,323750,65750,150000,NA,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,2,3,3,64,88712.88,1,1110.69,3.4,1,1,1,0,0,1,0,0,0,0,2,2,2,NA,1
"84-07-99-94",2022.09,9,1,1,1,117.45,48080.06,0,0,0,4736.31,13330.56,0,66146.92,78000,91330.56,13330.56,78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,53,105166.51,1,117.45,0.81,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"84-12-97-13",2022.04,10,1,2,2,51.44,33306.25,0,0,0,7604.17,40233.33,0,81143.75,70000,110233.33,40233.33,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,40,59863.62,1,102.87,1.65,2,1,1,0,0,0,0,0,0,0,1,3,2,NA,NA
"84-16-80-93",2022.04,1,1,1,1,326.88,11167.26,34331.74,0,0,14230.65,17755.56,0,77485.22,87000,139087.3,52087.3,NA,NA,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,6,3,83,113464.64,1,326.88,0.81,2,1,1,0,1,0,0,0,0,0,1,4,2,NA,1
"84-18-59-31",2022.04,7,1,4,4,199.57,123969.64,0,0,0,69560.42,66216.67,0,259746.73,264000,330216.67,66216.67,NA,264000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,3,1,44,63698.01,1,798.28,2.92,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,1
"84-25-68-87",2022.06,1,1,4,4,173.95,206616.07,0,115148.81,0,68762.26,220633.33,66666.67,677827.14,820000,1040633.33,220633.33,120000,700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,47,132848.98,1,695.81,3.18,2,1,1,0,1,1,0,0,0,0,1,2,2,NA,1
"84-26-68-21",2022.08,9,1,2,2,117.45,64439.88,11174.43,0,0,4605.95,20609.72,0,100829.99,90400,122184.15,31784.15,NA,NA,90400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,3,1,80,70948.95,1,234.91,1.65,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"84-29-87-39",2022.1,1,1,4,4,118.39,111661.76,0,0,0,68394.05,152208.33,70000,402264.14,527000,679208.33,152208.33,402000,60000,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,57,107460.1,1,473.56,3.18,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"84-42-32-97",2022.09,9,2,3,3,117.31,144088.1,64055.13,6517.86,0,191082.08,27577.78,0,433320.94,776041.67,867674.57,91632.9,70000,260000,106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,5,1,69,149972.3,1,351.94,2.43,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,2
"84-42-67-97",2022.06,5,2,3,3,156.84,14773.81,2867.86,0,0,20280,29708.33,0,67630,310000,342576.19,32576.19,310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,49,43893.89,2,470.53,2.43,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"84-44-15-25",2022.08,3,1,3,3,91.06,37673.21,0,16077.38,0,37290.48,25600,0,116641.07,200000,225600,25600,NA,200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,6,1,47,67035.47,1,273.19,2.43,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"84-45-73-81",2022.05,6,2,3,3,146.67,31242.26,59982.12,0,0,15208.33,13875,0,120307.72,10000,83857.12,73857.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,61,74656.95,1,440,2.43,1,1,1,0,0,0,0,0,1,0,4,3,2,NA,NA
"84-46-66-82",2022.04,1,1,2,2,317.29,53077.08,0,0,0,13426.79,59666.67,0,126170.54,297000,356666.67,59666.67,230000,NA,67000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,5,1,63,96107.7,1,634.57,1.65,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"84-47-27-61",2022.1,1,1,6,6,164.7,140394.64,0,29547.62,0,47017.86,47929.17,0,264889.29,671400,719329.17,47929.17,580000,NA,91400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,3,1,49,61671.81,1,988.22,4.6,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,2
"84-47-49-61",2022.05,1,1,6,6,326.88,152583.04,2172.62,13904.76,0,32550.48,90152.77,0,291363.67,578000,670325.39,92325.39,538000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,5,3,53,77823.75,1,1961.28,3.88,1,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"84-47-83-19",2022.08,8,2,1,1,126.66,43357.58,1197.71,0,0,59257.2,5800,0,109612.48,70000,76997.71,6997.71,NA,NA,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,3,78,166111.8,1,126.66,0.61,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"84-51-70-99",2022.01,6,2,1,1,146.67,7278.27,0,0,0,0,3600,0,10878.27,46500,50100,3600,NA,NA,28500,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,56,84035.87,1,146.67,0.81,4,1,1,0,0,0,0,0,1,0,4,4,1,15,2
"84-52-45-92",2022.09,8,2,4,3,126.66,14361.01,22543.79,0,0,20907.74,14000,0,71812.54,134208.33,170752.12,36543.79,75000,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,52,40732.75,2,379.97,2.43,1,1,1,0,0,0,0,0,1,0,5,3,2,NA,1
"84-52-62-41",2022.08,9,1,3,3,117.45,104003.27,0,0,0,21074.4,33838.89,0,158916.57,551500,585338.89,33838.89,520000,NA,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,48,74379.54,1,352.36,2.43,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,2
"84-52-73-68",2022.06,4,1,1,1,109.82,11297.62,0,0,0,0,9500,0,20797.62,119500,129000,9500,68000,NA,36500,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,3,4,69,53934.01,1,109.82,0.81,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"84-56-30-31",2022.12,7,1,6,6,199.57,105828.27,0,0,0,0,31048.61,0,136876.89,353400,384448.61,31048.61,80000,NA,45000,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,194400,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,1,2,3,3,68,43282.85,2,1197.42,3.86,2,1,1,0,1,0,0,0,0,0,1,2,1,1,1
"84-57-14-22",2022.06,3,2,6,6,222.14,104720.24,86.9,0,0,52360.12,27400,0,184567.26,534000,561486.9,27486.9,468000,NA,66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,56,50879.84,2,1332.83,4.36,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,1
"84-58-13-53",2022.03,2,2,4,4,122.72,41975,75527.24,0,0,42652.45,86800,0,246954.7,634958.33,797285.58,162327.24,400000,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,53,95913.55,1,490.87,3.18,1,1,1,0,0,1,0,0,0,0,1,1,2,NA,1
"84-58-84-66",2022.02,1,1,6,6,118.39,157123.81,575.74,0,0,57864.64,117494.45,0,333058.64,438600,556670.19,118070.19,278000,120000,40600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,1,3,1,63,94736.46,1,710.33,4.11,2,1,1,0,1,1,0,0,0,0,1,3,2,NA,1
"84-59-58-25",2022.06,10,2,4,4,40.75,12166.67,24828.81,0,0,57340.71,49333.33,0,143669.53,98750,172912.15,74162.15,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,1,49,63736.79,1,162.98,2.92,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,NA
"84-61-16-77",2022.03,2,2,1,1,122.72,17702.5,0,0,0,4106.25,12700,0,34508.75,51000,63700,12700,NA,NA,51000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,83,138468.63,1,122.72,0.54,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,1
"84-62-38-21",2022.07,7,1,1,1,199.57,40345.54,0,0,0,2541.96,5750,0,48637.5,53000,58750,5750,NA,NA,35000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,3,73,73470.59,1,199.57,0.81,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,2
"84-64-16-42",2022.06,4,1,4,4,109.82,54343.5,30764.71,8473.21,0,84732.14,77736.11,14583.33,270633.01,255000,363500.82,108500.82,160000,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,6,1,50,112579.91,1,439.3,2.66,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,NA
"84-65-26-69",2022.04,11,1,6,6,138.21,61854.46,744.12,7604.17,0,42452.98,70355.56,0,183011.28,205000,276099.68,71099.68,130000,NA,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,2,1,6,1,47,54200.16,1,829.28,4.36,1,1,1,0,0,0,0,0,1,0,1,2,2,NA,1
"84-68-47-47",2022.05,10,2,6,6,40.75,96225.3,74686.36,0,0,148096.73,40477.78,0,359486.16,308166.67,423330.81,115164.14,120000,NA,32500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,1,3,1,63,88647.61,1,244.47,4.11,1,1,1,0,0,0,0,0,1,0,1,2,2,NA,1
"84-70-84-30",2022.1,1,1,1,1,294.3,43865.18,0,0,0,8321.13,6200,0,58386.31,64000,70200,6200,NA,NA,44000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,3,71,72869.77,1,294.3,0.81,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"84-72-75-98",2022.03,1,1,6,6,21.48,93661.61,0,0,0,38290.48,64855.56,0,196807.64,249000,313855.56,64855.56,NA,NA,49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200000,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,4,3,62,60872.04,1,128.89,3.86,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"84-80-28-19",2022.06,1,1,1,1,21.48,21117.86,0,0,0,6278.87,10931.94,0,38328.67,57000,67931.94,10931.94,NA,NA,39000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,3,3,70,77728.94,1,21.48,0.81,2,1,1,0,0,1,0,0,0,0,1,3,1,5,1
"84-81-86-03",2022.11,1,1,5,5,21.48,94313.39,0,11732.14,0,29764.88,31069.44,0,166879.86,340000,371069.44,31069.44,340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,51,50055.92,2,107.41,3.9,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,1
"84-83-08-14",2022.09,1,1,1,1,118.39,78170.83,1968.57,0,0,8712.2,29418.33,0,118269.94,100000,131386.9,31386.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,3,74,127225.52,1,118.39,0.81,2,1,1,0,1,1,0,0,0,0,1,3,2,NA,1
"84-83-31-73",2022.02,9,1,4,4,117.45,106067.26,8694.82,1303.57,0,16123.81,56100,0,188289.46,155000,219794.82,64794.82,155000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,3,1,37,83651.19,1,469.81,2.66,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
