"date","year","month","org_type_clean","org_type_short","count","count_yoy","data_estimated"
"2021-01-01",2021,1,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,6,FALSE
"2021-02-01",2021,2,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,6,FALSE
"2021-03-01",2021,3,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,6,FALSE
"2021-04-01",2021,4,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,6,FALSE
"2021-05-01",2021,5,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,6,FALSE
"2021-06-01",2021,6,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,5,FALSE
"2021-07-01",2021,7,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,5,FALSE
"2021-08-01",2021,8,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,5,FALSE
"2021-09-01",2021,9,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,5,FALSE
"2021-10-01",2021,10,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,3,FALSE
"2021-11-01",2021,11,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2021-12-01",2021,12,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2022-01-01",2022,1,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2022-02-01",2022,2,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2022-03-01",2022,3,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2022-04-01",2022,4,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2022-05-01",2022,5,"Հիմնարկ","ՀՄ (ոչ առևտրային)",1,1,FALSE
"2022-06-01",2022,6,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2022-07-01",2022,7,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2022-08-01",2022,8,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2022-09-01",2022,9,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2022-10-01",2022,10,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2022-11-01",2022,11,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2022-12-01",2022,12,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2023-01-01",2023,1,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2023-02-01",2023,2,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2023-03-01",2023,3,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2023-04-01",2023,4,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,1,FALSE
"2023-05-01",2023,5,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2023-06-01",2023,6,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2023-07-01",2023,7,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2023-08-01",2023,8,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2023-09-01",2023,9,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2023-10-01",2023,10,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2023-11-01",2023,11,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2023-12-01",2023,12,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2024-01-01",2024,1,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2024-02-01",2024,2,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2024-03-01",2024,3,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2024-04-01",2024,4,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2024-05-01",2024,5,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2024-06-01",2024,6,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2024-07-01",2024,7,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2024-08-01",2024,8,"Հիմնարկ","ՀՄ (ոչ առևտրային)",0,0,FALSE
"2015-10-01",2015,10,"Հիմնադրամ","ՀՄԴ",6,NA,FALSE
"2015-11-01",2015,11,"Հիմնադրամ","ՀՄԴ",5,NA,FALSE
"2015-12-01",2015,12,"Հիմնադրամ","ՀՄԴ",3,NA,TRUE
"2016-01-01",2016,1,"Հիմնադրամ","ՀՄԴ",1,NA,FALSE
"2016-02-01",2016,2,"Հիմնադրամ","ՀՄԴ",4,NA,TRUE
"2016-03-01",2016,3,"Հիմնադրամ","ՀՄԴ",7,NA,TRUE
"2016-04-01",2016,4,"Հիմնադրամ","ՀՄԴ",10,NA,FALSE
"2016-05-01",2016,5,"Հիմնադրամ","ՀՄԴ",9,NA,FALSE
"2016-06-01",2016,6,"Հիմնադրամ","ՀՄԴ",5,NA,FALSE
"2016-07-01",2016,7,"Հիմնադրամ","ՀՄԴ",6,NA,FALSE
"2016-08-01",2016,8,"Հիմնադրամ","ՀՄԴ",14,NA,FALSE
"2016-09-01",2016,9,"Հիմնադրամ","ՀՄԴ",12,82,TRUE
"2016-10-01",2016,10,"Հիմնադրամ","ՀՄԴ",10,86,FALSE
"2016-11-01",2016,11,"Հիմնադրամ","ՀՄԴ",11,92,FALSE
"2016-12-01",2016,12,"Հիմնադրամ","ՀՄԴ",10,99,TRUE
"2017-01-01",2017,1,"Հիմնադրամ","ՀՄԴ",8,106,FALSE
"2017-02-01",2017,2,"Հիմնադրամ","ՀՄԴ",14,116,FALSE
"2017-03-01",2017,3,"Հիմնադրամ","ՀՄԴ",10,119,FALSE
"2017-04-01",2017,4,"Հիմնադրամ","ՀՄԴ",9,118,FALSE
"2017-05-01",2017,5,"Հիմնադրամ","ՀՄԴ",10,119,FALSE
"2017-06-01",2017,6,"Հիմնադրամ","ՀՄԴ",6,120,FALSE
"2017-07-01",2017,7,"Հիմնադրամ","ՀՄԴ",8,122,FALSE
"2017-08-01",2017,8,"Հիմնադրամ","ՀՄԴ",28,136,TRUE
"2017-09-01",2017,9,"Հիմնադրամ","ՀՄԴ",47,171,FALSE
"2017-10-01",2017,10,"Հիմնադրամ","ՀՄԴ",20,181,FALSE
"2017-11-01",2017,11,"Հիմնադրամ","ՀՄԴ",6,176,FALSE
"2017-12-01",2017,12,"Հիմնադրամ","ՀՄԴ",9,175,FALSE
"2018-01-01",2018,1,"Հիմնադրամ","ՀՄԴ",6,173,FALSE
"2018-02-01",2018,2,"Հիմնադրամ","ՀՄԴ",6,165,FALSE
"2018-03-01",2018,3,"Հիմնադրամ","ՀՄԴ",9,164,FALSE
"2018-04-01",2018,4,"Հիմնադրամ","ՀՄԴ",5,160,FALSE
"2018-05-01",2018,5,"Հիմնադրամ","ՀՄԴ",4,154,FALSE
"2018-06-01",2018,6,"Հիմնադրամ","ՀՄԴ",9,157,FALSE
"2018-07-01",2018,7,"Հիմնադրամ","ՀՄԴ",12,161,FALSE
"2018-08-01",2018,8,"Հիմնադրամ","ՀՄԴ",13,146,FALSE
"2018-09-01",2018,9,"Հիմնադրամ","ՀՄԴ",9,108,FALSE
"2018-10-01",2018,10,"Հիմնադրամ","ՀՄԴ",13,101,FALSE
"2018-11-01",2018,11,"Հիմնադրամ","ՀՄԴ",9,104,FALSE
"2018-12-01",2018,12,"Հիմնադրամ","ՀՄԴ",9,104,FALSE
"2019-01-01",2019,1,"Հիմնադրամ","ՀՄԴ",5,103,FALSE
"2019-02-01",2019,2,"Հիմնադրամ","ՀՄԴ",2,99,FALSE
"2019-03-01",2019,3,"Հիմնադրամ","ՀՄԴ",10,100,FALSE
"2019-04-01",2019,4,"Հիմնադրամ","ՀՄԴ",8,103,FALSE
"2019-05-01",2019,5,"Հիմնադրամ","ՀՄԴ",10,109,TRUE
"2019-06-01",2019,6,"Հիմնադրամ","ՀՄԴ",12,112,FALSE
"2019-07-01",2019,7,"Հիմնադրամ","ՀՄԴ",14,114,FALSE
"2019-08-01",2019,8,"Հիմնադրամ","ՀՄԴ",14,115,FALSE
"2019-09-01",2019,9,"Հիմնադրամ","ՀՄԴ",8,114,FALSE
"2019-10-01",2019,10,"Հիմնադրամ","ՀՄԴ",8,109,FALSE
"2019-11-01",2019,11,"Հիմնադրամ","ՀՄԴ",10,110,FALSE
"2019-12-01",2019,12,"Հիմնադրամ","ՀՄԴ",6,107,FALSE
"2020-01-01",2020,1,"Հիմնադրամ","ՀՄԴ",9,111,FALSE
"2020-02-01",2020,2,"Հիմնադրամ","ՀՄԴ",8,117,TRUE
"2020-03-01",2020,3,"Հիմնադրամ","ՀՄԴ",7,114,FALSE
"2020-04-01",2020,4,"Հիմնադրամ","ՀՄԴ",7,113,TRUE
"2020-05-01",2020,5,"Հիմնադրամ","ՀՄԴ",7,110,FALSE
"2020-06-01",2020,6,"Հիմնադրամ","ՀՄԴ",11,109,FALSE
"2020-07-01",2020,7,"Հիմնադրամ","ՀՄԴ",11,106,FALSE
"2020-08-01",2020,8,"Հիմնադրամ","ՀՄԴ",13,105,FALSE
"2020-09-01",2020,9,"Հիմնադրամ","ՀՄԴ",6,103,FALSE
"2020-10-01",2020,10,"Հիմնադրամ","ՀՄԴ",15,110,FALSE
"2020-11-01",2020,11,"Հիմնադրամ","ՀՄԴ",13,113,FALSE
"2020-12-01",2020,12,"Հիմնադրամ","ՀՄԴ",21,128,FALSE
"2021-01-01",2021,1,"Հիմնադրամ","ՀՄԴ",11,130,FALSE
"2021-02-01",2021,2,"Հիմնադրամ","ՀՄԴ",18,140,FALSE
"2021-03-01",2021,3,"Հիմնադրամ","ՀՄԴ",16,149,FALSE
"2021-04-01",2021,4,"Հիմնադրամ","ՀՄԴ",14,156,FALSE
"2021-05-01",2021,5,"Հիմնադրամ","ՀՄԴ",10,159,FALSE
"2021-06-01",2021,6,"Հիմնադրամ","ՀՄԴ",15,163,FALSE
"2021-07-01",2021,7,"Հիմնադրամ","ՀՄԴ",7,159,FALSE
"2021-08-01",2021,8,"Հիմնադրամ","ՀՄԴ",15,161,FALSE
"2021-09-01",2021,9,"Հիմնադրամ","ՀՄԴ",14,169,FALSE
"2021-10-01",2021,10,"Հիմնադրամ","ՀՄԴ",10,164,FALSE
"2021-11-01",2021,11,"Հիմնադրամ","ՀՄԴ",8,159,FALSE
"2021-12-01",2021,12,"Հիմնադրամ","ՀՄԴ",7,145,FALSE
"2022-01-01",2022,1,"Հիմնադրամ","ՀՄԴ",10,144,FALSE
"2022-02-01",2022,2,"Հիմնադրամ","ՀՄԴ",11,137,FALSE
"2022-03-01",2022,3,"Հիմնադրամ","ՀՄԴ",12,133,FALSE
"2022-04-01",2022,4,"Հիմնադրամ","ՀՄԴ",13,132,FALSE
"2022-05-01",2022,5,"Հիմնադրամ","ՀՄԴ",14,136,FALSE
"2022-06-01",2022,6,"Հիմնադրամ","ՀՄԴ",15,136,FALSE
"2022-07-01",2022,7,"Հիմնադրամ","ՀՄԴ",12,141,FALSE
"2022-08-01",2022,8,"Հիմնադրամ","ՀՄԴ",16,142,FALSE
"2022-09-01",2022,9,"Հիմնադրամ","ՀՄԴ",9,137,FALSE
"2022-10-01",2022,10,"Հիմնադրամ","ՀՄԴ",9,136,FALSE
"2022-11-01",2022,11,"Հիմնադրամ","ՀՄԴ",6,134,FALSE
"2022-12-01",2022,12,"Հիմնադրամ","ՀՄԴ",5,132,FALSE
"2023-01-01",2023,1,"Հիմնադրամ","ՀՄԴ",7,129,FALSE
"2023-02-01",2023,2,"Հիմնադրամ","ՀՄԴ",7,125,FALSE
"2023-03-01",2023,3,"Հիմնադրամ","ՀՄԴ",14,127,FALSE
"2023-04-01",2023,4,"Հիմնադրամ","ՀՄԴ",7,121,FALSE
"2023-05-01",2023,5,"Հիմնադրամ","ՀՄԴ",9,116,FALSE
"2023-06-01",2023,6,"Հիմնադրամ","ՀՄԴ",10,111,FALSE
"2023-07-01",2023,7,"Հիմնադրամ","ՀՄԴ",3,102,FALSE
"2023-08-01",2023,8,"Հիմնադրամ","ՀՄԴ",10,96,FALSE
"2023-09-01",2023,9,"Հիմնադրամ","ՀՄԴ",2,89,FALSE
"2023-10-01",2023,10,"Հիմնադրամ","ՀՄԴ",8,88,FALSE
"2023-11-01",2023,11,"Հիմնադրամ","ՀՄԴ",9,91,FALSE
"2023-12-01",2023,12,"Հիմնադրամ","ՀՄԴ",13,99,FALSE
"2024-01-01",2024,1,"Հիմնադրամ","ՀՄԴ",5,97,FALSE
"2024-02-01",2024,2,"Հիմնադրամ","ՀՄԴ",12,102,FALSE
"2024-03-01",2024,3,"Հիմնադրամ","ՀՄԴ",14,102,FALSE
"2024-04-01",2024,4,"Հիմնադրամ","ՀՄԴ",10,105,FALSE
"2024-05-01",2024,5,"Հիմնադրամ","ՀՄԴ",7,103,FALSE
"2024-06-01",2024,6,"Հիմնադրամ","ՀՄԴ",6,99,FALSE
"2024-07-01",2024,7,"Հիմնադրամ","ՀՄԴ",10,106,FALSE
"2024-08-01",2024,8,"Հիմնադրամ","ՀՄԴ",8,104,FALSE
"2015-10-01",2015,10,"Համատիրություն","ՀՄՏ",0,NA,FALSE
"2015-11-01",2015,11,"Համատիրություն","ՀՄՏ",3,NA,FALSE
"2015-12-01",2015,12,"Համատիրություն","ՀՄՏ",2,NA,TRUE
"2016-01-01",2016,1,"Համատիրություն","ՀՄՏ",1,NA,FALSE
"2016-02-01",2016,2,"Համատիրություն","ՀՄՏ",1,NA,TRUE
"2016-03-01",2016,3,"Համատիրություն","ՀՄՏ",2,NA,TRUE
"2016-04-01",2016,4,"Համատիրություն","ՀՄՏ",2,NA,FALSE
"2016-05-01",2016,5,"Համատիրություն","ՀՄՏ",3,NA,FALSE
"2016-06-01",2016,6,"Համատիրություն","ՀՄՏ",3,NA,FALSE
"2016-07-01",2016,7,"Համատիրություն","ՀՄՏ",2,NA,FALSE
"2016-08-01",2016,8,"Համատիրություն","ՀՄՏ",0,NA,FALSE
"2016-09-01",2016,9,"Համատիրություն","ՀՄՏ",0,19,FALSE
"2016-10-01",2016,10,"Համատիրություն","ՀՄՏ",0,19,FALSE
"2016-11-01",2016,11,"Համատիրություն","ՀՄՏ",0,16,FALSE
"2016-12-01",2016,12,"Համատիրություն","ՀՄՏ",0,14,FALSE
"2017-01-01",2017,1,"Համատիրություն","ՀՄՏ",0,13,FALSE
"2017-02-01",2017,2,"Համատիրություն","ՀՄՏ",1,13,FALSE
"2017-03-01",2017,3,"Համատիրություն","ՀՄՏ",0,11,TRUE
"2017-04-01",2017,4,"Համատիրություն","ՀՄՏ",0,9,TRUE
"2017-05-01",2017,5,"Համատիրություն","ՀՄՏ",1,7,FALSE
"2017-06-01",2017,6,"Համատիրություն","ՀՄՏ",2,6,TRUE
"2017-07-01",2017,7,"Համատիրություն","ՀՄՏ",2,6,FALSE
"2017-08-01",2017,8,"Համատիրություն","ՀՄՏ",0,6,FALSE
"2017-09-01",2017,9,"Համատիրություն","ՀՄՏ",0,6,FALSE
"2017-10-01",2017,10,"Համատիրություն","ՀՄՏ",0,6,FALSE
"2017-11-01",2017,11,"Համատիրություն","ՀՄՏ",0,6,FALSE
"2017-12-01",2017,12,"Համատիրություն","ՀՄՏ",2,8,FALSE
"2018-01-01",2018,1,"Համատիրություն","ՀՄՏ",1,9,FALSE
"2018-02-01",2018,2,"Համատիրություն","ՀՄՏ",0,8,TRUE
"2018-03-01",2018,3,"Համատիրություն","ՀՄՏ",1,9,FALSE
"2018-04-01",2018,4,"Համատիրություն","ՀՄՏ",2,11,FALSE
"2018-05-01",2018,5,"Համատիրություն","ՀՄՏ",1,11,FALSE
"2018-06-01",2018,6,"Համատիրություն","ՀՄՏ",0,9,TRUE
"2018-07-01",2018,7,"Համատիրություն","ՀՄՏ",1,8,FALSE
"2018-08-01",2018,8,"Համատիրություն","ՀՄՏ",1,9,FALSE
"2018-09-01",2018,9,"Համատիրություն","ՀՄՏ",1,10,FALSE
"2018-10-01",2018,10,"Համատիրություն","ՀՄՏ",2,12,TRUE
"2018-11-01",2018,11,"Համատիրություն","ՀՄՏ",2,14,TRUE
"2018-12-01",2018,12,"Համատիրություն","ՀՄՏ",3,15,FALSE
"2019-01-01",2019,1,"Համատիրություն","ՀՄՏ",4,18,TRUE
"2019-02-01",2019,2,"Համատիրություն","ՀՄՏ",4,22,FALSE
"2019-03-01",2019,3,"Համատիրություն","ՀՄՏ",1,22,FALSE
"2019-04-01",2019,4,"Համատիրություն","ՀՄՏ",5,25,FALSE
"2019-05-01",2019,5,"Համատիրություն","ՀՄՏ",4,28,TRUE
"2019-06-01",2019,6,"Համատիրություն","ՀՄՏ",2,30,FALSE
"2019-07-01",2019,7,"Համատիրություն","ՀՄՏ",1,30,FALSE
"2019-08-01",2019,8,"Համատիրություն","ՀՄՏ",5,34,FALSE
"2019-09-01",2019,9,"Համատիրություն","ՀՄՏ",2,35,FALSE
"2019-10-01",2019,10,"Համատիրություն","ՀՄՏ",1,34,FALSE
"2019-11-01",2019,11,"Համատիրություն","ՀՄՏ",1,33,FALSE
"2019-12-01",2019,12,"Համատիրություն","ՀՄՏ",1,31,FALSE
"2020-01-01",2020,1,"Համատիրություն","ՀՄՏ",2,29,FALSE
"2020-02-01",2020,2,"Համատիրություն","ՀՄՏ",2,27,TRUE
"2020-03-01",2020,3,"Համատիրություն","ՀՄՏ",2,28,FALSE
"2020-04-01",2020,4,"Համատիրություն","ՀՄՏ",2,25,TRUE
"2020-05-01",2020,5,"Համատիրություն","ՀՄՏ",1,22,FALSE
"2020-06-01",2020,6,"Համատիրություն","ՀՄՏ",2,22,FALSE
"2020-07-01",2020,7,"Համատիրություն","ՀՄՏ",2,23,FALSE
"2020-08-01",2020,8,"Համատիրություն","ՀՄՏ",3,21,FALSE
"2020-09-01",2020,9,"Համատիրություն","ՀՄՏ",4,23,FALSE
"2020-10-01",2020,10,"Համատիրություն","ՀՄՏ",1,23,FALSE
"2020-11-01",2020,11,"Համատիրություն","ՀՄՏ",1,23,FALSE
"2020-12-01",2020,12,"Համատիրություն","ՀՄՏ",3,25,FALSE
"2021-01-01",2021,1,"Համատիրություն","ՀՄՏ",1,24,FALSE
"2021-02-01",2021,2,"Համատիրություն","ՀՄՏ",2,24,TRUE
"2021-03-01",2021,3,"Համատիրություն","ՀՄՏ",4,26,FALSE
"2021-04-01",2021,4,"Համատիրություն","ՀՄՏ",2,26,FALSE
"2021-05-01",2021,5,"Համատիրություն","ՀՄՏ",1,26,FALSE
"2021-06-01",2021,6,"Համատիրություն","ՀՄՏ",1,25,FALSE
"2021-07-01",2021,7,"Համատիրություն","ՀՄՏ",2,25,TRUE
"2021-08-01",2021,8,"Համատիրություն","ՀՄՏ",3,25,FALSE
"2021-09-01",2021,9,"Համատիրություն","ՀՄՏ",1,22,FALSE
"2021-10-01",2021,10,"Համատիրություն","ՀՄՏ",4,25,FALSE
"2021-11-01",2021,11,"Համատիրություն","ՀՄՏ",3,27,FALSE
"2021-12-01",2021,12,"Համատիրություն","ՀՄՏ",5,29,FALSE
"2022-01-01",2022,1,"Համատիրություն","ՀՄՏ",3,31,TRUE
"2022-02-01",2022,2,"Համատիրություն","ՀՄՏ",1,30,FALSE
"2022-03-01",2022,3,"Համատիրություն","ՀՄՏ",1,27,FALSE
"2022-04-01",2022,4,"Համատիրություն","ՀՄՏ",2,27,FALSE
"2022-05-01",2022,5,"Համատիրություն","ՀՄՏ",2,28,FALSE
"2022-06-01",2022,6,"Համատիրություն","ՀՄՏ",2,29,FALSE
"2022-07-01",2022,7,"Համատիրություն","ՀՄՏ",2,29,TRUE
"2022-08-01",2022,8,"Համատիրություն","ՀՄՏ",1,27,FALSE
"2022-09-01",2022,9,"Համատիրություն","ՀՄՏ",2,28,FALSE
"2022-10-01",2022,10,"Համատիրություն","ՀՄՏ",4,28,FALSE
"2022-11-01",2022,11,"Համատիրություն","ՀՄՏ",2,27,FALSE
"2022-12-01",2022,12,"Համատիրություն","ՀՄՏ",2,24,FALSE
"2023-01-01",2023,1,"Համատիրություն","ՀՄՏ",1,22,FALSE
"2023-02-01",2023,2,"Համատիրություն","ՀՄՏ",1,22,FALSE
"2023-03-01",2023,3,"Համատիրություն","ՀՄՏ",1,22,FALSE
"2023-04-01",2023,4,"Համատիրություն","ՀՄՏ",1,21,FALSE
"2023-05-01",2023,5,"Համատիրություն","ՀՄՏ",1,20,FALSE
"2023-06-01",2023,6,"Համատիրություն","ՀՄՏ",2,20,FALSE
"2023-07-01",2023,7,"Համատիրություն","ՀՄՏ",2,20,FALSE
"2023-08-01",2023,8,"Համատիրություն","ՀՄՏ",2,21,FALSE
"2023-09-01",2023,9,"Համատիրություն","ՀՄՏ",2,21,FALSE
"2023-10-01",2023,10,"Համատիրություն","ՀՄՏ",1,18,FALSE
"2023-11-01",2023,11,"Համատիրություն","ՀՄՏ",2,18,FALSE
"2023-12-01",2023,12,"Համատիրություն","ՀՄՏ",2,18,TRUE
"2024-01-01",2024,1,"Համատիրություն","ՀՄՏ",2,19,FALSE
"2024-02-01",2024,2,"Համատիրություն","ՀՄՏ",2,20,FALSE
"2024-03-01",2024,3,"Համատիրություն","ՀՄՏ",4,23,TRUE
"2024-04-01",2024,4,"Համատիրություն","ՀՄՏ",6,28,FALSE
"2024-05-01",2024,5,"Համատիրություն","ՀՄՏ",2,29,FALSE
"2024-06-01",2024,6,"Համատիրություն","ՀՄՏ",2,29,FALSE
"2024-07-01",2024,7,"Համատիրություն","ՀՄՏ",4,31,FALSE
"2024-08-01",2024,8,"Համատիրություն","ՀՄՏ",3,32,FALSE
"2015-10-01",2015,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",13,NA,FALSE
"2015-11-01",2015,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",10,NA,TRUE
"2015-12-01",2015,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",6,NA,TRUE
"2016-01-01",2016,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,NA,FALSE
"2016-02-01",2016,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,NA,TRUE
"2016-03-01",2016,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,NA,TRUE
"2016-04-01",2016,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,NA,FALSE
"2016-05-01",2016,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",6,NA,FALSE
"2016-06-01",2016,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,NA,FALSE
"2016-07-01",2016,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,NA,FALSE
"2016-08-01",2016,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,NA,FALSE
"2016-09-01",2016,9,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,56,TRUE
"2016-10-01",2016,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,46,FALSE
"2016-11-01",2016,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,40,FALSE
"2016-12-01",2016,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,38,TRUE
"2017-01-01",2017,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,39,TRUE
"2017-02-01",2017,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,40,FALSE
"2017-03-01",2017,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,37,FALSE
"2017-04-01",2017,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,34,FALSE
"2017-05-01",2017,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,30,FALSE
"2017-06-01",2017,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,30,FALSE
"2017-07-01",2017,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",5,33,FALSE
"2017-08-01",2017,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,36,TRUE
"2017-09-01",2017,9,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,37,FALSE
"2017-10-01",2017,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,36,FALSE
"2017-11-01",2017,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,34,TRUE
"2017-12-01",2017,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,31,FALSE
"2018-01-01",2018,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",8,35,FALSE
"2018-02-01",2018,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",6,37,FALSE
"2018-03-01",2018,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,40,FALSE
"2018-04-01",2018,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,40,FALSE
"2018-05-01",2018,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,39,FALSE
"2018-06-01",2018,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,39,FALSE
"2018-07-01",2018,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,35,FALSE
"2018-08-01",2018,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",5,36,FALSE
"2018-09-01",2018,9,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,34,FALSE
"2018-10-01",2018,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,34,FALSE
"2018-11-01",2018,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,33,FALSE
"2018-12-01",2018,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,35,FALSE
"2019-01-01",2019,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",7,34,FALSE
"2019-02-01",2019,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,32,FALSE
"2019-03-01",2019,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",5,33,FALSE
"2019-04-01",2019,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,33,FALSE
"2019-05-01",2019,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,34,TRUE
"2019-06-01",2019,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,34,FALSE
"2019-07-01",2019,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,35,FALSE
"2019-08-01",2019,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,31,FALSE
"2019-09-01",2019,9,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,33,TRUE
"2019-10-01",2019,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",5,36,FALSE
"2019-11-01",2019,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,39,FALSE
"2019-12-01",2019,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,40,FALSE
