"date","year","month","org_type_clean","org_type_short","count","count_yoy","data_estimated"
"2020-01-01",2020,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,37,FALSE
"2020-02-01",2020,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,36,TRUE
"2020-03-01",2020,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,33,FALSE
"2020-04-01",2020,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,33,FALSE
"2020-05-01",2020,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,31,FALSE
"2020-06-01",2020,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,29,FALSE
"2020-07-01",2020,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,27,FALSE
"2020-08-01",2020,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,27,FALSE
"2020-09-01",2020,9,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,26,FALSE
"2020-10-01",2020,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,21,FALSE
"2020-11-01",2020,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,17,FALSE
"2020-12-01",2020,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,13,FALSE
"2021-01-01",2021,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,9,FALSE
"2021-02-01",2021,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,6,FALSE
"2021-03-01",2021,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",0,4,FALSE
"2021-04-01",2021,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",5,8,FALSE
"2021-05-01",2021,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,11,FALSE
"2021-06-01",2021,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,14,FALSE
"2021-07-01",2021,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,16,FALSE
"2021-08-01",2021,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,17,FALSE
"2021-09-01",2021,9,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,16,FALSE
"2021-10-01",2021,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",5,21,FALSE
"2021-11-01",2021,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,22,FALSE
"2021-12-01",2021,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,26,FALSE
"2022-01-01",2022,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,27,FALSE
"2022-02-01",2022,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,29,TRUE
"2022-03-01",2022,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",4,33,FALSE
"2022-04-01",2022,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,30,FALSE
"2022-05-01",2022,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,28,FALSE
"2022-06-01",2022,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",14,39,FALSE
"2022-07-01",2022,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",8,45,TRUE
"2022-08-01",2022,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,45,FALSE
"2022-09-01",2022,9,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,45,FALSE
"2022-10-01",2022,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,42,FALSE
"2022-11-01",2022,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,43,TRUE
"2022-12-01",2022,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,40,FALSE
"2023-01-01",2023,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",8,47,FALSE
"2023-02-01",2023,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,46,FALSE
"2023-03-01",2023,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,44,FALSE
"2023-04-01",2023,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,44,FALSE
"2023-05-01",2023,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",6,49,FALSE
"2023-06-01",2023,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,36,FALSE
"2023-07-01",2023,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,30,FALSE
"2023-08-01",2023,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,29,FALSE
"2023-09-01",2023,9,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,31,FALSE
"2023-10-01",2023,10,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,30,FALSE
"2023-11-01",2023,11,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,29,FALSE
"2023-12-01",2023,12,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",2,30,FALSE
"2024-01-01",2024,1,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,25,FALSE
"2024-02-01",2024,2,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,27,FALSE
"2024-03-01",2024,3,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,26,FALSE
"2024-04-01",2024,4,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",1,25,FALSE
"2024-05-01",2024,5,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",6,25,FALSE
"2024-06-01",2024,6,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,27,FALSE
"2024-07-01",2024,7,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,28,FALSE
"2024-08-01",2024,8,"Համայնքային ոչ առևտրային կազմակերպություն","ՀՈԱԿ",3,30,FALSE
"2015-10-01",2015,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2015-11-01",2015,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2015-12-01",2015,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-01-01",2016,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-02-01",2016,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-03-01",2016,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-04-01",2016,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-05-01",2016,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-06-01",2016,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-07-01",2016,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-08-01",2016,8,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,NA,FALSE
"2016-09-01",2016,9,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2016-10-01",2016,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2016-11-01",2016,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2016-12-01",2016,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-01-01",2017,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-02-01",2017,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-03-01",2017,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-04-01",2017,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-05-01",2017,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-06-01",2017,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-07-01",2017,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-08-01",2017,8,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-09-01",2017,9,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-10-01",2017,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-11-01",2017,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2017-12-01",2017,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-01-01",2018,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-02-01",2018,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-03-01",2018,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-04-01",2018,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-05-01",2018,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-06-01",2018,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-07-01",2018,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-08-01",2018,8,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-09-01",2018,9,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-10-01",2018,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-11-01",2018,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2018-12-01",2018,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-01-01",2019,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-02-01",2019,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-03-01",2019,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-04-01",2019,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-05-01",2019,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-06-01",2019,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-07-01",2019,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-08-01",2019,8,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-09-01",2019,9,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-10-01",2019,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-11-01",2019,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2019-12-01",2019,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-01-01",2020,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-02-01",2020,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-03-01",2020,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-04-01",2020,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-05-01",2020,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-06-01",2020,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-07-01",2020,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-08-01",2020,8,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-09-01",2020,9,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-10-01",2020,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-11-01",2020,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2020-12-01",2020,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-01-01",2021,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-02-01",2021,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-03-01",2021,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-04-01",2021,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-05-01",2021,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-06-01",2021,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-07-01",2021,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-08-01",2021,8,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-09-01",2021,9,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-10-01",2021,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-11-01",2021,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2021-12-01",2021,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-01-01",2022,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-02-01",2022,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-03-01",2022,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-04-01",2022,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-05-01",2022,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-06-01",2022,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-07-01",2022,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-08-01",2022,8,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-09-01",2022,9,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-10-01",2022,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-11-01",2022,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2022-12-01",2022,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-01-01",2023,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-02-01",2023,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-03-01",2023,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-04-01",2023,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-05-01",2023,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-06-01",2023,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-07-01",2023,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-08-01",2023,8,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-09-01",2023,9,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-10-01",2023,10,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-11-01",2023,11,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2023-12-01",2023,12,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2024-01-01",2024,1,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2024-02-01",2024,2,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2024-03-01",2024,3,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2024-04-01",2024,4,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2024-05-01",2024,5,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2024-06-01",2024,6,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
"2024-07-01",2024,7,"Միջկառավարական ոչ առևտրայաին կազմակերպություն","ՄՈԱԿ",0,0,FALSE
