"period","trade_code","reporter","partner_iso","partner","commodity_code","netweight_kg","trade_value_us"
"2017-02-01","M","Armenia","FRA","France",271019,794.4,4201.17
"2017-02-01","M","Armenia","USA","USA",271019,98,215.8
"2017-02-01","M","Armenia","CHE","Switzerland",271019,42.25,662.55
"2017-02-01","M","Armenia","JPN","Japan",271019,815.8,4392.18
"2017-02-01","M","Armenia","BGR","Bulgaria",271019,4900,14744.38
"2017-02-01","M","Armenia","SWE","Sweden",271019,1.74,56.25
"2017-02-01","M","Armenia","BEL","Belgium",271019,94152.08,134352.4
"2017-02-01","M","Armenia","ITA","Italy",271019,2280470,1520743.63
"2017-02-01","M","Armenia","TUR","Turkey",271019,1805107.79,1388553.84
"2017-02-01","M","Armenia","ARE","United Arab Emirates",271019,140.34,561.4
"2017-02-01","M","Armenia","LTU","Lithuania",271019,37003.08,53545.06
"2017-02-01","M","Armenia","CYP","Cyprus",271019,337530,195767.4
"2017-02-01","M","Armenia","BLR","Belarus",271019,20112.9,23904.72
"2017-02-01","M","Armenia","NLD","Netherlands",271019,32644.34,96096.3
"2017-02-01","M","Armenia","UKR","Ukraine",271019,15.4,683.52
"2017-02-01","M","Armenia","GBR","United Kingdom",271019,15604.35,37279.26
"2017-02-01","M","Armenia","DEU","Germany",271012,33.2,956.17
"2017-02-01","M","Armenia","DEU","Germany",271019,9282.94,39901.07
"2017-02-01","M","Armenia","CHN","China",271019,1.7,32.22
"2017-02-01","M","Armenia","RUS","Russian Federation",271019,4662875.21,3170804.86
"2017-02-01","M","Armenia","BGR","Bulgaria",271012,1002110,701473.5
"2017-02-01","M","Armenia","RUS","Russian Federation",271012,11715600,7737218.29
"2017-02-01","M","Armenia","IRN","Iran",271121,20305100,4255042
"2017-02-01","M","Armenia","RUS","Russian Federation",271121,188138000,39475050
"2017-03-01","M","Armenia","RUS","Russian Federation",271012,5999990,4097907.35
"2017-03-01","M","Armenia","IRN","Iran",271121,23305200,4692317
"2017-03-01","M","Armenia","BGR","Bulgaria",271012,500025,360018
"2017-03-01","M","Armenia","RUS","Russian Federation",271121,133853000,26957550
"2017-03-01","M","Armenia","RUS","Russian Federation",271019,7732343.4,5306677.36
"2017-03-01","M","Armenia","CHN","China",271012,8.39,24.18
"2017-03-01","M","Armenia","CHN","China",271019,717.82,1587.69
"2017-03-01","M","Armenia","NLD","Netherlands",271019,63362.33,139833.5
"2017-03-01","M","Armenia","GRC","Greece",271019,3285840,2315391.15
"2017-03-01","M","Armenia","CZE","Czechia",271019,76,883.4
"2017-03-01","M","Armenia","POL","Poland",271019,20106.2,33644.02
"2017-03-01","M","Armenia","BEL","Belgium",271019,228302.31,264992.46
"2017-03-01","M","Armenia","ARE","United Arab Emirates",271019,100.5,402.05
"2017-03-01","M","Armenia","TUR","Turkey",271019,741223.61,579443.82
"2017-03-01","M","Armenia","SWE","Sweden",271019,8819.95,40786.25
"2017-03-01","M","Armenia","IRN","Iran",271012,660,792
"2017-03-01","M","Armenia","DEU","Germany",271019,58844.67,162863.68
"2017-03-01","M","Armenia","IRN","Iran",271019,142790,57860
"2017-03-01","M","Armenia","UKR","Ukraine",271019,6295,7267.73
"2017-03-01","M","Armenia","CYP","Cyprus",271019,203340,126162.49
"2017-03-01","M","Armenia","JPN","Japan",271019,6035.98,11366.57
"2017-03-01","M","Armenia","BLR","Belarus",271019,19560.42,24327.5
"2017-03-01","M","Armenia","LTU","Lithuania",271019,42410.8,56504.49
"2017-03-01","M","Armenia","FIN","Finland",271019,548.5,2247.84
"2017-03-01","M","Armenia","KOR","Rep. of Korea",271019,52478.1,122030.22
"2017-03-01","M","Armenia","AUT","Austria",271019,12191,7582.84
"2017-03-01","M","Armenia","GBR","United Kingdom",271019,916.21,5132.03
"2017-03-01","M","Armenia","CHE","Switzerland",271019,17.62,173.6
"2017-03-01","M","Armenia","_X","Areas, nes",271019,46970,63305.34
"2017-03-01","M","Armenia","FRA","France",271019,61195.19,83208.82
"2017-03-01","M","Armenia","USA","USA",271019,2943,9417.6
"2017-04-01","M","Armenia","RUS","Russian Federation",271121,83191400,16064250
"2017-04-01","M","Armenia","BGR","Bulgaria",271012,499444,359599.68
"2017-04-01","M","Armenia","RUS","Russian Federation",271012,11426464,7224392.75
"2017-04-01","M","Armenia","IRN","Iran",271121,22860300,4496520
"2017-04-01","M","Armenia","DEU","Germany",271019,58585.52,168944.4
"2017-04-01","M","Armenia","JPN","Japan",271019,1991.54,10328.39
"2017-04-01","M","Armenia","CYP","Cyprus",271019,401446,248896.52
"2017-04-01","M","Armenia","POL","Poland",271019,13526.6,21939.08
"2017-04-01","M","Armenia","GRC","Greece",271019,3893091,2716789.62
"2017-04-01","M","Armenia","ROU","Romania",271019,358057,206895.72
"2017-04-01","M","Armenia","KOR","Rep. of Korea",271019,12180,26903.26
"2017-04-01","M","Armenia","LTU","Lithuania",271019,18759.48,20032.59
"2017-04-01","M","Armenia","GBR","United Kingdom",271019,13598.3,36802.01
"2017-04-01","M","Armenia","NLD","Netherlands",271019,30534.6,64949.75
"2017-04-01","M","Armenia","SWE","Sweden",271019,3279,12979.49
"2017-04-01","M","Armenia","NLD","Netherlands",271012,8.4,135.45
"2017-04-01","M","Armenia","GEO","Georgia",271019,3060,12240
"2017-04-01","M","Armenia","ITA","Italy",271019,7279.24,17087.08
"2017-04-01","M","Armenia","TUR","Turkey",271019,113404.39,147041.33
"2017-04-01","M","Armenia","BEL","Belgium",271019,2337.78,11080.29
"2017-04-01","M","Armenia","FIN","Finland",271019,11906.42,38852.1
"2017-04-01","M","Armenia","BLR","Belarus",271019,13675.38,16706.9
"2017-04-01","M","Armenia","IRN","Iran",271019,20107,13982.92
"2017-04-01","M","Armenia","CHN","China",271019,38.99,140.96
"2017-04-01","M","Armenia","RUS","Russian Federation",271019,8974166.33,5846450.75
"2017-04-01","M","Armenia","USA","USA",271019,71.5,302.81
"2017-04-01","M","Armenia","IND","India",271019,211.7,585.67
"2017-04-01","M","Armenia","_X","Areas, nes",271019,17361.92,23389.38
"2017-04-01","M","Armenia","FRA","France",271019,29230.03,84064.37
"2017-05-01","M","Armenia","RUS","Russian Federation",271012,10392240,6906592.69
"2017-05-01","M","Armenia","BGR","Bulgaria",271012,2498281,1748800.05
"2017-05-01","M","Armenia","RUS","Russian Federation",271121,88747700,17385600
"2017-05-01","M","Armenia","IRN","Iran",271121,24118100,4765172
"2017-05-01","M","Armenia","RUS","Russian Federation",271019,12290358.41,8022834.84
"2017-05-01","M","Armenia","SGP","Singapore",271019,15103.25,47993.52
"2017-05-01","M","Armenia","EST","Estonia",271012,1195.2,4048.66
"2017-05-01","M","Armenia","TUR","Turkey",271019,154755.47,177037.17
"2017-05-01","M","Armenia","ROU","Romania",271019,160839,91686.43
"2017-05-01","M","Armenia","DEU","Germany",271012,484,2476.3
"2017-05-01","M","Armenia","SVK","Slovakia",271019,2088,3946.04
"2017-05-01","M","Armenia","DEU","Germany",271019,35769.52,86349.53
"2017-05-01","M","Armenia","LTU","Lithuania",271019,59450.84,83186.39
"2017-05-01","M","Armenia","POL","Poland",271019,30933.5,60595.96
"2017-05-01","M","Armenia","IRQ","Iraq",271113,122080,61040.01
"2017-05-01","M","Armenia","KOR","Rep. of Korea",271019,13126.8,48874.78
"2017-05-01","M","Armenia","GEO","Georgia",271019,611270,366764.6
"2017-05-01","M","Armenia","JPN","Japan",271019,1764.6,8791.33
"2017-05-01","M","Armenia","BEL","Belgium",271019,31646.52,79487.69
"2017-05-01","M","Armenia","GRC","Greece",271019,1800283,1419037.21
"2017-05-01","M","Armenia","GBR","United Kingdom",271019,1700,5440.22
"2017-05-01","M","Armenia","FRA","France",271019,9651.23,30131.37
"2017-05-01","M","Armenia","_X","Areas, nes",271019,4850,7269.25
"2017-05-01","M","Armenia","USA","USA",271019,9695.1,79044.29
"2017-05-01","M","Armenia","USA","USA",271012,7.7,64.02
"2017-06-01","M","Armenia","USA","USA",271019,4652.32,19070.75
"2017-06-01","M","Armenia","FRA","France",271019,1034.58,7483.86
"2017-06-01","M","Armenia","_X","Areas, nes",271019,4,123.69
"2017-06-01","M","Armenia","IRN","Iran",271012,1690,1351.89
"2017-06-01","M","Armenia","DEU","Germany",271012,118,289.4
"2017-06-01","M","Armenia","NLD","Netherlands",271019,7062.73,24513.72
"2017-06-01","M","Armenia","TUR","Turkey",271019,176744.76,229433.17
"2017-06-01","M","Armenia","BLR","Belarus",271019,19322.86,22488.53
"2017-06-01","M","Armenia","GEO","Georgia",271019,223089,139950.34
"2017-06-01","M","Armenia","DEU","Germany",271019,49249.84,195870.7
"2017-06-01","M","Armenia","ISR","Israel",271019,256,1325.32
"2017-06-01","M","Armenia","AUT","Austria",271019,161.5,702.83
"2017-06-01","M","Armenia","LTU","Lithuania",271019,140107.48,197681.34
"2017-06-01","M","Armenia","ESP","Spain",271019,568.48,4462.15
"2017-06-01","M","Armenia","GRC","Greece",271019,2301422,1825924.71
"2017-06-01","M","Armenia","JPN","Japan",271019,1369.35,7146.61
"2017-06-01","M","Armenia","KOR","Rep. of Korea",271019,14105,30017.64
"2017-06-01","M","Armenia","BEL","Belgium",271019,27260.33,98465.45
"2017-06-01","M","Armenia","CZE","Czechia",271019,1.14,77.3
"2017-06-01","M","Armenia","GBR","United Kingdom",271019,42876.92,99117.94
"2017-06-01","M","Armenia","ARE","United Arab Emirates",271019,300.5,1176.15
"2017-06-01","M","Armenia","SWE","Sweden",271019,2699.02,13688.05
"2017-06-01","M","Armenia","UKR","Ukraine",271019,19147.97,26985.93
"2017-06-01","M","Armenia","POL","Poland",271019,5523.98,13101.52
"2017-06-01","M","Armenia","IRN","Iran",271019,851443,523060.02
"2017-06-01","M","Armenia","BEL","Belgium",271113,6.96,74.64
"2017-06-01","M","Armenia","CHN","China",271019,2,21.27
"2017-06-01","M","Armenia","RUS","Russian Federation",271019,10182661.95,6672582.55
"2017-06-01","M","Armenia","RUS","Russian Federation",271012,6890550,4488398.98
"2017-06-01","M","Armenia","BGR","Bulgaria",271012,2999830,2097368
"2017-06-01","M","Armenia","RUS","Russian Federation",271121,93294200,18304950
"2017-06-01","M","Armenia","IRN","Iran",271121,22722000,4497027
"2017-07-01","M","Armenia","BGR","Bulgaria",271012,4491461,3134116.58
"2017-07-01","M","Armenia","RUS","Russian Federation",271012,9837920,5864004.92
"2017-07-01","M","Armenia","RUS","Russian Federation",271121,88110700,17520900
"2017-07-01","M","Armenia","IRN","Iran",271121,27186200,5443049
"2017-07-01","M","Armenia","FRA","France",271019,7548.22,28204.48
"2017-07-01","M","Armenia","TUR","Turkey",271019,122825.09,147563
"2017-07-01","M","Armenia","PRT","Portugal",271019,13534,35245.15
"2017-07-01","M","Armenia","ITA","Italy",271019,850,3060
"2017-07-01","M","Armenia","GRC","Greece",271019,6886010,4468283.37
"2017-07-01","M","Armenia","NLD","Netherlands",271019,7300.35,30399.39
"2017-07-01","M","Armenia","POL","Poland",271019,26527.42,49529.16
"2017-07-01","M","Armenia","ROU","Romania",271019,319606,182790.51
"2017-07-01","M","Armenia","IRN","Iran",271019,165583,97069.35
"2017-07-01","M","Armenia","LTU","Lithuania",271019,87010.88,116179.87
"2017-07-01","M","Armenia","GEO","Georgia",271019,802019,481212.76
"2017-07-01","M","Armenia","BEL","Belgium",271019,13630.62,35681.97
"2017-07-01","M","Armenia","GBR","United Kingdom",271019,9251.72,44111.87
"2017-07-01","M","Armenia","SWE","Sweden",271019,1970.16,11979.43
"2017-07-01","M","Armenia","KOR","Rep. of Korea",271019,3820.5,11523.32
"2017-07-01","M","Armenia","DEU","Germany",271019,51451.75,173253.11
"2017-07-01","M","Armenia","ESP","Spain",271019,24,914.52
"2017-07-01","M","Armenia","ARE","United Arab Emirates",271019,680.7,2724.89
"2017-07-01","M","Armenia","JPN","Japan",271019,2199.8,11536.44
"2017-07-01","M","Armenia","IRN","Iran",271113,86680,31204.8
"2017-07-01","M","Armenia","IRQ","Iraq",271113,141500,61904.8
"2017-07-01","M","Armenia","CHN","China",271012,127.16,98.19
"2017-07-01","M","Armenia","CHN","China",271019,766.65,10044.08
"2017-07-01","M","Armenia","RUS","Russian Federation",271019,15330117.87,9316861.93
"2017-08-01","M","Armenia","IRN","Iran",271121,56718000,11493789
"2017-08-01","M","Armenia","RUS","Russian Federation",271121,5806560,1100700
"2017-08-01","M","Armenia","RUS","Russian Federation",271012,6695340,4129247.51
"2017-08-01","M","Armenia","BGR","Bulgaria",271012,500049,360035.28
"2017-08-01","M","Armenia","TKM","Turkmenistan",271012,5936830,4126094.09
"2017-08-01","M","Armenia","TUR","Turkey",271019,54530.92,72357.46
"2017-08-01","M","Armenia","NLD","Netherlands",271019,15371.61,40522.7
"2017-08-01","M","Armenia","GEO","Georgia",271019,759916,479630.19
"2017-08-01","M","Armenia","GBR","United Kingdom",271019,37839.32,100666.68
"2017-08-01","M","Armenia","GRC","Greece",271019,6197610,4418525.05
"2017-08-01","M","Armenia","KOR","Rep. of Korea",271019,14798,29050.99
"2017-08-01","M","Armenia","ITA","Italy",271019,45.57,648.16
"2017-08-01","M","Armenia","DEU","Germany",271012,114.96,607.46
"2017-08-01","M","Armenia","IRQ","Iraq",271113,128360,46209.6
"2017-08-01","M","Armenia","SWE","Sweden",271019,2862.08,12231.97
"2017-08-01","M","Armenia","ARE","United Arab Emirates",271019,665.92,2412.1
"2017-08-01","M","Armenia","LTU","Lithuania",271019,38593.3,44143.82
"2017-08-01","M","Armenia","BEL","Belgium",271019,50475.74,138320.21
"2017-08-01","M","Armenia","JPN","Japan",271019,2505.4,13101.3
"2017-08-01","M","Armenia","ROU","Romania",271019,302747,184487.4
"2017-08-01","M","Armenia","BLR","Belarus",271019,20019.78,25200.14
"2017-08-01","M","Armenia","DEU","Germany",271019,82536.77,200846.98
"2017-08-01","M","Armenia","CHN","China",271019,1800.8,2299.75
"2017-08-01","M","Armenia","RUS","Russian Federation",271019,9018614.28,5709157.87
"2017-08-01","M","Armenia","USA","USA",271019,2030.84,14997.88
"2017-08-01","M","Armenia","_X","Areas, nes",271019,8385,18272.08
"2017-08-01","M","Armenia","IND","India",271019,720,2204.32
"2017-08-01","M","Armenia","FRA","France",271019,14896.7,68215.41
"2017-09-01","M","Armenia","FRA","France",271019,9008.97,46043.68
"2017-09-01","M","Armenia","USA","USA",271019,1308.79,8690.62
"2017-09-01","M","Armenia","_X","Areas, nes",271019,24840,33029.58
"2017-09-01","M","Armenia","CHE","Switzerland",271019,43.6,392.82
"2017-09-01","M","Armenia","RUS","Russian Federation",271019,17196226.87,11659813.56
"2017-09-01","M","Armenia","CHN","China",271019,57.6,301.35
"2017-09-01","M","Armenia","DEU","Germany",271012,21.65,69.88
"2017-09-01","M","Armenia","EST","Estonia",271012,1792.8,6204.14
"2017-09-01","M","Armenia","JPN","Japan",271019,714.97,4765.73
"2017-09-01","M","Armenia","BEL","Belgium",271019,34697.34,104467.96
"2017-09-01","M","Armenia","GBR","United Kingdom",271019,22685.25,59826.62
"2017-09-01","M","Armenia","FIN","Finland",271019,12161.2,48242.77
"2017-09-01","M","Armenia","GRC","Greece",271019,2433500,1974568.3
"2017-09-01","M","Armenia","NLD","Netherlands",271019,15884.31,80495.4
"2017-09-01","M","Armenia","UKR","Ukraine",271019,8971.04,17320.47
"2017-09-01","M","Armenia","GEO","Georgia",271019,1189946,754585.28
"2017-09-01","M","Armenia","DEU","Germany",271019,23453.77,90559.7
"2017-09-01","M","Armenia","LTU","Lithuania",271019,36990.6,46827.13
"2017-09-01","M","Armenia","ARE","United Arab Emirates",271019,2902,3515.6
"2017-09-01","M","Armenia","KOR","Rep. of Korea",271019,29487.5,74471.68
"2017-09-01","M","Armenia","IRN","Iran",271019,188,566.91
"2017-09-01","M","Armenia","LVA","Latvia",271019,13854.33,27765.07
"2017-09-01","M","Armenia","POL","Poland",271019,28564.6,53377.24
"2017-09-01","M","Armenia","TUR","Turkey",271019,167549.58,220317.97
"2017-09-01","M","Armenia","SWE","Sweden",271019,3894.12,21409.61
"2017-09-01","M","Armenia","CZE","Czechia",271019,19.34,173.22
"2017-09-01","M","Armenia","ROU","Romania",271019,137951,88178.63
"2017-09-01","M","Armenia","IRQ","Iraq",271113,43900,22100
"2017-09-01","M","Armenia","GEO","Georgia",271012,184663,129262.14
"2017-09-01","M","Armenia","TKM","Turkmenistan",271012,3043620,2115316.6
"2017-09-01","M","Armenia","BGR","Bulgaria",271012,2920256,2064607.34
"2017-09-01","M","Armenia","ROU","Romania",271012,92981,65087.23
"2017-09-01","M","Armenia","IRN","Iran",271121,25576000,5059209
"2017-09-01","M","Armenia","RUS","Russian Federation",271121,111393000,21339750
"2017-09-01","M","Armenia","_X","Areas, nes",271012,58970,38153.59
"2017-09-01","M","Armenia","RUS","Russian Federation",271012,10057212,6578540.57
"2017-10-01","M","Armenia","IRN","Iran",271121,1865620,364996
"2017-10-01","M","Armenia","GEO","Georgia",271012,312731,218874.52
"2017-10-01","M","Armenia","BGR","Bulgaria",271012,5492019,3952128.67
"2017-10-01","M","Armenia","RUS","Russian Federation",271121,122799000,23903250
"2017-10-01","M","Armenia","RUS","Russian Federation",271012,6670674,4427822.82
"2017-10-01","M","Armenia","RUS","Russian Federation",271019,13072155.38,9201539.62
"2017-10-01","M","Armenia","CHN","China",271019,930.6,8274.54
"2017-10-01","M","Armenia","DEU","Germany",271019,38736.12,143665.97
"2017-10-01","M","Armenia","JPN","Japan",271019,17888.18,61585.65
"2017-10-01","M","Armenia","NLD","Netherlands",271019,23960.55,58157.93
"2017-10-01","M","Armenia","GBR","United Kingdom",271019,22107.9,49477.95
"2017-10-01","M","Armenia","SGP","Singapore",271019,14843.83,55203.68
"2017-10-01","M","Armenia","SVK","Slovakia",271019,4964.76,10773.3
"2017-10-01","M","Armenia","LVA","Latvia",271019,5985.6,13477.37
"2017-10-01","M","Armenia","LTU","Lithuania",271019,69463.87,105577.07
"2017-10-01","M","Armenia","BGR","Bulgaria",271019,3708.6,16756.72
"2017-10-01","M","Armenia","GBR","United Kingdom",271012,43,513.97
"2017-10-01","M","Armenia","ITA","Italy",271019,2192,11674.76
"2017-10-01","M","Armenia","ARE","United Arab Emirates",271019,22,110.09
"2017-10-01","M","Armenia","GEO","Georgia",271019,1902324,1226850.05
"2017-10-01","M","Armenia","ESP","Spain",271012,6.7,557.23
"2017-10-01","M","Armenia","SWE","Sweden",271019,2519.99,11651.09
"2017-10-01","M","Armenia","POL","Poland",271019,23053.79,49901.81
"2017-10-01","M","Armenia","DEU","Germany",271012,71.58,287.06
"2017-10-01","M","Armenia","BLR","Belarus",271019,11733.42,14485.1
"2017-10-01","M","Armenia","BEL","Belgium",271019,33031.47,105521.56
"2017-10-01","M","Armenia","KOR","Rep. of Korea",271019,21289,48167.6
"2017-10-01","M","Armenia","UKR","Ukraine",271019,12.52,626
"2017-10-01","M","Armenia","GRC","Greece",271019,7071310,5637245.3
"2017-10-01","M","Armenia","TUR","Turkey",271019,273315.95,319783.48
"2017-10-01","M","Armenia","DEU","Germany",271113,3.79,29.65
"2017-10-01","M","Armenia","FRA","France",271019,3462.25,11556.59
"2017-10-01","M","Armenia","USA","USA",271019,1928.76,13932.34
"2017-11-01","M","Armenia","FRA","France",271019,15249.65,59710.95
"2017-11-01","M","Armenia","USA","USA",271019,12394.74,64841.77
"2017-11-01","M","Armenia","CHE","Switzerland",271019,35.2,352
"2017-11-01","M","Armenia","BEL","Belgium",271019,19951.39,58372.72
"2017-11-01","M","Armenia","FIN","Finland",271019,12254.18,45933.67
"2017-11-01","M","Armenia","GEO","Georgia",271019,816134,769096.05
"2017-11-01","M","Armenia","SGP","Singapore",271019,15209.95,59394.92
"2017-11-01","M","Armenia","SWE","Sweden",271019,4014.12,24187.56
"2017-11-01","M","Armenia","ARE","United Arab Emirates",271019,3696.3,7679.34
"2017-11-01","M","Armenia","TUR","Turkey",271019,79538.08,134969.78
"2017-11-01","M","Armenia","UKR","Ukraine",271019,15142,22842.51
"2017-11-01","M","Armenia","DEU","Germany",271012,32.47,115.99
"2017-11-01","M","Armenia","DEU","Germany",271019,77924.92,206403.36
"2017-11-01","M","Armenia","GRC","Greece",271019,7248510,5610983.99
"2017-11-01","M","Armenia","IRN","Iran",271019,97100,38858
"2017-11-01","M","Armenia","ISR","Israel",271019,320,1712.29
"2017-11-01","M","Armenia","ITA","Italy",271019,1057.36,5816.83
"2017-11-01","M","Armenia","JPN","Japan",271019,11898.22,38152.93
"2017-11-01","M","Armenia","KOR","Rep. of Korea",271019,39423.15,130904.36
"2017-11-01","M","Armenia","LTU","Lithuania",271019,82508.84,104166.39
"2017-11-01","M","Armenia","NLD","Netherlands",271012,3.6,50.93
"2017-11-01","M","Armenia","NLD","Netherlands",271019,85451.14,229036.69
"2017-11-01","M","Armenia","POL","Poland",271019,5613.56,11548.34
"2017-11-01","M","Armenia","ROU","Romania",271019,103674,70238.19
"2017-11-01","M","Armenia","GBR","United Kingdom",271019,17125.87,46578.01
"2017-11-01","M","Armenia","CHN","China",271012,16.78,48.53
"2017-11-01","M","Armenia","CHN","China",271019,924.32,3097.86
"2017-11-01","M","Armenia","RUS","Russian Federation",271019,18478597.04,13137934.61
"2017-11-01","M","Armenia","BGR","Bulgaria",271012,1497992,1108525.91
"2017-11-01","M","Armenia","RUS","Russian Federation",271121,156665000,31183350
"2017-11-01","M","Armenia","TKM","Turkmenistan",271012,4387800,3182770.76
"2017-11-01","M","Armenia","IRN","Iran",271121,16754200,3337488
"2017-11-01","M","Armenia","RUS","Russian Federation",271012,9881592,6581817.8
"2017-12-01","M","Armenia","RUS","Russian Federation",271121,206409000,41084550
"2017-12-01","M","Armenia","BGR","Bulgaria",271012,3236770,2362839.91
"2017-12-01","M","Armenia","IRN","Iran",271121,17286100,3443453
"2017-12-01","M","Armenia","RUS","Russian Federation",271012,7054660,4852465.92
"2017-12-01","M","Armenia","BEL","Belgium",271019,42746.51,166859.31
"2017-12-01","M","Armenia","ITA","Italy",271019,2740.58,12495.84
"2017-12-01","M","Armenia","BLR","Belarus",271019,19744.6,27249.61
"2017-12-01","M","Armenia","ESP","Spain",271019,20,108.29
"2017-12-01","M","Armenia","SWE","Sweden",271019,90,684.01
"2017-12-01","M","Armenia","JPN","Japan",271019,1171.53,6543.22
"2017-12-01","M","Armenia","LTU","Lithuania",271019,19805,21771.3
"2017-12-01","M","Armenia","TUR","Turkey",271019,38704.04,97201.81
"2017-12-01","M","Armenia","DEU","Germany",271012,80.27,232.78
"2017-12-01","M","Armenia","GEO","Georgia",271019,286290,404581.93
"2017-12-01","M","Armenia","GBR","United Kingdom",271019,21719.45,63024.77
"2017-12-01","M","Armenia","KOR","Rep. of Korea",271019,20922.6,47946.37
"2017-12-01","M","Armenia","IRN","Iran",271012,1700,1360
"2017-12-01","M","Armenia","GRC","Greece",271019,5990860,4725436.64
"2017-12-01","M","Armenia","UKR","Ukraine",271019,25710.27,40611.31
"2017-12-01","M","Armenia","ROU","Romania",271019,52765.74,36724.97
"2017-12-01","M","Armenia","ARE","United Arab Emirates",271019,1518.5,5245.35
"2017-12-01","M","Armenia","POL","Poland",271019,15527.24,30689.12
"2017-12-01","M","Armenia","BGR","Bulgaria",271019,184.8,761.14
"2017-12-01","M","Armenia","DEU","Germany",271019,80227.19,283866.36
"2017-12-01","M","Armenia","NLD","Netherlands",271019,55493.06,163552.84
"2017-12-01","M","Armenia","CHN","China",271019,362,623.69
"2017-12-01","M","Armenia","RUS","Russian Federation",271019,11224204.22,8514778.5
"2017-12-01","M","Armenia","CHE","Switzerland",271019,70.48,713.46
"2017-12-01","M","Armenia","USA","USA",271019,14836.58,73742.71
"2017-12-01","M","Armenia","FRA","France",271019,16638.97,70377.05
"2018-01-01","M","Armenia","CHE","Switzerland",271019,28,392.26
"2018-01-01","M","Armenia","FRA","France",271019,176.8,1773.3
"2018-01-01","M","Armenia","USA","USA",271019,0.59,28.15
"2018-01-01","M","Armenia","RUS","Russian Federation",271012,11679390,8761328.23
"2018-01-01","M","Armenia","ROU","Romania",271012,45356,34925.08
"2018-01-01","M","Armenia","BGR","Bulgaria",271012,3741929,2871292.4
"2018-01-01","M","Armenia","RUS","Russian Federation",271121,185770000,38902050
"2018-01-01","M","Armenia","IRN","Iran",271121,21446800,4476792.9
"2018-01-01","M","Armenia","CHN","China",271012,16.78,48.8
"2018-01-01","M","Armenia","CHN","China",271019,2110.18,3230.78
"2018-01-01","M","Armenia","RUS","Russian Federation",271019,7209203.8,5520194.12
"2018-01-01","M","Armenia","DEU","Germany",271012,64.94,244.73
"2018-01-01","M","Armenia","GBR","United Kingdom",271012,526,1315
"2018-01-01","M","Armenia","BLR","Belarus",271019,28281.94,41733.54
"2018-01-01","M","Armenia","FIN","Finland",271019,213.6,1017.75
"2018-01-01","M","Armenia","CZE","Czechia",271019,80,1197.46
"2018-01-01","M","Armenia","POL","Poland",271019,7436.67,15358.75
"2018-01-01","M","Armenia","LTU","Lithuania",271019,179665.1,285052.91
"2018-01-01","M","Armenia","NLD","Netherlands",271019,213.1,1742.55
"2018-01-01","M","Armenia","DEU","Germany",271019,35510.1,98542.71
"2018-01-01","M","Armenia","GEO","Georgia",271019,517777,448659.81
"2018-01-01","M","Armenia","GRC","Greece",271019,500272,490266.56
"2018-01-01","M","Armenia","ITA","Italy",271019,55.42,177.5
"2018-01-01","M","Armenia","JPN","Japan",271019,131.2,1100.05
"2018-01-01","M","Armenia","KOR","Rep. of Korea",271019,48555.19,101096.5
"2018-01-01","M","Armenia","BEL","Belgium",271019,11710.2,43446.96
"2018-01-01","M","Armenia","GBR","United Kingdom",271019,24932.2,66459.94
"2018-01-01","M","Armenia","ESP","Spain",271019,53.1,236.83
"2018-01-01","M","Armenia","SWE","Sweden",271019,2399.54,11910.29
"2018-01-01","M","Armenia","TUR","Turkey",271019,1110.62,3120.83
"2018-01-01","M","Armenia","ARE","United Arab Emirates",271019,3964,8582.13
"2018-02-01","M","Armenia","FRA","France",271019,19576.97,58668.88
"2018-02-01","M","Armenia","USA","USA",271019,7616.01,39806.67
"2018-02-01","M","Armenia","CHE","Switzerland",271019,0.4,457.13
"2018-02-01","M","Armenia","GRC","Greece",271019,5493530,4624616.42
"2018-02-01","M","Armenia","IRN","Iran",271012,1512,1209.6
"2018-02-01","M","Armenia","ITA","Italy",271019,18,621.23
"2018-02-01","M","Armenia","JPN","Japan",271019,1280.15,6767.01
"2018-02-01","M","Armenia","LTU","Lithuania",271019,60679.5,110397.36
"2018-02-01","M","Armenia","NLD","Netherlands",271019,59660.48,157795.92
"2018-02-01","M","Armenia","BEL","Belgium",271019,16832.75,46645.13
"2018-02-01","M","Armenia","BGR","Bulgaria",271019,104700,172886.75
"2018-02-01","M","Armenia","BLR","Belarus",271019,19811.6,27725.04
"2018-02-01","M","Armenia","GEO","Georgia",271019,204850,248633.38
"2018-02-01","M","Armenia","ROU","Romania",271019,218594,150527.63
"2018-02-01","M","Armenia","SGP","Singapore",271019,15834.75,59611.98
"2018-02-01","M","Armenia","SWE","Sweden",271019,864,9123.74
"2018-02-01","M","Armenia","ARE","United Arab Emirates",271019,2606.52,9642.51
"2018-02-01","M","Armenia","GBR","United Kingdom",271019,7512.58,18433.72
"2018-02-01","M","Armenia","DEU","Germany",271012,58.63,172.96
"2018-02-01","M","Armenia","TUR","Turkey",271019,21000.27,47957.57
"2018-02-01","M","Armenia","CHN","China",271019,152.64,535.35
"2018-02-01","M","Armenia","RUS","Russian Federation",271019,11799435.74,9178793.59
"2018-02-01","M","Armenia","DEU","Germany",271019,46198.497,126369.5
"2018-02-01","M","Armenia","IRN","Iran",271121,19957800,4191056.55
"2018-02-01","M","Armenia","ROU","Romania",271012,44928,34862.45
"2018-02-01","M","Armenia","RUS","Russian Federation",271012,12858032,9832665.98
