"date","year","month","unit_FX","indicator","code","value"
"2017-06-30",2017,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",513.115347
"2017-07-31",2017,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",517.891045
"2017-08-31",2017,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",527.6449650000001
"2017-09-30",2017,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",528.4045249999999
"2017-10-31",2017,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",533.2599250000001
"2017-11-30",2017,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",544.8136279999998
"2017-12-31",2017,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",540.049441
"2018-01-31",2018,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",557.8524899999999
"2018-02-28",2018,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",542.612935
"2018-03-31",2018,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",551.638191
"2018-04-30",2018,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",567.047235
"2018-05-31",2018,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",532.413454
"2018-06-30",2018,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",531.291024
"2018-07-31",2018,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",552.1060920000001
"2018-08-31",2018,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",557.4072689999998
"2018-09-30",2018,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",562.429757
"2018-10-31",2018,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",569.803479
"2018-11-30",2018,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",577.4109579999998
"2018-12-31",2018,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",584.502804
"2019-01-31",2019,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",594.5351279999999
"2019-02-28",2019,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",604.209289
"2019-03-31",2019,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",612.518901
"2019-04-30",2019,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",597.1302659999999
"2019-05-31",2019,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",604.23279
"2019-06-30",2019,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",606.6471359999999
"2019-07-31",2019,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",650.5199783667878
"2019-08-31",2019,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",653.712848
"2019-09-30",2019,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",654.659813
"2019-10-31",2019,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",675.8698549157389
"2019-11-30",2019,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",677.7134760000001
"2019-12-31",2019,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",677.7057660775101
"2020-01-31",2020,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",700.7535257683321
"2020-02-29",2020,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",712.9341159999999
"2020-03-31",2020,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",714.950286772852
"2020-04-30",2020,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",749.282451
"2020-05-31",2020,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",762.58059
"2020-06-30",2020,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",769.5933216305151
"2020-07-31",2020,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",845.295248
"2020-08-31",2020,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",858.6722336650811
"2020-09-30",2020,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",872.121417702551
"2020-10-30",2020,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",943.9341219999999
"2020-11-30",2020,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",940.7087871882801
"2020-12-31",2020,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",955.5429070848628
"2021-01-31",2021,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",972.3774500000001
"2021-02-28",2021,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",966.15484
"2021-03-31",2021,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",976.81231113017
"2021-04-30",2021,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1002.7917080000001
"2021-05-31",2021,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1017.7489772610003
"2021-06-30",2021,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1033.68862373441
"2021-07-31",2021,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1064.7714569999998
"2021-08-31",2021,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1082.11997130145
"2021-09-30",2021,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1091.9010777593046
"2021-10-31",2021,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1126.8158680000001
"2021-11-30",2021,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1139.50509121918
"2021-12-31",2021,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1154.9406860000001
"2022-01-31",2022,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1185.59666873706
"2022-02-28",2022,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1205.3392587051403
"2022-03-31",2022,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1230.8884258660598
"2022-04-30",2022,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1221.9035770000003
"2022-05-31",2022,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1258.979464
"2022-06-30",2022,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1289.813449158765
"2022-07-31",2022,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1329.52398
"2022-08-31",2022,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1345.2485583097102
"2022-09-30",2022,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1367.569967
"2022-10-31",2022,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1369.5965177702449
"2022-11-30",2022,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1408.176256853643
"2022-12-31",2022,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1452.268003
"2023-01-31",2023,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1457.3235314576223
"2023-02-28",2023,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1497.6687816680567
"2023-03-31",2023,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1533.502516
"2023-04-30",2023,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1538.1900479999997
"2023-05-31",2023,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1564.1267686809233
"2023-06-30",2023,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1575.6127235625
"2023-07-31",2023,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1583.32053996244
"2023-08-31",2023,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1608.205350863102
"2023-09-30",2023,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1653.548331
"2023-10-31",2023,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1694.7875493980773
"2023-11-30",2023,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1729.0689488248927
"2023-12-31",2023,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1946.895817
"2024-01-31",2024,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",1987.54566453385
"2024-02-29",2024,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",2007.8595866133162
"2024-03-31",2024,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",2043.439036
"2024-04-30",2024,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",2002.7695394477003
"2024-05-31",2024,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.2.2.",2039.1301209999997
"2016-12-31",2016,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",47.334390818395995
"2017-01-31",2017,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",47.563830954185605
"2017-02-28",2017,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",57.343719256005
"2017-03-31",2017,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",60.2495924699289
"2017-04-30",2017,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",59.8667921027904
"2017-05-31",2017,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",59.49877404553501
"2017-06-30",2017,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",59.66917327441982
"2017-07-31",2017,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",61.090513647126
"2017-08-31",2017,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",61.535618586195604
"2017-09-30",2017,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",61.537015138325714
"2017-10-31",2017,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",63.9753926041452
"2017-11-30",2017,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",72.7106364625102
"2017-12-31",2017,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",65.89968134223399
"2018-01-31",2018,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",63.02371558802072
"2018-02-28",2018,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",63.742505768008215
"2018-03-31",2018,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",63.653741771255994
"2018-04-30",2018,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",62.6026943894784
"2018-05-31",2018,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",65.1202019973726
"2018-06-30",2018,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",66.31843890943038
"2018-07-31",2018,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",72.17599066733898
"2018-08-31",2018,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",76.81179592371599
"2018-09-30",2018,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",72.4162400017025
"2018-10-31",2018,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",73.63102932507002
"2018-11-30",2018,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",80.76990631703319
"2018-12-31",2018,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",81.6897313618875
"2019-01-31",2019,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",82.14596678443948
"2019-02-28",2019,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",82.63988548459538
"2019-03-31",2019,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",82.6247335131792
"2019-04-30",2019,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",86.0812567157712
"2019-05-31",2019,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",86.48605541202477
"2019-06-30",2019,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",86.84394439373659
"2019-07-31",2019,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",85.65755127568899
"2019-08-31",2019,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",84.711694976424
"2019-09-30",2019,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",61.52348001744
"2019-10-31",2019,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",60.223493579115996
"2019-11-30",2019,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",59.24216224608762
"2019-12-31",2019,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",59.467719858183
"2020-01-31",2020,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",61.256671193079
"2020-02-29",2020,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",60.410584812986
"2020-03-31",2020,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",70.46671256348799
"2020-04-30",2020,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",67.32929317893118
"2020-05-31",2020,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",68.70417543172401
"2020-06-30",2020,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",69.5612861695304
"2020-07-31",2020,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",72.13074170161079
"2020-08-31",2020,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",72.1936092353372
"2020-09-30",2020,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",43.53520122000001
"2020-10-30",2020,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",46.283884799999996
"2020-11-30",2020,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",46.53526507
"2020-12-31",2020,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",42.103508530000006
"2021-01-31",2021,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",41.59997809
"2021-02-28",2021,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",48.18532532000002
"2021-03-31",2021,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",50.9296869
"2021-04-30",2021,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",53.76389821000001
"2021-05-31",2021,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",56.33121026
"2021-06-30",2021,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",51.848891789999996
"2021-07-31",2021,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",51.37952208
"2021-08-31",2021,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",52.88584283
"2021-09-30",2021,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",55.19860283000002
"2021-10-31",2021,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",64.77009019999998
"2021-11-30",2021,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",74.82438343999998
"2021-12-31",2021,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",77.1440938
"2022-01-31",2022,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",76.85892390000002
"2022-02-28",2022,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",79.1978524
"2022-03-31",2022,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",95.92631150999999
"2022-04-30",2022,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",97.52160856
"2022-05-31",2022,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",105.73471376000003
"2022-06-30",2022,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",107.77791591
"2022-07-31",2022,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",122.04554223999997
"2022-08-31",2022,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",149.61796848999998
"2022-09-30",2022,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",164.24699067
"2022-10-31",2022,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",180.99887883
"2022-11-30",2022,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",185.06393488
"2022-12-31",2022,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",188.52357213
"2023-01-31",2023,1,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",196.08965688
"2023-02-28",2023,2,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",202.27346118
"2023-03-31",2023,3,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",205.68561640000001
"2023-04-30",2023,4,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",208.78289352000002
"2023-05-31",2023,5,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",212.77500827999998
"2023-06-30",2023,6,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",219.69786608
"2023-07-31",2023,7,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",220.63358208
"2023-08-31",2023,8,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",221.38847850000008
"2023-09-30",2023,9,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",231.740138
"2023-10-31",2023,10,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",219.80451823999996
"2023-11-30",2023,11,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",210.71478749999997
"2023-12-31",2023,12,"մլրդ դրամ","ռեզիդենտների կողմից ձեռքբերված արտարժութային պետական պարտատոմսեր","AMD.1.2.3.",209.09022660000002
