"date","year","month","unit_FX","indicator","code","value"
"2023-12-31",2023,12,"մլրդ դրամ","արտաքին պարտք","AMD.1.1.",2408.7796918481495
"2024-01-31",2024,1,"մլրդ դրամ","արտաքին պարտք","AMD.1.1.",2391.71606679592
"2024-02-29",2024,2,"մլրդ դրամ","արտաքին պարտք","AMD.1.1.",2386.1484952510586
"2024-03-31",2024,3,"մլրդ դրամ","արտաքին պարտք","AMD.1.1.",2317.0732673561242
"2024-04-30",2024,4,"մլրդ դրամ","արտաքին պարտք","AMD.1.1.",2255.6131376106737
"2024-05-31",2024,5,"մլրդ դրամ","արտաքին պարտք","AMD.1.1.",2239.286612586391
"2016-12-31",2016,12,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1635.6942549957503
"2017-01-31",2017,1,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1655.9759959234452
"2017-02-28",2017,2,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1657.6322332560674
"2017-03-31",2017,3,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1652.3055956900157
"2017-04-30",2017,4,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1664.4437095789349
"2017-05-31",2017,5,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1673.969192434041
"2017-06-30",2017,6,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1675.0791757743166
"2017-07-31",2017,7,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1686.3929101663061
"2017-08-31",2017,8,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1699.6332039237184
"2017-09-30",2017,9,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1704.056205262387
"2017-10-31",2017,10,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1713.3323852544142
"2017-11-30",2017,11,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1769.9482726427625
"2017-12-31",2017,12,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1946.5773621050491
"2018-01-31",2018,1,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1964.8167271463662
"2018-02-28",2018,2,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1960.3227835876564
"2018-03-31",2018,3,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1963.6758845445672
"2018-04-30",2018,4,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1958.2363454485983
"2018-05-31",2018,5,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1941.1842194734834
"2018-06-30",2018,6,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1927.7760935567553
"2018-07-31",2018,7,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1922.8253340404215
"2018-08-31",2018,8,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1926.3800375168942
"2018-09-30",2018,9,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1918.7661053961526
"2018-10-31",2018,10,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1924.015974372722
"2018-11-30",2018,11,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1930.5936555205462
"2018-12-31",2018,12,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2002.3869547598622
"2019-01-31",2019,1,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2020.0490579100012
"2019-02-28",2019,2,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2023.1720574232124
"2019-03-31",2019,3,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1997.1214153478084
"2019-04-30",2019,4,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1968.5522020763656
"2019-05-31",2019,5,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1967.6523323662627
"2019-06-30",2019,6,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1962.0494797794884
"2019-07-31",2019,7,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1941.4377928038666
"2019-08-31",2019,8,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1938.552539422465
"2019-09-30",2019,9,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1927.8323395780394
"2019-10-31",2019,10,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1937.917127310253
"2019-11-30",2019,11,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1969.7707553896182
"2019-12-31",2019,12,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2065.9245250669746
"2020-01-31",2020,1,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2048.1395543913122
"2020-02-29",2020,2,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2040.5104982657936
"2020-03-31",2020,3,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2127.305015012704
"2020-04-30",2020,4,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2030.110237167653
"2020-05-31",2020,5,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2191.470731154181
"2020-06-30",2020,6,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2188.5142653922157
"2020-07-31",2020,7,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2234.7033406570713
"2020-08-31",2020,8,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2244.927452533514
"2020-09-30",2020,9,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2228.922900037224
"2020-10-30",2020,10,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2256.695334108585
"2020-11-30",2020,11,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2337.932076538159
"2020-12-31",2020,12,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2437.977361115882
"2021-01-31",2021,1,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2401.759650383915
"2021-02-28",2021,2,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2443.197721611948
"2021-03-31",2021,3,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2415.857671677949
"2021-04-30",2021,4,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2388.012650147695
"2021-05-31",2021,5,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2394.6758709688697
"2021-06-30",2021,6,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2253.449166145126
"2021-07-31",2021,7,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2206.6297710779468
"2021-08-31",2021,8,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2226.9286181388934
"2021-09-30",2021,9,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2173.967502603014
"2021-10-31",2021,10,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2163.5400701811345
"2021-11-30",2021,11,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2175.894820498061
"2021-12-31",2021,12,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2151.5537234349567
"2022-01-31",2022,1,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2153.554923567358
"2022-02-28",2022,2,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2139.7443828204673
"2022-03-31",2022,3,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",2178.2513619642286
"2022-04-30",2022,4,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1977.9352701540079
"2022-05-31",2022,5,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1965.4992821941069
"2022-06-30",2022,6,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1763.4417636515473
"2022-07-31",2022,7,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1739.529517459922
"2022-08-31",2022,8,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1712.0577668338601
"2022-09-30",2022,9,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1685.62565355206
"2022-10-31",2022,10,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1653.2657352715946
"2022-11-30",2022,11,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1678.2008698280058
"2022-12-31",2022,12,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1772.581536220354
"2023-01-31",2023,1,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1795.3851443716644
"2023-02-28",2023,2,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1735.4644692238617
"2023-03-31",2023,3,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1745.7165299367095
"2023-04-30",2023,4,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1741.06516092246
"2023-05-31",2023,5,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1715.6669075273592
"2023-06-30",2023,6,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1716.2960311147551
"2023-07-31",2023,7,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1760.725554046147
"2023-08-31",2023,8,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1724.7591198647044
"2023-09-30",2023,9,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1739.3829943136918
"2023-10-31",2023,10,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1774.8652512374695
"2023-11-30",2023,11,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1784.5037415591748
"2023-12-31",2023,12,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1836.1395807693204
"2024-01-31",2024,1,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1811.3461942932508
"2024-02-29",2024,2,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1792.45184044164
"2024-03-31",2024,3,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1734.342245439193
"2024-04-30",2024,4,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1696.1937195725593
"2024-05-31",2024,5,"մլրդ դրամ","արտաքին վարկեր և փոխառություններ","AMD.1.1.1.",1684.6113585785085
"2016-12-31",2016,12,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.996250000000001
"2017-01-31",2017,1,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.996250000000001
"2017-02-28",2017,2,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.996250000000001
"2017-03-31",2017,3,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.938359999999999
"2017-04-30",2017,4,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.83981
"2017-05-31",2017,5,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.865279
"2017-06-30",2017,6,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.874529000000001
"2017-07-31",2017,7,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.874528999999999
"2017-08-31",2017,8,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.872529
"2017-09-30",2017,9,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",7.879328999999999
"2017-10-31",2017,10,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",8.580729
"2017-11-30",2017,11,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",9.676729000000002
"2017-12-31",2017,12,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",9.680729
"2018-01-31",2018,1,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",9.727728999999998
"2018-02-28",2018,2,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",10.376229
"2018-03-31",2018,3,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",9.100978999999999
"2018-04-30",2018,4,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",9.175979000000002
"2018-05-31",2018,5,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",8.397979
"2018-06-30",2018,6,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",8.387579
"2018-07-31",2018,7,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",8.417579000000002
"2018-08-31",2018,8,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",9.726999999999999
"2018-09-30",2018,9,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",3.490711
"2018-10-31",2018,10,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",3.538561
"2018-11-30",2018,11,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",3.5386439999999992
"2018-12-31",2018,12,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",3.608684
"2019-01-31",2019,1,"մլրդ դրամ","ոչ ռեզիդենտների կողմից ձեռքբերված պետական գանձապետական պարտատոմսեր","AMD.1.1.2.",3.620744
