"code","arm","eng","rus","date","production_month","vol_YoY_pct"
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2017-Q4",74814.9,118.4
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2018-Q1",55149,122
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2018-Q2",71391.6,122.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2018-Q3",100853.6,129.4
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2018-Q4",108290.10000000002,141.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2019-Q1",70327.5,128.5
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2019-Q2",78622.2,111.2
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2019-Q3",99951.9,94.5
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2019-Q4",114438,100.9
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2020-Q1",86101.8,111.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2020-Q2",80127.3,97.8
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2020-Q3",80226.40000000001,75.2
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2020-Q4",58514.80000000002,51.3
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2021-Q1",59215.5,65.9
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2021-Q2",52404.700000000004,59.5
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2021-Q3",52767.299999999996,65.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2021-Q4",53043.39999999998,87.1
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2022-Q1",58121.600000000006,98.2
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2022-Q2",55172.299999999996,106.3
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2022-Q3",53845.5,101.8
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2022-Q4",49816.00000000001,110.5
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2023-Q1",57836.8,102.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2023-Q2",70760.5,134.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2023-Q3",72066.1,139
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых","2023-Q4",66377.9,123.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2013-Q1",5820.6,NA
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2013-Q2",7636.6,NA
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2013-Q3",7219.2,NA
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2013-Q4",8611.6,NA
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2014-Q1",5708.3,98.4
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2014-Q2",7164.9,92.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2014-Q3",9231.5,123.5
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2014-Q4",7479.3,84
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2015-Q1",5984.1,105.1
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2015-Q2",8525,117.4
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2015-Q3",9241,100.7
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2015-Q4",8122.199999999997,108.5
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2016-Q1",6102.8,92.7
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2016-Q2",7954.7,86.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2016-Q3",9615.7,97.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2016-Q4",12685,148.8
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2017-Q1",10264.800000000001,164.1
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2017-Q2",8710.7,108
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2017-Q3",13008.3,134.6
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2017-Q4",20195.9,158
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2018-Q1",13828.399999999998,133.5
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2018-Q2",13836.2,156.4
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2018-Q3",13562.900000000001,103.5
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2018-Q4",15166.300000000003,74.3
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2019-Q1",9871.9,70.6
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2019-Q2",11890.8,84.7
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2019-Q3",12372.6,89.5
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2019-Q4",12138.9,78.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2020-Q1",10368.300000000001,103.7
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2020-Q2",7876,66.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2020-Q3",8383.9,68
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2020-Q4",16572.300000000003,136.8
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2021-Q1",7841.499999999999,73.6
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2021-Q2",9371.199999999999,122.1
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2021-Q3",10663.4,125.4
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2021-Q4",18258.699999999997,108.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2022-Q1",10220.699999999999,130.2
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2022-Q2",13904.300000000001,138.2
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2022-Q3",14661.6,127.3
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2022-Q4",15505.3,77.7
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2023-Q1",11692.9,104
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2023-Q2",14265.6,93.8
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2023-Q3",18538.7,120.1
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания","2023-Q4",16956.1,104
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2013-Q1",594.2,NA
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2013-Q2",706.5,NA
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2013-Q3",795.9,NA
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2013-Q4",891.5,NA
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2014-Q1",647.7,106.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2014-Q2",572.5,78
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2014-Q3",660.2,81.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2014-Q4",946.7,102.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2015-Q1",650.3,95
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2015-Q2",670.1,111.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2015-Q3",731.9,106.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2015-Q4",870.5000000000001,90.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2016-Q1",656.4,98.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2016-Q2",646,99.4
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2016-Q3",704.9,99
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2016-Q4",862.8,100.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2017-Q1",624.2,98.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2017-Q2",667.3,101
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2017-Q3",738.3,102.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2017-Q4",856.5999999999999,96.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2018-Q1",626.5,98.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2018-Q2",661.5,96.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2018-Q3",731.7,95.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2018-Q4",928.4999999999998,105.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2019-Q1",625.7,97.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2019-Q2",642.9,95
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2019-Q3",800.7,108.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2019-Q4",914.2,97.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2020-Q1",639.6,100.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2020-Q2",576.9,89.4
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2020-Q3",691,85.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2020-Q4",837,90.1
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2021-Q1",628.8,92.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2021-Q2",575.2,98.1
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2021-Q3",688,90.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2021-Q4",887.1999999999996,96.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2022-Q1",725.3,108.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2022-Q2",627.1,95.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2022-Q3",704.7,94.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2022-Q4",963.8000000000004,100.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2023-Q1",785.3,101.3
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","2023-Q2",651.7,102.5
