"date","year","month","indicator","value","indicator_arm"
"2017-08-31",2017,8,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-09-30",2017,9,"including Repo agreements",8003.984657,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-10-31",2017,10,"including Repo agreements",10009.918903999998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-11-30",2017,11,"including Repo agreements",15002.515936,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-12-31",2017,12,"including Repo agreements",36918.863013999995,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-01-31",2018,1,"including Repo agreements",3100,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-02-28",2018,2,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-03-31",2018,3,"including Repo agreements",23007.619178,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-04-30",2018,4,"including Repo agreements",31752.306125,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-05-31",2018,5,"including Repo agreements",9601.603753000001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-06-30",2018,6,"including Repo agreements",55427.193009,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-07-31",2018,7,"including Repo agreements",67770.79893199999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-08-31",2018,8,"including Repo agreements",66187.783617,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-09-30",2018,9,"including Repo agreements",120590.769421,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-10-31",2018,10,"including Repo agreements",90000,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-11-30",2018,11,"including Repo agreements",120040.739064,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2018-12-31",2018,12,"including Repo agreements",163433.112581,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-01-31",2019,1,"including Repo agreements",180879.100263,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-02-28",2019,2,"including Repo agreements",180073.809627,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-03-31",2019,3,"including Repo agreements",220323.28971799999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-04-30",2019,4,"including Repo agreements",260627.031609,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-05-31",2019,5,"including Repo agreements",190557.549553,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-06-30",2019,6,"including Repo agreements",190642.649512,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-07-31",2019,7,"including Repo agreements",170338.63131,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-08-31",2019,8,"including Repo agreements",150411.269945,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-09-30",2019,9,"including Repo agreements",150458.409727,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-10-31",2019,10,"including Repo agreements",108677.600792,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-11-30",2019,11,"including Repo agreements",65252.792569,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2019-12-31",2019,12,"including Repo agreements",126669.77420100001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-01-31",2020,1,"including Repo agreements",130040.291826,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-02-29",2020,2,"including Repo agreements",70032.15633499999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-03-31",2020,3,"including Repo agreements",150133.33468200002,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-04-30",2020,4,"including Repo agreements",195027.59827900003,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-05-31",2020,5,"including Repo agreements",196812.303035,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-06-30",2020,6,"including Repo agreements",211932.343544,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-07-31",2020,7,"including Repo agreements",188727.39449,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-08-31",2020,8,"including Repo agreements",180112.86073,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-09-30",2020,9,"including Repo agreements",227400,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-10-31",2020,10,"including Repo agreements",307708.74209200003,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-11-30",2020,11,"including Repo agreements",342952.311024,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2020-12-31",2020,12,"including Repo agreements",345952.76940399996,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-01-31",2021,1,"including Repo agreements",331195.478287,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-02-28",2021,2,"including Repo agreements",280172.251241,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-03-31",2021,3,"including Repo agreements",348800,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-04-30",2021,4,"including Repo agreements",325640.89985300007,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-05-31",2021,5,"including Repo agreements",511413.940066,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-06-30",2021,6,"including Repo agreements",467900,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-07-31",2021,7,"including Repo agreements",512281.65530299995,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-08-31",2021,8,"including Repo agreements",450506.50596700003,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-09-30",2021,9,"including Repo agreements",520599.40866799996,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-10-31",2021,10,"including Repo agreements",473381.88402,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-11-30",2021,11,"including Repo agreements",443526.586724,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2021-12-31",2021,12,"including Repo agreements",485415.04112400004,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-01-31",2022,1,"including Repo agreements",410445.646947,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-02-28",2022,2,"including Repo agreements",380428.256579,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-03-31",2022,3,"including Repo agreements",445106.383315,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-04-30",2022,4,"including Repo agreements",438343.746408,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-05-31",2022,5,"including Repo agreements",385598.24880400003,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-06-30",2022,6,"including Repo agreements",445194.077275,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-07-31",2022,7,"including Repo agreements",330341.164737,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-08-31",2022,8,"including Repo agreements",252000,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-09-30",2022,9,"including Repo agreements",322179.56251899997,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-10-31",2022,10,"including Repo agreements",257846.86450099997,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-11-30",2022,11,"including Repo agreements",140000,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2022-12-31",2022,12,"including Repo agreements",234708.58495,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-01-31",2023,1,"including Repo agreements",235414.808023,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-02-28",2023,2,"including Repo agreements",225401.623978,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-03-31",2023,3,"including Repo agreements",312688.923265,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-04-30",2023,4,"including Repo agreements",320384.456441,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-05-31",2023,5,"including Repo agreements",191000,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-06-30",2023,6,"including Repo agreements",314184.527876,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-07-31",2023,7,"including Repo agreements",160232.572334,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-08-31",2023,8,"including Repo agreements",70020.094121,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-09-30",2023,9,"including Repo agreements",262256.134442,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-10-31",2023,10,"including Repo agreements",180292.98756900002,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-11-30",2023,11,"including Repo agreements",205054.63034200002,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2023-12-31",2023,12,"including Repo agreements",350370.300724,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-01-31",2024,1,"including Repo agreements",300000,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-02-29",2024,2,"including Repo agreements",305074.710316,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-03-31",2024,3,"including Repo agreements",480461.60931599996,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-04-30",2024,4,"including Repo agreements",482569.20043300005,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-05-31",2024,5,"including Repo agreements",385170.517198,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-06-30",2024,6,"including Repo agreements",581524.1678930001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-07-31",2024,7,"including Repo agreements",410000,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-08-31",2024,8,"including Repo agreements",430278.748667,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-09-30",2024,9,"including Repo agreements",598129.662692,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-10-31",2024,10,"including Repo agreements",375076.027916,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-11-30",2024,11,"including Repo agreements",330201.69154,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2024-12-31",2024,12,"including Repo agreements",651281.9001549999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2025-01-31",2025,1,"including Repo agreements",545216.8411590001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2025-02-28",2025,2,"including Repo agreements",575221.470314,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-01-31",2003,1,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-02-28",2003,2,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-03-31",2003,3,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-04-30",2003,4,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-05-31",2003,5,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-06-30",2003,6,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-07-31",2003,7,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-08-31",2003,8,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-09-30",2003,9,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-10-31",2003,10,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-11-30",2003,11,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2003-12-31",2003,12,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-01-31",2004,1,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-02-29",2004,2,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-03-31",2004,3,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-04-30",2004,4,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-05-31",2004,5,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-06-30",2004,6,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-07-31",2004,7,"CBA foreign currency swap (FX attraction)",2403,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-08-31",2004,8,"CBA foreign currency swap (FX attraction)",2403,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-09-30",2004,9,"CBA foreign currency swap (FX attraction)",1940.511,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-10-31",2004,10,"CBA foreign currency swap (FX attraction)",1520.19,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-11-30",2004,11,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2004-12-31",2004,12,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-01-31",2005,1,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-02-28",2005,2,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-03-31",2005,3,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-04-30",2005,4,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-05-31",2005,5,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-06-30",2005,6,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-07-31",2005,7,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-08-31",2005,8,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-09-30",2005,9,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-10-31",2005,10,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-11-30",2005,11,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2005-12-31",2005,12,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-01-31",2006,1,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-02-28",2006,2,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-03-31",2006,3,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-04-30",2006,4,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-05-31",2006,5,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-06-30",2006,6,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-07-31",2006,7,"CBA foreign currency swap (FX attraction)",0.2534436,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-08-31",2006,8,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-09-30",2006,9,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-10-31",2006,10,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-11-30",2006,11,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2006-12-31",2006,12,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-01-31",2007,1,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-02-28",2007,2,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-03-31",2007,3,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-04-30",2007,4,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-05-31",2007,5,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-06-30",2007,6,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-07-31",2007,7,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-08-31",2007,8,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-09-30",2007,9,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
"2007-10-31",2007,10,"CBA foreign currency swap (FX attraction)",0,"ԿԲ կողմից արտարժ. ներգր. ՍՎՈՓ"
