"date","year","month","indicator","value","indicator_arm"
"2020-12-31",2020,12,"Other assets, net",292320.3776721188,"Զուտ այլ ակտիվներ"
"2021-01-31",2021,1,"Other assets, net",296009.7962353546,"Զուտ այլ ակտիվներ"
"2021-02-28",2021,2,"Other assets, net",283728.28968978825,"Զուտ այլ ակտիվներ"
"2021-03-31",2021,3,"Other assets, net",282354.6205510855,"Զուտ այլ ակտիվներ"
"2021-04-30",2021,4,"Other assets, net",291673.2221116071,"Զուտ այլ ակտիվներ"
"2021-05-31",2021,5,"Other assets, net",291411.72613422456,"Զուտ այլ ակտիվներ"
"2021-06-30",2021,6,"Other assets, net",320435.83200305677,"Զուտ այլ ակտիվներ"
"2021-07-31",2021,7,"Other assets, net",335374.0509919233,"Զուտ այլ ակտիվներ"
"2021-08-31",2021,8,"Other assets, net",325390.9535338321,"Զուտ այլ ակտիվներ"
"2021-09-30",2021,9,"Other assets, net",339317.7142751886,"Զուտ այլ ակտիվներ"
"2021-10-31",2021,10,"Other assets, net",346232.6177927529,"Զուտ այլ ակտիվներ"
"2021-11-30",2021,11,"Other assets, net",339097.3422073835,"Զուտ այլ ակտիվներ"
"2021-12-31",2021,12,"Other assets, net",341614.779260186,"Զուտ այլ ակտիվներ"
"2022-01-31",2022,1,"Other assets, net",348360.6735418398,"Զուտ այլ ակտիվներ"
"2022-02-28",2022,2,"Other assets, net",346991.30355320405,"Զուտ այլ ակտիվներ"
"2022-03-31",2022,3,"Other assets, net",355645.32125788694,"Զուտ այլ ակտիվներ"
"2022-04-30",2022,4,"Other assets, net",369175.09208187857,"Զուտ այլ ակտիվներ"
"2022-05-31",2022,5,"Other assets, net",390522.7165049324,"Զուտ այլ ակտիվներ"
"2022-06-30",2022,6,"Other assets, net",421890.8979128663,"Զուտ այլ ակտիվներ"
"2022-07-31",2022,7,"Other assets, net",427959.63237014087,"Զուտ այլ ակտիվներ"
"2022-08-31",2022,8,"Other assets, net",432697.28406025935,"Զուտ այլ ակտիվներ"
"2022-09-30",2022,9,"Other assets, net",427219.71799029794,"Զուտ այլ ակտիվներ"
"2022-10-31",2022,10,"Other assets, net",446068.4200945592,"Զուտ այլ ակտիվներ"
"2022-11-30",2022,11,"Other assets, net",448588.6285853895,"Զուտ այլ ակտիվներ"
"2022-12-31",2022,12,"Other assets, net",478859.81370929524,"Զուտ այլ ակտիվներ"
"2023-01-31",2023,1,"Other assets, net",507302.90837688826,"Զուտ այլ ակտիվներ"
"2023-02-28",2023,2,"Other assets, net",514858.6314459749,"Զուտ այլ ակտիվներ"
"2023-03-31",2023,3,"Other assets, net",506005.5813330574,"Զուտ այլ ակտիվներ"
"2023-04-30",2023,4,"Other assets, net",508738.7457964539,"Զուտ այլ ակտիվներ"
"2023-05-31",2023,5,"Other assets, net",506584.77597231563,"Զուտ այլ ակտիվներ"
"2023-06-30",2023,6,"Other assets, net",500058.1661922217,"Զուտ այլ ակտիվներ"
"2023-07-31",2023,7,"Other assets, net",492949.1654473045,"Զուտ այլ ակտիվներ"
"2023-08-31",2023,8,"Other assets, net",501197.04219205625,"Զուտ այլ ակտիվներ"
"2023-09-30",2023,9,"Other assets, net",404964.8540020498,"Զուտ այլ ակտիվներ"
"2023-10-31",2023,10,"Other assets, net",465186.9149115408,"Զուտ այլ ակտիվներ"
"2023-11-30",2023,11,"Other assets, net",461321.66093189374,"Զուտ այլ ակտիվներ"
"2023-12-31",2023,12,"Other assets, net",452623.7513481622,"Զուտ այլ ակտիվներ"
"2024-01-31",2024,1,"Other assets, net",455736.14108131244,"Զուտ այլ ակտիվներ"
"2024-02-29",2024,2,"Other assets, net",454388.07758794737,"Զուտ այլ ակտիվներ"
"2024-03-31",2024,3,"Other assets, net",459829.70469298307,"Զուտ այլ ակտիվներ"
"2024-04-30",2024,4,"Other assets, net",468985.96960248786,"Զուտ այլ ակտիվներ"
"2024-05-31",2024,5,"Other assets, net",467243.90456127643,"Զուտ այլ ակտիվներ"
"2024-06-30",2024,6,"Other assets, net",459934.2853608109,"Զուտ այլ ակտիվներ"
"2024-07-31",2024,7,"Other assets, net",455704.423327573,"Զուտ այլ ակտիվներ"
"2024-08-31",2024,8,"Other assets, net",448051.76219484187,"Զուտ այլ ակտիվներ"
"2024-09-30",2024,9,"Other assets, net",436008.8985038748,"Զուտ այլ ակտիվներ"
"2024-10-31",2024,10,"Other assets, net",434603.7175059288,"Զուտ այլ ակտիվներ"
"2024-11-30",2024,11,"Other assets, net",424015.8329892992,"Զուտ այլ ակտիվներ"
"2024-12-31",2024,12,"Other assets, net",418434.1404101291,"Զուտ այլ ակտիվներ"
"2025-01-31",2025,1,"Other assets, net",436970.1037933058,"Զուտ այլ ակտիվներ"
"2025-02-28",2025,2,"Other assets, net",441174.860022611,"Զուտ այլ ակտիվներ"
"2003-01-31",2003,1,"MONETARY BASE",100090,"Փողի բազա"
"2003-02-28",2003,2,"MONETARY BASE",97783,"Փողի բազա"
"2003-03-31",2003,3,"MONETARY BASE",93331,"Փողի բազա"
"2003-04-30",2003,4,"MONETARY BASE",97330,"Փողի բազա"
"2003-05-31",2003,5,"MONETARY BASE",100450,"Փողի բազա"
"2003-06-30",2003,6,"MONETARY BASE",95384,"Փողի բազա"
"2003-07-31",2003,7,"MONETARY BASE",101927,"Փողի բազա"
"2003-08-31",2003,8,"MONETARY BASE",103901,"Փողի բազա"
"2003-09-30",2003,9,"MONETARY BASE",103415,"Փողի բազա"
"2003-10-31",2003,10,"MONETARY BASE",103218,"Փողի բազա"
"2003-11-30",2003,11,"MONETARY BASE",102441,"Փողի բազա"
"2003-12-31",2003,12,"MONETARY BASE",118586,"Փողի բազա"
"2004-01-31",2004,1,"MONETARY BASE",103119,"Փողի բազա"
"2004-02-29",2004,2,"MONETARY BASE",99983,"Փողի բազա"
"2004-03-31",2004,3,"MONETARY BASE",103429,"Փողի բազա"
"2004-04-30",2004,4,"MONETARY BASE",104090,"Փողի բազա"
"2004-05-31",2004,5,"MONETARY BASE",103847,"Փողի բազա"
"2004-06-30",2004,6,"MONETARY BASE",106252,"Փողի բազա"
"2004-07-31",2004,7,"MONETARY BASE",113018.67079950002,"Փողի բազա"
"2004-08-31",2004,8,"MONETARY BASE",111788.2305988,"Փողի բազա"
"2004-09-30",2004,9,"MONETARY BASE",114137.2955164,"Փողի բազա"
"2004-10-31",2004,10,"MONETARY BASE",115822.31491210002,"Փողի բազա"
"2004-11-30",2004,11,"MONETARY BASE",117422.5095778,"Փողի բազա"
"2004-12-31",2004,12,"MONETARY BASE",132049.81585329998,"Փողի բազա"
"2005-01-31",2005,1,"MONETARY BASE",117444.0758523,"Փողի բազա"
"2005-02-28",2005,2,"MONETARY BASE",116856.9375106,"Փողի բազա"
"2005-03-31",2005,3,"MONETARY BASE",123618.035637,"Փողի բազա"
"2005-04-30",2005,4,"MONETARY BASE",130381.6231264,"Փողի բազա"
"2005-05-31",2005,5,"MONETARY BASE",137773,"Փողի բազա"
"2005-06-30",2005,6,"MONETARY BASE",150818.9628221,"Փողի բազա"
"2005-07-31",2005,7,"MONETARY BASE",169610.973701,"Փողի բազա"
"2005-08-31",2005,8,"MONETARY BASE",181820.48204870004,"Փողի բազա"
"2005-09-30",2005,9,"MONETARY BASE",173822.62773400004,"Փողի բազա"
"2005-10-31",2005,10,"MONETARY BASE",180364.8966738,"Փողի բազա"
"2005-11-30",2005,11,"MONETARY BASE",181325.07746460004,"Փողի բազա"
"2005-12-31",2005,12,"MONETARY BASE",200572.6475765,"Փողի բազա"
"2006-01-31",2006,1,"MONETARY BASE",187390.72708719998,"Փողի բազա"
"2006-02-28",2006,2,"MONETARY BASE",187061.18032050002,"Փողի բազա"
"2006-03-31",2006,3,"MONETARY BASE",189091.15756970004,"Փողի բազա"
"2006-04-30",2006,4,"MONETARY BASE",184111.98822340003,"Փողի բազա"
"2006-05-31",2006,5,"MONETARY BASE",184868.8797023,"Փողի բազա"
"2006-06-30",2006,6,"MONETARY BASE",199115.2978507,"Փողի բազա"
"2006-07-31",2006,7,"MONETARY BASE",205102.1534847,"Փողի բազա"
"2006-08-31",2006,8,"MONETARY BASE",217011.6330767,"Փողի բազա"
"2006-09-30",2006,9,"MONETARY BASE",231091.81348160002,"Փողի բազա"
"2006-10-31",2006,10,"MONETARY BASE",237400.00714560002,"Փողի բազա"
"2006-11-30",2006,11,"MONETARY BASE",240768.9585764,"Փողի բազա"
"2006-12-31",2006,12,"MONETARY BASE",282997.04198340006,"Փողի բազա"
"2007-01-31",2007,1,"MONETARY BASE",254931.85685430001,"Փողի բազա"
"2007-02-28",2007,2,"MONETARY BASE",258403.8545029,"Փողի բազա"
"2007-03-31",2007,3,"MONETARY BASE",264812.4454195,"Փողի բազա"
"2007-04-30",2007,4,"MONETARY BASE",270646.5550934,"Փողի բազա"
"2007-05-31",2007,5,"MONETARY BASE",275488.88570949994,"Փողի բազա"
"2007-06-30",2007,6,"MONETARY BASE",287316.95400870004,"Փողի բազա"
"2007-07-31",2007,7,"MONETARY BASE",302835.34124960005,"Փողի բազա"
"2007-08-31",2007,8,"MONETARY BASE",322289.47580990003,"Փողի բազա"
"2007-09-30",2007,9,"MONETARY BASE",333014.46866360004,"Փողի բազա"
"2007-10-31",2007,10,"MONETARY BASE",346862.37631009996,"Փողի բազա"
"2007-11-30",2007,11,"MONETARY BASE",374063.1847122,"Փողի բազա"
"2007-12-31",2007,12,"MONETARY BASE",427118.4917457,"Փողի բազա"
"2008-01-31",2008,1,"MONETARY BASE",391986.70547249995,"Փողի բազա"
"2008-02-29",2008,2,"MONETARY BASE",389315.1860991,"Փողի բազա"
"2008-03-31",2008,3,"MONETARY BASE",380821.53537939995,"Փողի բազա"
"2008-04-30",2008,4,"MONETARY BASE",404560.9155856001,"Փողի բազա"
"2008-05-31",2008,5,"MONETARY BASE",394555.90832100005,"Փողի բազա"
"2008-06-30",2008,6,"MONETARY BASE",412724.53263440006,"Փողի բազա"
"2008-07-31",2008,7,"MONETARY BASE",426240.43714379997,"Փողի բազա"
"2008-08-31",2008,8,"MONETARY BASE",435775.0573871,"Փողի բազա"
"2008-09-30",2008,9,"MONETARY BASE",438347.2136769,"Փողի բազա"
"2008-10-31",2008,10,"MONETARY BASE",437449.4867846,"Փողի բազա"
"2008-11-30",2008,11,"MONETARY BASE",422014.4177508,"Փողի բազա"
"2008-12-31",2008,12,"MONETARY BASE",449730.67071400007,"Փողի բազա"
"2009-01-31",2009,1,"MONETARY BASE",400205.8508566999,"Փողի բազա"
"2009-02-28",2009,2,"MONETARY BASE",395406.07605669997,"Փողի բազա"
"2009-03-31",2009,3,"MONETARY BASE",391735.161635,"Փողի բազա"
"2009-04-30",2009,4,"MONETARY BASE",384264.67774199997,"Փողի բազա"
"2009-05-31",2009,5,"MONETARY BASE",398986.05557789997,"Փողի բազա"
"2009-06-30",2009,6,"MONETARY BASE",407921.50262160006,"Փողի բազա"
"2009-07-31",2009,7,"MONETARY BASE",434427.4788994,"Փողի բազա"
"2009-08-31",2009,8,"MONETARY BASE",441744.3708727,"Փողի բազա"
"2009-09-30",2009,9,"MONETARY BASE",461671.7668204001,"Փողի բազա"
"2009-10-31",2009,10,"MONETARY BASE",465357.1331872,"Փողի բազա"
"2009-11-30",2009,11,"MONETARY BASE",464534.4816794,"Փողի բազա"
"2009-12-31",2009,12,"MONETARY BASE",511677.9286188,"Փողի բազա"
"2010-01-31",2010,1,"MONETARY BASE",458054.2362111,"Փողի բազա"
"2010-02-28",2010,2,"MONETARY BASE",446783.11615590006,"Փողի բազա"
"2010-03-31",2010,3,"MONETARY BASE",464990.2015781999,"Փողի բազա"
"2010-04-30",2010,4,"MONETARY BASE",471971.7973211,"Փողի բազա"
"2010-05-31",2010,5,"MONETARY BASE",444244.4320576,"Փողի բազա"
"2010-06-30",2010,6,"MONETARY BASE",434538.5655779,"Փողի բազա"
"2010-07-31",2010,7,"MONETARY BASE",435271.7441931,"Փողի բազա"
"2010-08-31",2010,8,"MONETARY BASE",438983.4199073,"Փողի բազա"
"2010-09-30",2010,9,"MONETARY BASE",438364.8419131,"Փողի բազա"
"2010-10-31",2010,10,"MONETARY BASE",444401.26749159995,"Փողի բազա"
"2010-11-30",2010,11,"MONETARY BASE",455238.2895939,"Փողի բազա"
"2010-12-31",2010,12,"MONETARY BASE",507551.91144389997,"Փողի բազա"
"2011-01-31",2011,1,"MONETARY BASE",463213.81263949996,"Փողի բազա"
"2011-02-28",2011,2,"MONETARY BASE",482013.51674630004,"Փողի բազա"
"2011-03-31",2011,3,"MONETARY BASE",506325.49997770006,"Փողի բազա"
"2011-04-30",2011,4,"MONETARY BASE",499649.54707259993,"Փողի բազա"
"2011-05-31",2011,5,"MONETARY BASE",488892.2325456,"Փողի բազա"
"2011-06-30",2011,6,"MONETARY BASE",520180.1515993001,"Փողի բազա"
"2011-07-31",2011,7,"MONETARY BASE",530587.6574602,"Փողի բազա"
"2011-08-31",2011,8,"MONETARY BASE",583369.4869668,"Փողի բազա"
"2011-09-30",2011,9,"MONETARY BASE",570596.2577367,"Փողի բազա"
"2011-10-31",2011,10,"MONETARY BASE",581504.6558386001,"Փողի բազա"
"2011-11-30",2011,11,"MONETARY BASE",591056.8461845999,"Փողի բազա"
"2011-12-31",2011,12,"MONETARY BASE",671270.5483557001,"Փողի բազա"
"2012-01-31",2012,1,"MONETARY BASE",572231.5253354999,"Փողի բազա"
"2012-02-29",2012,2,"MONETARY BASE",562945.6302119,"Փողի բազա"
"2012-03-31",2012,3,"MONETARY BASE",553757.1609809,"Փողի բազա"
"2012-04-30",2012,4,"MONETARY BASE",589452.1087476002,"Փողի բազա"
"2012-05-31",2012,5,"MONETARY BASE",580320.5471912,"Փողի բազա"
"2012-06-30",2012,6,"MONETARY BASE",563613.3487629,"Փողի բազա"
"2012-07-31",2012,7,"MONETARY BASE",601088.6029434999,"Փողի բազա"
"2012-08-31",2012,8,"MONETARY BASE",604640.6105797001,"Փողի բազա"
"2012-09-30",2012,9,"MONETARY BASE",603848.1459218,"Փողի բազա"
"2012-10-31",2012,10,"MONETARY BASE",641606.0231295,"Փողի բազա"
"2012-11-30",2012,11,"MONETARY BASE",623748.839011,"Փողի բազա"
"2012-12-31",2012,12,"MONETARY BASE",683846.0038905,"Փողի բազա"
"2013-01-31",2013,1,"MONETARY BASE",655926.8017541,"Փողի բազա"
"2013-02-28",2013,2,"MONETARY BASE",679554.3481442998,"Փողի բազա"
"2013-03-31",2013,3,"MONETARY BASE",645018.6789789,"Փողի բազա"
"2013-04-30",2013,4,"MONETARY BASE",679617.6685122,"Փողի բազա"
"2013-05-31",2013,5,"MONETARY BASE",714781.2886644001,"Փողի բազա"
"2013-06-30",2013,6,"MONETARY BASE",659173.7128686002,"Փողի բազա"
"2013-07-31",2013,7,"MONETARY BASE",724935.2542729,"Փողի բազա"
"2013-08-31",2013,8,"MONETARY BASE",733149.0448806998,"Փողի բազա"
"2013-09-30",2013,9,"MONETARY BASE",722586.7638115,"Փողի բազա"
"2013-10-31",2013,10,"MONETARY BASE",719125.7705841,"Փողի բազա"
"2013-11-30",2013,11,"MONETARY BASE",746394.4758206999,"Փողի բազա"
"2013-12-31",2013,12,"MONETARY BASE",888056.6331148001,"Փողի բազա"
"2014-01-31",2014,1,"MONETARY BASE",783046.3813355,"Փողի բազա"
"2014-02-28",2014,2,"MONETARY BASE",758228.0032866999,"Փողի բազա"
"2014-03-31",2014,3,"MONETARY BASE",779409.4086302,"Փողի բազա"
"2014-04-30",2014,4,"MONETARY BASE",755530.5739367001,"Փողի բազա"
"2014-05-31",2014,5,"MONETARY BASE",752982.6924585,"Փողի բազա"
"2014-06-30",2014,6,"MONETARY BASE",713261.6059603001,"Փողի բազա"
"2014-07-31",2014,7,"MONETARY BASE",787420.8578821,"Փողի բազա"
"2014-08-31",2014,8,"MONETARY BASE",731286.8405806001,"Փողի բազա"
"2014-09-30",2014,9,"MONETARY BASE",718842.7651207999,"Փողի բազա"
"2014-10-31",2014,10,"MONETARY BASE",734622.3453939001,"Փողի բազա"
"2014-11-30",2014,11,"MONETARY BASE",728278.3315216999,"Փողի բազա"
"2014-12-31",2014,12,"MONETARY BASE",886765.2653726999,"Փողի բազա"
"2015-01-31",2015,1,"MONETARY BASE",833397.5518448,"Փողի բազա"
"2015-02-28",2015,2,"MONETARY BASE",807072.8786599,"Փողի բազա"
"2015-03-31",2015,3,"MONETARY BASE",791992.8169817,"Փողի բազա"
"2015-04-30",2015,4,"MONETARY BASE",809093.6181383,"Փողի բազա"
"2015-05-31",2015,5,"MONETARY BASE",862170.4163874,"Փողի բազա"
"2015-06-30",2015,6,"MONETARY BASE",818040.1102878,"Փողի բազա"
"2015-07-31",2015,7,"MONETARY BASE",883319.3434666999,"Փողի բազա"
"2015-08-31",2015,8,"MONETARY BASE",876634.3142128999,"Փողի բազա"
"2015-09-30",2015,9,"MONETARY BASE",877603.0264549999,"Փողի բազա"
"2015-10-31",2015,10,"MONETARY BASE",834200.5881446998,"Փողի բազա"
"2015-11-30",2015,11,"MONETARY BASE",844104.0513329998,"Փողի բազա"
"2015-12-31",2015,12,"MONETARY BASE",921324.8413021001,"Փողի բազա"
"2016-01-31",2016,1,"MONETARY BASE",877301.7489871999,"Փողի բազա"
"2016-02-29",2016,2,"MONETARY BASE",856745.1774431998,"Փողի բազա"
"2016-03-31",2016,3,"MONETARY BASE",849801.6669325001,"Փողի բազա"
"2016-04-30",2016,4,"MONETARY BASE",851725.5261402999,"Փողի բազա"
"2016-05-31",2016,5,"MONETARY BASE",751400.8171229999,"Փողի բազա"
"2016-06-30",2016,6,"MONETARY BASE",777043.8611336,"Փողի բազա"
"2016-07-31",2016,7,"MONETARY BASE",836930.6792707001,"Փողի բազա"
"2016-08-31",2016,8,"MONETARY BASE",852285.2025014001,"Փողի բազա"
"2016-09-30",2016,9,"MONETARY BASE",897949.1737705999,"Փողի բազա"
"2016-10-31",2016,10,"MONETARY BASE",890578.4194903,"Փողի բազա"
"2016-11-30",2016,11,"MONETARY BASE",848912.2899917999,"Փողի բազա"
"2016-12-31",2016,12,"MONETARY BASE",1042299.4636883,"Փողի բազա"
"2017-01-31",2017,1,"MONETARY BASE",916389.4171334001,"Փողի բազա"
"2017-02-28",2017,2,"MONETARY BASE",924869.6692645999,"Փողի բազա"
"2017-03-31",2017,3,"MONETARY BASE",970457.0310006,"Փողի բազա"
"2017-04-30",2017,4,"MONETARY BASE",886534.5636986,"Փողի բազա"
"2017-05-31",2017,5,"MONETARY BASE",912850.7799979999,"Փողի բազա"
"2017-06-30",2017,6,"MONETARY BASE",956528.4480076997,"Փողի բազա"
"2017-07-31",2017,7,"MONETARY BASE",956260.3751653999,"Փողի բազա"
"2017-08-31",2017,8,"MONETARY BASE",988973.6244413999,"Փողի բազա"
"2017-09-30",2017,9,"MONETARY BASE",979091.7436415999,"Փողի բազա"
"2017-10-31",2017,10,"MONETARY BASE",1012568.1522449,"Փողի բազա"
"2017-11-30",2017,11,"MONETARY BASE",1031292.8632825001,"Փողի բազա"
"2017-12-31",2017,12,"MONETARY BASE",1032004.8584698999,"Փողի բազա"
"2018-01-31",2018,1,"MONETARY BASE",979652.0612857998,"Փողի բազա"
"2018-02-28",2018,2,"MONETARY BASE",976939.206826,"Փողի բազա"
"2018-03-31",2018,3,"MONETARY BASE",986596.4987237,"Փողի բազա"
"2018-04-30",2018,4,"MONETARY BASE",886913.2962636999,"Փողի բազա"
"2018-05-31",2018,5,"MONETARY BASE",919084.4271264,"Փողի բազա"
"2018-06-30",2018,6,"MONETARY BASE",975848.5107144,"Փողի բազա"
"2018-07-31",2018,7,"MONETARY BASE",1003746.0649887,"Փողի բազա"
"2018-08-31",2018,8,"MONETARY BASE",999678.4092841999,"Փողի բազա"
"2018-09-30",2018,9,"MONETARY BASE",1111033.3243789,"Փողի բազա"
"2018-10-31",2018,10,"MONETARY BASE",1058739.4550297,"Փողի բազա"
"2018-11-30",2018,11,"MONETARY BASE",1087804.1847825,"Փողի բազա"
"2018-12-31",2018,12,"MONETARY BASE",1215585.4643774,"Փողի բազա"
"2019-01-31",2019,1,"MONETARY BASE",1068345.7707331,"Փողի բազա"
"2019-02-28",2019,2,"MONETARY BASE",1117142.8904728,"Փողի բազա"
"2019-03-31",2019,3,"MONETARY BASE",1195607.5600354997,"Փողի բազա"
"2019-04-30",2019,4,"MONETARY BASE",1199426.6454283,"Փողի բազա"
"2019-05-31",2019,5,"MONETARY BASE",1123011.9112586002,"Փողի բազա"
"2019-06-30",2019,6,"MONETARY BASE",1128915.8680504,"Փողի բազա"
"2019-07-31",2019,7,"MONETARY BASE",1085048.7738505001,"Փողի բազա"
"2019-08-31",2019,8,"MONETARY BASE",1123302.3359353,"Փողի բազա"
"2019-09-30",2019,9,"MONETARY BASE",1130763.2942328,"Փողի բազա"
"2019-10-31",2019,10,"MONETARY BASE",1123296.3873205998,"Փողի բազա"
"2019-11-30",2019,11,"MONETARY BASE",1071794.5664624,"Փողի բազա"
"2019-12-31",2019,12,"MONETARY BASE",1322229.5705706,"Փողի բազա"
"2020-01-31",2020,1,"MONETARY BASE",1208164.2022074999,"Փողի բազա"
"2020-02-29",2020,2,"MONETARY BASE",1168973.5724233,"Փողի բազա"
"2020-03-31",2020,3,"MONETARY BASE",1243784.7151916004,"Փողի բազա"
"2020-04-30",2020,4,"MONETARY BASE",1222094.7882535,"Փողի բազա"
"2020-05-31",2020,5,"MONETARY BASE",1244185.6932154,"Փողի բազա"
"2020-06-30",2020,6,"MONETARY BASE",1265881.5006179002,"Փողի բազա"
"2020-07-31",2020,7,"MONETARY BASE",1217809.0717549003,"Փողի բազա"
"2020-08-31",2020,8,"MONETARY BASE",1263098.0992935002,"Փողի բազա"
"2020-09-30",2020,9,"MONETARY BASE",1272836.4920548,"Փողի բազա"
"2020-10-31",2020,10,"MONETARY BASE",1269445.323572,"Փողի բազա"
"2020-11-30",2020,11,"MONETARY BASE",1344046.775883,"Փողի բազա"
"2020-12-31",2020,12,"MONETARY BASE",1563668.8091160997,"Փողի բազա"
"2021-01-31",2021,1,"MONETARY BASE",1383506.838858,"Փողի բազա"
"2021-02-28",2021,2,"MONETARY BASE",1437549.2580251999,"Փողի բազա"
"2021-03-31",2021,3,"MONETARY BASE",1497529.4647825998,"Փողի բազա"
"2021-04-30",2021,4,"MONETARY BASE",1425873.2797983002,"Փողի բազա"
"2021-05-31",2021,5,"MONETARY BASE",1658395.7764651,"Փողի բազա"
"2021-06-30",2021,6,"MONETARY BASE",1671992.6404164,"Փողի բազա"
"2021-07-31",2021,7,"MONETARY BASE",1723307.5065843,"Փողի բազա"
"2021-08-31",2021,8,"MONETARY BASE",1663927.9151072,"Փողի բազա"
"2021-09-30",2021,9,"MONETARY BASE",1711836.7998217999,"Փողի բազա"
"2021-10-31",2021,10,"MONETARY BASE",1695310.3144089002,"Փողի բազա"
"2021-11-30",2021,11,"MONETARY BASE",1619626.4694711,"Փողի բազա"
"2021-12-31",2021,12,"MONETARY BASE",1830704.8880428,"Փողի բազա"
"2022-01-31",2022,1,"MONETARY BASE",1641948.2240746,"Փողի բազա"
"2022-02-28",2022,2,"MONETARY BASE",1579396.0311321001,"Փողի բազա"
"2022-03-31",2022,3,"MONETARY BASE",1607433.353109,"Փողի բազա"
"2022-04-30",2022,4,"MONETARY BASE",1618401.8566030997,"Փողի բազա"
"2022-05-31",2022,5,"MONETARY BASE",1591449.3303394,"Փողի բազա"
"2022-06-30",2022,6,"MONETARY BASE",1692357.3768312,"Փողի բազա"
"2022-07-31",2022,7,"MONETARY BASE",1666241.3772174,"Փողի բազա"
"2022-08-31",2022,8,"MONETARY BASE",1633279.663237,"Փողի բազա"
"2022-09-30",2022,9,"MONETARY BASE",1778554.6406051002,"Փողի բազա"
"2022-10-31",2022,10,"MONETARY BASE",1723378.3971018,"Փողի բազա"
"2022-11-30",2022,11,"MONETARY BASE",1610991.8187633003,"Փողի բազա"
"2022-12-31",2022,12,"MONETARY BASE",1922050.9282550002,"Փողի բազա"
"2023-01-31",2023,1,"MONETARY BASE",1719566.0192279,"Փողի բազա"
"2023-02-28",2023,2,"MONETARY BASE",1633635.8735214,"Փողի բազա"
"2023-03-31",2023,3,"MONETARY BASE",1745287.8348401,"Փողի բազա"
"2023-04-30",2023,4,"MONETARY BASE",1612133.161242,"Փողի բազա"
"2023-05-31",2023,5,"MONETARY BASE",1587770.4513915996,"Փողի բազա"
"2023-06-30",2023,6,"MONETARY BASE",1717689.4008881,"Փողի բազա"
"2023-07-31",2023,7,"MONETARY BASE",1601341.9729621,"Փողի բազա"
"2023-08-31",2023,8,"MONETARY BASE",1575915.7777749,"Փողի բազա"
"2023-09-30",2023,9,"MONETARY BASE",1738429.2947766,"Փողի բազա"
"2023-10-31",2023,10,"MONETARY BASE",1654510.8192992,"Փողի բազա"
"2023-11-30",2023,11,"MONETARY BASE",1635984.4487469997,"Փողի բազա"
"2023-12-31",2023,12,"MONETARY BASE",1845623.3761258002,"Փողի բազա"
"2024-01-31",2024,1,"MONETARY BASE",1679946.2922737,"Փողի բազա"
"2024-02-29",2024,2,"MONETARY BASE",1649790.651038,"Փողի բազա"
"2024-03-31",2024,3,"MONETARY BASE",1737133.6837879,"Փողի բազա"
"2024-04-30",2024,4,"MONETARY BASE",1686351.3679437,"Փողի բազա"
"2024-05-31",2024,5,"MONETARY BASE",1640899.9432695003,"Փողի բազա"
"2024-06-30",2024,6,"MONETARY BASE",1846946.0751256999,"Փողի բազա"
"2024-07-31",2024,7,"MONETARY BASE",1691942.5007155002,"Փողի բազա"
"2024-08-31",2024,8,"MONETARY BASE",1784702.8023446,"Փողի բազա"
"2024-09-30",2024,9,"MONETARY BASE",1913867.5623837998,"Փողի բազա"
"2024-10-31",2024,10,"MONETARY BASE",1746392.0131435995,"Փողի բազա"
"2024-11-30",2024,11,"MONETARY BASE",1677913.4258832,"Փողի բազա"
"2024-12-31",2024,12,"MONETARY BASE",2099904.5932891,"Փողի բազա"
"2025-01-31",2025,1,"MONETARY BASE",1725685.8203578,"Փողի բազա"
"2025-02-28",2025,2,"MONETARY BASE",1770197.8560655,"Փողի բազա"
"2003-01-31",2003,1,"Currency outside the CBA",77756,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-02-28",2003,2,"Currency outside the CBA",78573,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-03-31",2003,3,"Currency outside the CBA",77965,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-04-30",2003,4,"Currency outside the CBA",76782,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-05-31",2003,5,"Currency outside the CBA",80450,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-06-30",2003,6,"Currency outside the CBA",79967,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-07-31",2003,7,"Currency outside the CBA",86329,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-08-31",2003,8,"Currency outside the CBA",88901.4,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-09-30",2003,9,"Currency outside the CBA",85537,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-10-31",2003,10,"Currency outside the CBA",85528.4,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-11-30",2003,11,"Currency outside the CBA",84838,"ԿԲ-ից դուրս կանխիկ դրամ"
"2003-12-31",2003,12,"Currency outside the CBA",96838.4,"ԿԲ-ից դուրս կանխիկ դրամ"
"2004-01-31",2004,1,"Currency outside the CBA",83686,"ԿԲ-ից դուրս կանխիկ դրամ"
"2004-02-29",2004,2,"Currency outside the CBA",84225,"ԿԲ-ից դուրս կանխիկ դրամ"
"2004-03-31",2004,3,"Currency outside the CBA",84317,"ԿԲ-ից դուրս կանխիկ դրամ"
