country,year,month,export,import_origin,import_consignment,date
Mexico,2019,2,0,716.19832,42.04903,2019-02-01
Mexico,2019,3,0,841.77738,0,2019-03-01
Mexico,2019,4,0,898.80077000000006,3.50006,2019-04-01
Mexico,2019,5,399.68543,1320.32792,62.74,2019-05-01
Mexico,2019,6,0,1066.54973,0.041,2019-06-01
Mexico,2019,7,7.725,1490.28849,89.45,2019-07-01
Mexico,2019,8,0,2574.56735,0,2019-08-01
Mexico,2019,9,0,2744.25149,102.18824,2019-09-01
Mexico,2019,10,0,3364.29032,0.608,2019-10-01
Mexico,2019,11,0,3161.24919,62.63295,2019-11-01
Mexico,2019,12,6.12028,2920.14341,1.911,2019-12-01
Mexico,2018,1,16.28718,564.49032,11.3477,2018-01-01
Mexico,2018,2,0.72,727.90591,59.06478,2018-02-01
Mexico,2018,3,0,908.74083,113.48191,2018-03-01
Mexico,2018,4,6.075,813.63525,188.9117,2018-04-01
Mexico,2018,5,0,1021.21597,11.22592,2018-05-01
Mexico,2018,6,0,1146.58891,78.38803,2018-06-01
Mexico,2018,7,0,1156.14981,495.3451,2018-07-01
Mexico,2018,8,2.7,854.12889,22.31209,2018-08-01
Mexico,2018,9,0.395,699.18314,203.78631,2018-09-01
Mexico,2018,10,0,643.43928,23.08982,2018-10-01
Mexico,2018,11,0,711.83216,75.3622,2018-11-01
Mexico,2018,12,0,794.09174,28.566770000000002,2018-12-01
Mexico,2017,1,0,1365.77109,124.36414,2017-01-01
Mexico,2017,2,0,796.29466,0,2017-02-01
Mexico,2017,3,0.72,1024.92525,12.87802,2017-03-01
Mexico,2017,4,21.12647,339.84927,9.84743,2017-04-01
Mexico,2017,5,42.34969,706.69195,0,2017-05-01
Mexico,2017,6,27.93991,729.86729,87.76488,2017-06-01
Mexico,2017,7,28.32888,754.32244,0,2017-07-01
Mexico,2017,8,10.5947,774.39801,184.07062,2017-08-01
Mexico,2017,9,0,876.23716,2.35,2017-09-01
Mexico,2017,10,0,500.93434,65.89194,2017-10-01
Mexico,2017,11,0,1341.82931,17.25228,2017-11-01
Mexico,2017,12,0,1118.89054,86.20745,2017-12-01
Monako,2024,1,0.23236,2.85754,0,2024-01-01
Monako,2024,2,0.56653,0.15858,0,2024-02-01
Monako,2024,3,0,2.12561,0,2024-03-01
Monako,2023,1,0,0,0.09322,2023-01-01
Monako,2023,2,0,4.50755,0,2023-02-01
Monako,2023,3,0,0.28495,0,2023-03-01
Monako,2023,4,0,0,2.87505,2023-04-01
Monako,2023,5,0.16245,0,0,2023-05-01
Monako,2023,6,0.28473,0,34.01007,2023-06-01
Monako,2023,7,0.31178,0,0,2023-07-01
Monako,2023,8,0,5.75591,0,2023-08-01
Monako,2023,10,0,1.84095,0,2023-10-01
Monako,2023,12,0,0.08602,0,2023-12-01
Monako,2022,1,0.00952,0.10999,0,2022-01-01
Monako,2022,2,0,1.47847,28.80166,2022-02-01
Monako,2022,3,0.27595,0,0,2022-03-01
Monako,2022,5,0.23285,0.07295,0.04762,2022-05-01
Monako,2022,6,0,11.01048,0,2022-06-01
Monako,2022,7,0,0.17391,0,2022-07-01
Monako,2022,8,0.25567,0.16685,0,2022-08-01
Monako,2022,9,0,6.28881,0,2022-09-01
Monako,2022,10,0,0.05994,0,2022-10-01
Monako,2022,11,2.82781,0,46.95431,2022-11-01
Monako,2022,12,0.52883,0.47183,0,2022-12-01
Monako,2021,4,0.02362,0,0,2021-04-01
Monako,2021,6,0,0,37.44703,2021-06-01
Monako,2021,7,0,0.11552,0,2021-07-01
Monako,2021,8,0.17001,0,0,2021-08-01
Monako,2021,9,0.14729,0.06735,0,2021-09-01
Monako,2021,10,0,0,17.37027,2021-10-01
Monako,2021,12,0.01629,0,0,2021-12-01
Monako,2020,1,1.17658,0,0,2020-01-01
Monako,2020,2,0,0.04984,0,2020-02-01
Monako,2020,3,0,0.16624,0,2020-03-01
Monako,2020,4,0,2.48194,0,2020-04-01
Monako,2020,6,0,0,22.52312,2020-06-01
Monako,2020,10,0,0,16.75062,2020-10-01
Monako,2020,11,0,0.00606,0,2020-11-01
Monako,2019,1,0,3.55984,3.26885,2019-01-01
Monako,2019,2,1.02481,0,12.54639,2019-02-01
Monako,2019,3,0,0,4.63397,2019-03-01
Monako,2019,4,0,0.09253,28.80032,2019-04-01
Monako,2019,5,0,0.01246,4.62866,2019-05-01
Monako,2019,6,0,0,341.67518,2019-06-01
Monako,2019,7,0,0,2.23209,2019-07-01
Monako,2019,8,0,0.42131,7.3741,2019-08-01
Monako,2019,9,0,0.04171,0,2019-09-01
Monako,2019,10,0,0.0756,13.16176,2019-10-01
Monako,2019,11,0,0.82754,17.9344,2019-11-01
Monako,2019,12,0,0.09111,10.9496,2019-12-01
Monako,2018,2,0,0.58726,0,2018-02-01
Monako,2018,3,0,0,18.36086,2018-03-01
Monako,2018,5,0,0.09508,0,2018-05-01
Monako,2018,6,0,1.31949,0,2018-06-01
Monako,2018,7,0,0,14.73317,2018-07-01
Monako,2018,9,0,0.04429,0,2018-09-01
Monako,2018,10,0,0.2033,0,2018-10-01
Monako,2018,12,0,0.01464,21.24369,2018-12-01
Monako,2017,2,0,0.1312,0,2017-02-01
Monako,2017,3,0,0.67976,3.82526,2017-03-01
Monako,2017,4,0,0.00452,7.35861,2017-04-01
Monako,2017,5,0,0.86744,0,2017-05-01
Monako,2017,6,0,0.33881,0,2017-06-01
Monako,2017,7,0,0.44474,0,2017-07-01
Monako,2017,9,0,0.11595,0,2017-09-01
Monako,2017,10,0,0.19877,0,2017-10-01
Monako,2017,11,0,0.03586,0,2017-11-01
Monako,2017,12,0,4.05907,20.83626,2017-12-01
Mongolia,2024,2,14.37,0.95923,0,2024-02-01
Mongolia,2023,3,60.08028,0,0,2023-03-01
Mongolia,2023,4,58.212,0.64545,3.24467,2023-04-01
Mongolia,2023,5,0,0,425.21357,2023-05-01
Mongolia,2023,6,34.98245,2.18837,4.2296,2023-06-01
Mongolia,2023,8,20.7505,4.26968,0,2023-08-01
Mongolia,2023,10,223.323,0,0,2023-10-01
Mongolia,2023,12,118.5288,1.01631,0,2023-12-01
Mongolia,2022,1,56.834,0,0,2022-01-01
Mongolia,2022,3,31.9448,0,0,2022-03-01
Mongolia,2022,4,174.53661,0,0,2022-04-01
Mongolia,2022,5,206.21507,0,0,2022-05-01
Mongolia,2022,6,32.29422,0,0,2022-06-01
Mongolia,2022,7,97.6578,0,2.389,2022-07-01
Mongolia,2022,8,150.785,0,0,2022-08-01
Mongolia,2022,9,94.34372,9.44056,12.2204,2022-09-01
Mongolia,2022,10,0,0,3.91862,2022-10-01
Mongolia,2022,11,72.999,0,0,2022-11-01
Mongolia,2021,1,13.08,0,0,2021-01-01
Mongolia,2021,2,17.86714,0,0,2021-02-01
Mongolia,2021,3,119.1022,0,0,2021-03-01
Mongolia,2021,4,62.114,0,0,2021-04-01
Mongolia,2021,5,56.42,0.1611,0,2021-05-01
Mongolia,2021,6,13.08,0,0,2021-06-01
Mongolia,2021,7,20.43395,0,0,2021-07-01
Mongolia,2021,8,8.89521,0,0,2021-08-01
Mongolia,2021,9,39.4956,0,0,2021-09-01
Mongolia,2021,10,15.85622,0,0,2021-10-01
Mongolia,2020,1,0.011,0,0,2020-01-01
Mongolia,2020,2,0,0.00631,0,2020-02-01
Mongolia,2020,3,0,0.00399,0,2020-03-01
Mongolia,2020,4,9.411,0,0,2020-04-01
Mongolia,2020,5,36.8084,0,0,2020-05-01
Mongolia,2020,7,12.504,0,0,2020-07-01
Mongolia,2020,8,118.3084,0,0,2020-08-01
Mongolia,2020,9,36.65808,0,0,2020-09-01
Mongolia,2020,11,0,0.19464,0,2020-11-01
Mongolia,2020,12,4.7748100000000004,0,0,2020-12-01
Mongolia,2019,2,1.44639,34.04895,0,2019-02-01
Mongolia,2019,3,0,17.37833,5.49195,2019-03-01
Mongolia,2019,4,30,0,0,2019-04-01
Mongolia,2019,7,33.98642,0,0,2019-07-01
Mongolia,2019,8,39.9304,0.025,0.025,2019-08-01
Mongolia,2019,9,0.04,0,0,2019-09-01
Mongolia,2019,10,36.1008,0,0,2019-10-01
Mongolia,2019,11,857.92109,0,0,2019-11-01
Mongolia,2019,12,1.35732,0,0,2019-12-01
Mongolia,2018,1,9.3314800000000009,0,0,2018-01-01
Mongolia,2018,2,17.63065,0,0,2018-02-01
Mongolia,2018,3,40.29699,0,0,2018-03-01
Mongolia,2018,4,0.01,0,0,2018-04-01
Mongolia,2018,5,0.015,0,0,2018-05-01
Mongolia,2018,6,2.9,0,1162.602,2018-06-01
Mongolia,2018,7,10.30956,0,398.34,2018-07-01
Mongolia,2018,8,65.3088,0,1275.125,2018-08-01
Mongolia,2018,12,0.2,0,0,2018-12-01
Mongolia,2017,2,5.87,0,0,2017-02-01
Mongolia,2017,3,9.9,0,0,2017-03-01
Mongolia,2017,5,22.065,0,0,2017-05-01
Mongolia,2017,7,0.0385,0,0,2017-07-01
Mongolia,2017,8,0.1,0,0,2017-08-01
Mongolia,2017,10,5.27,0,0,2017-10-01
Mongolia,2017,11,9.81,0,0,2017-11-01
Mongolia,2017,12,18.435,0,0,2017-12-01
"Moldova, Republic of",2024,1,19.435,374.90246,1518.25031,2024-01-01
"Moldova, Republic of",2024,2,321.01826,386.10741,559.57536,2024-02-01
"Moldova, Republic of",2024,3,365.62766,449.93761,470.10941,2024-03-01
"Moldova, Republic of",2023,1,131.19747,53.20456,128.84526,2023-01-01
"Moldova, Republic of",2023,2,119.67644,125.6935,164.31374,2023-02-01
"Moldova, Republic of",2023,3,112.90695,276.94095,398.97422,2023-03-01
"Moldova, Republic of",2023,4,261.43242,224.47403,857.88933,2023-04-01
"Moldova, Republic of",2023,5,706.98096,213.14411,228.02538,2023-05-01
"Moldova, Republic of",2023,6,384.68117,111.85182,164.82283,2023-06-01
"Moldova, Republic of",2023,7,99.11334,631.12559,834.88121,2023-07-01
"Moldova, Republic of",2023,8,274.96628,104.82897,186.9969,2023-08-01
"Moldova, Republic of",2023,9,183.8162,168.73811,330.09204,2023-09-01
"Moldova, Republic of",2023,10,178.54613,363.41427,456.07534,2023-10-01
"Moldova, Republic of",2023,11,353.11843,322.59577,349.61729,2023-11-01
"Moldova, Republic of",2023,12,204.58105,537.43799,1092.27545,2023-12-01
"Moldova, Republic of",2022,1,213.27909,76.70632,63.74953,2022-01-01
"Moldova, Republic of",2022,2,196.73671,17.0972,8.07456,2022-02-01
"Moldova, Republic of",2022,3,94.76087,90.35939,86.58413,2022-03-01
"Moldova, Republic of",2022,4,186.06735,193.78668,187.93368,2022-04-01
"Moldova, Republic of",2022,5,253.54131,625.85486,603.58547,2022-05-01
"Moldova, Republic of",2022,6,407.76204,340.69992,420.62981,2022-06-01
"Moldova, Republic of",2022,7,422.17533,737.4481,738.09226,2022-07-01
"Moldova, Republic of",2022,8,804.01895,354.61908,476.41863,2022-08-01
"Moldova, Republic of",2022,9,1156.09837,278.45642,972.27488,2022-09-01
"Moldova, Republic of",2022,10,19.17901,147.02903,145.96190000000001,2022-10-01
"Moldova, Republic of",2022,11,429.13282,195.97183,195.33147,2022-11-01
"Moldova, Republic of",2022,12,151.75886,400.01578,418.67812,2022-12-01
"Moldova, Republic of",2021,1,115.38368,1.96328,0,2021-01-01
"Moldova, Republic of",2021,2,244.43583,72.79543,74.75113,2021-02-01
"Moldova, Republic of",2021,3,419.95046,89.3218,51.09324,2021-03-01
"Moldova, Republic of",2021,4,155.60673,41.09871,50.46427,2021-04-01
"Moldova, Republic of",2021,5,192.11017,141.17088,241.20076,2021-05-01
"Moldova, Republic of",2021,6,266.41058,11.9369,7.99839,2021-06-01
"Moldova, Republic of",2021,7,178.14036,97.87265,76.45774,2021-07-01
"Moldova, Republic of",2021,8,182.5701,118.9955,89.99266,2021-08-01
"Moldova, Republic of",2021,9,426.94083,174.21871,156.62567,2021-09-01
"Moldova, Republic of",2021,10,256.71358,56.82791,45.27585,2021-10-01
"Moldova, Republic of",2021,11,322.74581,264.33134,246.99811,2021-11-01
"Moldova, Republic of",2021,12,487.20292,124.25249,104.77757,2021-12-01
"Moldova, Republic of",2020,1,0,43.53912,31.5354,2020-01-01
"Moldova, Republic of",2020,2,152.01341,101.0321,84.65642,2020-02-01
"Moldova, Republic of",2020,3,34.7384,166.38132,208.84155,2020-03-01
"Moldova, Republic of",2020,4,255.64796,13.81072,6.14,2020-04-01
"Moldova, Republic of",2020,5,0,21.54149,41.71946,2020-05-01
"Moldova, Republic of",2020,6,32.62945,130.85414,165.44207,2020-06-01
"Moldova, Republic of",2020,7,121.38571,123.41161,119.42972,2020-07-01
"Moldova, Republic of",2020,8,14.89366,281.43604,313.10496,2020-08-01
"Moldova, Republic of",2020,9,90.43826,213.15476,179.41749,2020-09-01
"Moldova, Republic of",2020,10,93.068,176.13147,166.069,2020-10-01
"Moldova, Republic of",2020,11,35.12054,100.91857,96.24563,2020-11-01
"Moldova, Republic of",2020,12,173.74765,197.43225,198.85997,2020-12-01
"Moldova, Republic of",2019,1,18.29121,111.16269,138.15472,2019-01-01
"Moldova, Republic of",2019,2,151.40803,139.34403,108.67585,2019-02-01
"Moldova, Republic of",2019,3,212.48656,66.80844,74.73684,2019-03-01
"Moldova, Republic of",2019,4,212.69472,128.9396,119.19576,2019-04-01
"Moldova, Republic of",2019,5,46.45644,141.21195,131.44312,2019-05-01
"Moldova, Republic of",2019,6,409.30787,35.50464,45.08175,2019-06-01
"Moldova, Republic of",2019,7,58.66928,114.04339,958.19488,2019-07-01
"Moldova, Republic of",2019,8,337.40593,296.86908,294.51458,2019-08-01
"Moldova, Republic of",2019,9,251.53586,606.33045,562.40164,2019-09-01
"Moldova, Republic of",2019,10,114.98523,1203.02286,1170.23258,2019-10-01
"Moldova, Republic of",2019,11,382.40941,588.18084,611.42469,2019-11-01
"Moldova, Republic of",2019,12,147.90969,100.46797,98.23292,2019-12-01
"Moldova, Republic of",2018,1,0,13.96937,0,2018-01-01
"Moldova, Republic of",2018,2,193.12242,204.1914,177.06686,2018-02-01
"Moldova, Republic of",2018,3,147.15055,161.19392,194.67593,2018-03-01
"Moldova, Republic of",2018,4,5.847,208.10114,287.68954,2018-04-01
"Moldova, Republic of",2018,5,95.98641,190.25146,159.92032,2018-05-01
"Moldova, Republic of",2018,6,233.73768,36.30613,22.41374,2018-06-01
"Moldova, Republic of",2018,7,16.41019,335.28606,343.09998,2018-07-01
"Moldova, Republic of",2018,8,59.84423,111.10361,101.37681,2018-08-01
"Moldova, Republic of",2018,9,137.11714,266.7113,248.81019,2018-09-01
"Moldova, Republic of",2018,10,85.14682,344.12675,286.05382,2018-10-01
"Moldova, Republic of",2018,11,132.15127,297.0382,294.86365,2018-11-01
"Moldova, Republic of",2018,12,303.87145,223.09497,389.28141,2018-12-01
"Moldova, Republic of",2017,1,0,11.07632,2.69766,2017-01-01
"Moldova, Republic of",2017,2,52.09899,24.30791,78.00729,2017-02-01
"Moldova, Republic of",2017,3,110.93624,72.54517,59.70372,2017-03-01
"Moldova, Republic of",2017,4,32.45979,58.36896,53.57275,2017-04-01
"Moldova, Republic of",2017,5,10.86,78.17086,70.50278,2017-05-01
"Moldova, Republic of",2017,6,81.15727,139.725,204.73019,2017-06-01
"Moldova, Republic of",2017,7,0,58.47577,15.5857,2017-07-01
"Moldova, Republic of",2017,8,19.17765,173.88408,147.43182,2017-08-01
"Moldova, Republic of",2017,9,87.83562,108.88775,171.91371,2017-09-01
"Moldova, Republic of",2017,10,4.12044,84.32861,65.3727,2017-10-01
"Moldova, Republic of",2017,11,127.72883,258.07581,231.98633,2017-11-01
"Moldova, Republic of",2017,12,108.19149,206.81405,274.33126,2017-12-01
Montenegro,2024,1,0.65364,32.39125,0,2024-01-01
Montenegro,2024,2,0,4.54044,0,2024-02-01
Montenegro,2024,3,0,98.36627,0,2024-03-01
Montenegro,2023,1,0,11.58071,0,2023-01-01
Montenegro,2023,2,0,9.78711,0,2023-02-01
Montenegro,2023,3,0,8.85624,0,2023-03-01
Montenegro,2023,5,0,3.41977,0,2023-05-01
Montenegro,2023,6,53.14372,30.05331,0,2023-06-01
Montenegro,2023,7,359.84097,0,0,2023-07-01
Montenegro,2023,8,0,16.73272,0,2023-08-01
Montenegro,2023,9,0,31.54898,0,2023-09-01
Montenegro,2023,10,0,2.38213,0,2023-10-01
Montenegro,2023,11,0,47.45855,0,2023-11-01
Montenegro,2023,12,3713.32411,54.83225,0,2023-12-01
Montenegro,2022,1,0,5.31335,0,2022-01-01
Montenegro,2022,2,0,7.51037,0,2022-02-01
Montenegro,2022,3,0,1.36482,0,2022-03-01
Montenegro,2022,4,0,5.8858,0,2022-04-01
Montenegro,2022,5,0,36.04447,0,2022-05-01
Montenegro,2022,6,0,6.3471,0,2022-06-01
Montenegro,2022,7,3.39658,16.96155,0,2022-07-01
Montenegro,2022,8,0,12.92199,0,2022-08-01
Montenegro,2022,10,0.14668,28.08541,0,2022-10-01
Montenegro,2022,11,0,35.06594,0,2022-11-01
Montenegro,2022,12,142.51692,10.76313,0,2022-12-01
Montenegro,2021,1,0,3.12174,0,2021-01-01
Montenegro,2021,2,0,10.53474,0,2021-02-01
Montenegro,2021,3,0,37.71532,0,2021-03-01
Montenegro,2021,4,0,5.3146,0,2021-04-01
Montenegro,2021,5,0,3.09277,0,2021-05-01
Montenegro,2021,6,0,15.31281,0,2021-06-01
Montenegro,2021,7,0,16.10763,0,2021-07-01
Montenegro,2021,8,0,4.92999,0,2021-08-01
Montenegro,2021,9,0,18.30841,0,2021-09-01
Montenegro,2021,10,0,27.93022,0,2021-10-01
Montenegro,2021,11,0,45.07884,0,2021-11-01
Montenegro,2021,12,0,33.94762,0,2021-12-01
Montenegro,2020,1,0,2.75554,0,2020-01-01
Montenegro,2020,2,0.012,7.04667,0,2020-02-01
Montenegro,2020,3,0,1.87596,0,2020-03-01
Montenegro,2020,4,0,0.35706,0,2020-04-01
Montenegro,2020,5,0,7.83715,0,2020-05-01
Montenegro,2020,6,0.0014,2.0038299999999998,0,2020-06-01
Montenegro,2020,7,4e-4,1.45708,0,2020-07-01
Montenegro,2020,8,7e-4,2.35571,0,2020-08-01
Montenegro,2020,10,0,8.44604,0,2020-10-01
Montenegro,2020,11,0,5.54164,0,2020-11-01
Montenegro,2020,12,0,6.09464,0,2020-12-01
Montenegro,2019,4,0,8.23921,0,2019-04-01
Montenegro,2019,5,0,2.44294,0,2019-05-01
Montenegro,2019,6,0,4.72136,0,2019-06-01
Montenegro,2019,8,0,1.24725,0,2019-08-01
Montenegro,2019,9,0,0.71145,15.39861,2019-09-01
Montenegro,2019,10,0,6.81064,0,2019-10-01
Montenegro,2019,11,0,2.07978,0,2019-11-01
Montenegro,2019,12,0,2.88314,0,2019-12-01
Montenegro,2018,2,0,3.81967,0,2018-02-01
Montenegro,2018,3,8.02426,6.05812,0,2018-03-01
Montenegro,2018,4,0,2.9208,0,2018-04-01
Montenegro,2018,5,0,5.05387,0,2018-05-01
Montenegro,2018,6,0,1.23762,0,2018-06-01
Montenegro,2018,7,0,1.10905,0,2018-07-01
Montenegro,2018,8,0,2.21374,0,2018-08-01
Montenegro,2018,9,0,4.53602,0,2018-09-01
Montenegro,2018,10,0,3.49983,0,2018-10-01
Montenegro,2018,12,0,6.69124,0,2018-12-01
Montenegro,2017,1,0,0.63773,3.59981,2017-01-01
Montenegro,2017,3,0,0.5918,0,2017-03-01
Montenegro,2017,4,0,10.78379,0,2017-04-01
Montenegro,2017,6,0,4.87449,0,2017-06-01
Montenegro,2017,7,0,9.10881,0,2017-07-01
Montenegro,2017,9,0,3.96989,0,2017-09-01
Montenegro,2017,10,0,2.1431,0,2017-10-01
Montenegro,2017,12,0,7.96651,0,2017-12-01
Montserrat,2021,7,0,0.00643,0,2021-07-01
Montserrat,2019,4,0,0.01622,0,2019-04-01
Montserrat,2017,5,0,0.16095,0,2017-05-01
Morocco,2024,1,0,355.61372,0,2024-01-01
Morocco,2024,2,41.2125,596.64148,0,2024-02-01
Morocco,2024,3,0,705.74004,0,2024-03-01
Morocco,2023,1,0,369.97973,0,2023-01-01
Morocco,2023,2,0,505.41111,0,2023-02-01
Morocco,2023,3,0,847.36388,0,2023-03-01
Morocco,2023,4,0,737.19352,0.575,2023-04-01
Morocco,2023,5,0,824.75363,0,2023-05-01
Morocco,2023,6,0,414.8131,0,2023-06-01
Morocco,2023,7,0,484.80729,1.83524,2023-07-01
Morocco,2023,8,0,674.82815,0,2023-08-01
Morocco,2023,9,0,429.93518,0,2023-09-01
Morocco,2023,10,0,533.50523,0,2023-10-01
Morocco,2023,11,0,651.97508,26.11361,2023-11-01
Morocco,2023,12,0,260.31351,6.15427,2023-12-01
Morocco,2022,1,0,319.8713,0,2022-01-01
Morocco,2022,2,0,307.12475,0,2022-02-01
Morocco,2022,3,14.7,432.90701,0,2022-03-01
Morocco,2022,4,0,422.33679,0,2022-04-01
Morocco,2022,5,16.75,428.77678,0,2022-05-01
Morocco,2022,6,0,366.26498,0,2022-06-01
Morocco,2022,7,0,505.74998,0,2022-07-01
Morocco,2022,8,0,650.58946,17.39374,2022-08-01
Morocco,2022,9,0,574.57055,0,2022-09-01
Morocco,2022,10,0,431.89448,16.96485,2022-10-01
Morocco,2022,11,0,518.09794,0,2022-11-01
Morocco,2022,12,0,383.10445,6.01111,2022-12-01
Morocco,2021,1,0,103.3737,0,2021-01-01
Morocco,2021,2,11.28,254.66466,0,2021-02-01
Morocco,2021,3,10.75,463.80087,45.00772,2021-03-01
Morocco,2021,4,3.8,379.28426,23.45934,2021-04-01
Morocco,2021,5,0,347.86286,0,2021-05-01
Morocco,2021,6,0,807.80907,510.6794,2021-06-01
Morocco,2021,7,0,1534.7434,1277.97461,2021-07-01
Morocco,2021,8,0,414.14568,15.06146,2021-08-01
Morocco,2021,9,0,462.18738,721.59524,2021-09-01
Morocco,2021,10,0,415.42214,0,2021-10-01
Morocco,2021,11,0,482.78971,101.56893,2021-11-01
Morocco,2021,12,7.45,279.81794,2.15082,2021-12-01
Morocco,2020,1,0,134.12821,0,2020-01-01
Morocco,2020,2,0,169.4268,3.49325,2020-02-01
Morocco,2020,3,0,232.4212,0,2020-03-01
Morocco,2020,4,0,14.41439,0,2020-04-01
Morocco,2020,5,0,41.66897,0,2020-05-01
Morocco,2020,6,0,78.04508,0,2020-06-01
Morocco,2020,7,0,144.0625,0,2020-07-01
Morocco,2020,8,0,156.35813,0,2020-08-01
Morocco,2020,9,0,320.37347,46.56829,2020-09-01
Morocco,2020,10,0,109.10551,0,2020-10-01
Morocco,2020,11,0,146.76854,46.48294,2020-11-01
Morocco,2020,12,0,158.14387,0,2020-12-01
Morocco,2019,1,0,273.20795,83.8228,2019-01-01
Morocco,2019,2,0,150.92519,0,2019-02-01
Morocco,2019,3,0,186.31366,0,2019-03-01
Morocco,2019,4,0,208.94342,0,2019-04-01
Morocco,2019,5,0,239.67703,64.04457,2019-05-01
Morocco,2019,6,0,176.9917,0,2019-06-01
Morocco,2019,7,18.5,172.69496,0,2019-07-01
Morocco,2019,8,0,411.47142,77.72117,2019-08-01
Morocco,2019,9,0,226.67852,42.02747,2019-09-01
Morocco,2019,10,2,253.88908,0,2019-10-01
Morocco,2019,11,0,471.72983,162.10469,2019-11-01
Morocco,2019,12,0,232.90103,83.27387,2019-12-01
Morocco,2018,1,9.4,166.61434,0,2018-01-01
Morocco,2018,2,0,170.48386,0,2018-02-01
Morocco,2018,3,0,276.36414,0,2018-03-01
Morocco,2018,4,0,283.37472,37.70992,2018-04-01
Morocco,2018,5,0,200.33875,0,2018-05-01
Morocco,2018,6,0,220.20227,82.47866,2018-06-01
Morocco,2018,7,0,240.63066,0,2018-07-01
Morocco,2018,8,0,363.45817,0,2018-08-01
Morocco,2018,9,0,197.89006,0,2018-09-01
Morocco,2018,10,0,242.48494,0,2018-10-01
Morocco,2018,11,0,225.2184,0,2018-11-01
Morocco,2018,12,0,141.95736,0,2018-12-01
Morocco,2017,1,0,103.55837,0,2017-01-01
Morocco,2017,2,0,165.97726,0,2017-02-01
Morocco,2017,3,0,193.119,0,2017-03-01
Morocco,2017,4,0,192.96999,0,2017-04-01
Morocco,2017,5,0,100.58582,0,2017-05-01
Morocco,2017,6,0,157.16809,41.77865,2017-06-01
Morocco,2017,7,0,167.12018,0,2017-07-01
Morocco,2017,8,0,286.56596,32.31505,2017-08-01
Morocco,2017,9,0,273.93992,32.00719,2017-09-01
Morocco,2017,10,0,197.83151,0,2017-10-01
Morocco,2017,11,0,302.5148,40.82398,2017-11-01
Morocco,2017,12,0,150.15797,22.57,2017-12-01
Mozambique,2024,2,0,35.04714,0,2024-02-01
Mozambique,2024,3,0,2.96055,0,2024-03-01
Mozambique,2023,2,0,0.86882,0,2023-02-01
Mozambique,2023,7,0,1.16464,0,2023-07-01
Mozambique,2023,9,0,1.51952,0,2023-09-01
Mozambique,2023,11,0,6.113,0,2023-11-01
Mozambique,2023,12,0,14.2307,0,2023-12-01
Mozambique,2022,5,0,0.2611,0,2022-05-01
Mozambique,2022,6,109.76,0,0,2022-06-01
Mozambique,2022,7,167.3,0,0,2022-07-01
Mozambique,2022,12,0,183.437,0,2022-12-01
Mozambique,2021,2,0,9.60812,0,2021-02-01
Mozambique,2021,9,0,0.39931,0,2021-09-01
Mozambique,2021,11,0,0.21581,0,2021-11-01
Mozambique,2021,12,0,8.48775,8.48775,2021-12-01
Mozambique,2020,6,0,0.94552,0,2020-06-01
Mozambique,2019,3,0,0.02156,0.02156,2019-03-01
Mozambique,2019,6,0,0.0133,0.0133,2019-06-01
Mozambique,2018,1,0,0.06,0,2018-01-01
Mozambique,2018,12,0,0.32512,0,2018-12-01
Mozambique,2017,11,1.407,0,0,2017-11-01
Oman,2024,1,0,0.22858,0,2024-01-01
Oman,2024,2,3.76845,51.3174,24.09,2024-02-01
Oman,2024,3,19.30896,78.35536,27.83,2024-03-01
Oman,2023,1,0,39.25539,39.17787,2023-01-01
Oman,2023,2,0,40.79786,0,2023-02-01
Oman,2023,3,0,57.30306,0,2023-03-01
Oman,2023,4,9.38505,1.66906,0,2023-04-01
Oman,2023,5,0,58.35107,0,2023-05-01
Oman,2023,6,0,0.05855,0,2023-06-01
Oman,2023,7,33.04835,44.6548,0,2023-07-01
Oman,2023,8,0,11.2031,0,2023-08-01
Oman,2023,9,30.3649,38.2274,0,2023-09-01
Oman,2023,10,0,23.73927,10.95536,2023-10-01
Oman,2023,11,7.623,31.89011,0,2023-11-01
Oman,2023,12,0,49.22309,0,2023-12-01
Oman,2022,1,0,17.00266,0,2022-01-01
Oman,2022,2,0.2,1.56155,0,2022-02-01
Oman,2022,3,0,50.10317,0,2022-03-01
Oman,2022,5,0,1.656,0,2022-05-01
Oman,2022,6,2.1,40.07401,49.23367,2022-06-01
Oman,2022,7,8.4,46.81049,39.62774,2022-07-01
Oman,2022,9,12.07622,55.12703,55.12703,2022-09-01
Oman,2022,10,0,0.22,0,2022-10-01
Oman,2022,11,0,21.64618,0,2022-11-01
Oman,2022,12,4.984,10.52021,0,2022-12-01
Oman,2021,3,0,3.68993,0,2021-03-01
Oman,2021,5,6.3206,11.97906,0,2021-05-01
Oman,2021,6,2.456,16.47798,0.068,2021-06-01
Oman,2021,7,0,19.45531,0,2021-07-01
Oman,2021,8,0,32.4355,29.64109,2021-08-01
Oman,2021,10,157.5,18.81308,0,2021-10-01
Oman,2021,11,0,0.42163,0,2021-11-01
Oman,2021,12,0.05,78.94956,0,2021-12-01
Oman,2020,1,0,0.02655,0.1,2020-01-01
Oman,2020,2,0,99.62083,99.58079,2020-02-01
Oman,2020,3,0,45.08231,0.01,2020-03-01
Oman,2020,5,0,35.12837,35.12837,2020-05-01
Oman,2020,7,0,36.77976,36.77976,2020-07-01
Oman,2020,8,0,19.11892,19.04692,2020-08-01
