date,direction,type,model_name,K_USD,period,ribbon_low,interval,ribbon_high
2017-03-31,Inflow,total,Actual Data,1572624.3600000003,YoY,NA,0.5,NA
2017-04-30,Inflow,total,Actual Data,1577437.6,YoY,NA,0.5,NA
2017-05-31,Inflow,total,Actual Data,1622848.33,YoY,NA,0.5,NA
2017-06-30,Inflow,total,Actual Data,1635159.79,YoY,NA,0.5,NA
2017-07-31,Inflow,total,Actual Data,1664687.3900000001,YoY,NA,0.5,NA
2017-08-31,Inflow,total,Actual Data,1692902.5300000003,YoY,NA,0.5,NA
2017-09-30,Inflow,total,Actual Data,1706416.1,YoY,NA,0.5,NA
2017-10-31,Inflow,total,Actual Data,1732925.0500000003,YoY,NA,0.5,NA
2017-11-30,Inflow,total,Actual Data,1773100.86,YoY,NA,0.5,NA
2017-12-31,Inflow,total,Actual Data,1756485.3900000001,YoY,NA,0.5,NA
2018-01-31,Inflow,total,Actual Data,1766829.18,YoY,NA,0.5,NA
2018-02-28,Inflow,total,Actual Data,1792211.14,YoY,NA,0.5,NA
2018-03-31,Inflow,total,Actual Data,1801826.1099999999,YoY,NA,0.5,NA
2018-04-30,Inflow,total,Actual Data,1817939.24,YoY,NA,0.5,NA
2018-05-31,Inflow,total,Actual Data,1802686.97,YoY,NA,0.5,NA
2018-06-30,Inflow,total,Actual Data,1819298.78,YoY,NA,0.5,NA
2018-07-31,Inflow,total,Actual Data,1823591.22,YoY,NA,0.5,NA
2018-08-31,Inflow,total,Actual Data,1809542.3900000001,YoY,NA,0.5,NA
2018-09-30,Inflow,total,Actual Data,1800872.7400000002,YoY,NA,0.5,NA
2018-10-31,Inflow,total,Actual Data,1814346.7900000005,YoY,NA,0.5,NA
2018-11-30,Inflow,total,Actual Data,1806169.1500000004,YoY,NA,0.5,NA
2018-12-31,Inflow,total,Actual Data,1784876.07,YoY,NA,0.5,NA
2019-01-31,Inflow,total,Actual Data,1809298.44,YoY,NA,0.5,NA
2019-02-28,Inflow,total,Actual Data,1823006.48,YoY,NA,0.5,NA
2019-03-31,Inflow,total,Actual Data,1818041.22,YoY,NA,0.5,NA
2019-04-30,Inflow,total,Actual Data,1836962.9799999997,YoY,NA,0.5,NA
2019-05-31,Inflow,total,Actual Data,1866141.0499999998,YoY,NA,0.5,NA
2019-06-30,Inflow,total,Actual Data,1863888.7199999997,YoY,NA,0.5,NA
2019-07-31,Inflow,total,Actual Data,1873143.8299999996,YoY,NA,0.5,NA
2019-08-31,Inflow,total,Actual Data,1893465.6099999999,YoY,NA,0.5,NA
2019-09-30,Inflow,total,Actual Data,1907410.3299999996,YoY,NA,0.5,NA
2019-10-31,Inflow,total,Actual Data,1912351.27,YoY,NA,0.5,NA
2019-11-30,Inflow,total,Actual Data,1916013.04,YoY,NA,0.5,NA
2019-12-31,Inflow,total,Actual Data,1958572.72,YoY,NA,0.5,NA
2020-01-31,Inflow,total,Actual Data,1952086.4400000002,YoY,NA,0.5,NA
2020-02-29,Inflow,total,Actual Data,1934966.28,YoY,NA,0.5,NA
2020-03-31,Inflow,total,Actual Data,1920670.1600000001,YoY,NA,0.5,NA
2020-04-30,Inflow,total,Actual Data,1866948.27,YoY,NA,0.5,NA
2020-05-31,Inflow,total,Actual Data,1800114.11,YoY,NA,0.5,NA
2020-06-30,Inflow,total,Actual Data,1807576.85,YoY,NA,0.5,NA
2020-07-31,Inflow,total,Actual Data,1796606.1900000002,YoY,NA,0.5,NA
2020-08-31,Inflow,total,Actual Data,1810496.7399999998,YoY,NA,0.5,NA
2020-09-30,Inflow,total,Actual Data,1835379.8499999999,YoY,NA,0.5,NA
2020-10-31,Inflow,total,Actual Data,1865454.8899999997,YoY,NA,0.5,NA
2020-11-30,Inflow,total,Actual Data,1858828.5099999998,YoY,NA,0.5,NA
2020-12-31,Inflow,total,Actual Data,1841678.7199999997,YoY,NA,0.5,NA
2021-01-31,Inflow,total,Actual Data,1843517.5699999998,YoY,NA,0.5,NA
2021-02-28,Inflow,total,Actual Data,1852107.3499999996,YoY,NA,0.5,NA
2021-03-31,Inflow,total,Actual Data,1893710.2399999995,YoY,NA,0.5,NA
2021-04-30,Inflow,total,Actual Data,1971024.7499999995,YoY,NA,0.5,NA
2021-05-31,Inflow,total,Actual Data,2043862.6599999997,YoY,NA,0.5,NA
2021-06-30,Inflow,total,Actual Data,2074255.1999999995,YoY,NA,0.5,NA
2021-07-31,Inflow,total,Actual Data,2094898.9899999995,YoY,NA,0.5,NA
2021-08-31,Inflow,total,Actual Data,2093823.8799999997,YoY,NA,0.5,NA
2021-09-30,Inflow,total,Actual Data,2100013.6399999997,YoY,NA,0.5,NA
2021-10-31,Inflow,total,Actual Data,2073980.7399999998,YoY,NA,0.5,NA
2021-11-30,Inflow,total,Actual Data,2097585.4899999998,YoY,NA,0.5,NA
2021-12-31,Inflow,total,Actual Data,2108936.35,YoY,NA,0.5,NA
2022-01-31,Inflow,total,Actual Data,2122384.85,YoY,NA,0.5,NA
2022-02-28,Inflow,total,Actual Data,2170801.23,YoY,NA,0.5,NA
2022-03-31,Inflow,total,Actual Data,2263996.59,YoY,NA,0.5,NA
2022-04-30,Inflow,total,Actual Data,2395544.7399999998,YoY,NA,0.5,NA
2022-05-31,Inflow,total,Actual Data,2632806.1599999997,YoY,NA,0.5,NA
2022-06-30,Inflow,total,Actual Data,3030788.47,YoY,NA,0.5,NA
2022-07-31,Inflow,total,Actual Data,3400166.5200000005,YoY,NA,0.5,NA
2022-08-31,Inflow,total,Actual Data,3678851.9700000007,YoY,NA,0.5,NA
2022-09-30,Inflow,total,Actual Data,4033705.1100000003,YoY,NA,0.5,NA
2022-10-31,Inflow,total,Actual Data,4466320.17,YoY,NA,0.5,NA
2022-11-30,Inflow,total,Actual Data,4809903.48,YoY,NA,0.5,NA
2022-12-31,Inflow,total,Actual Data,5190410.819999999,YoY,NA,0.5,NA
2023-01-31,Inflow,total,Actual Data,5448600.55,YoY,NA,0.5,NA
2023-02-28,Inflow,total,Actual Data,5982425.01,YoY,NA,0.5,NA
2023-03-31,Inflow,total,Actual Data,6212219.680000001,YoY,NA,0.5,NA
2023-04-30,Inflow,total,Actual Data,6375372.600000001,YoY,NA,0.5,NA
2023-05-31,Inflow,total,Actual Data,6398677.07,YoY,NA,0.5,NA
2023-06-30,Inflow,total,Actual Data,6245477.75,YoY,NA,0.5,NA
2023-07-31,Inflow,total,Actual Data,6055059.899999999,YoY,NA,0.5,NA
2023-08-31,Inflow,total,Actual Data,6100260.39,YoY,NA,0.5,NA
2023-09-30,Inflow,total,Actual Data,5993137.069999999,YoY,NA,0.5,NA
2023-10-31,Inflow,total,Actual Data,5918350.989999999,YoY,NA,0.5,NA
2023-11-30,Inflow,total,Actual Data,5810187.5600000005,YoY,NA,0.5,NA
2023-12-31,Inflow,total,Actual Data,5695526.639999999,YoY,NA,0.5,NA
2024-01-31,Inflow,total,Actual Data,5670179.36,YoY,NA,0.5,NA
2024-02-29,Inflow,total,Actual Data,5366733.2299999995,YoY,NA,0.5,NA
2024-03-31,Inflow,total,Actual Data,5327814.610000001,YoY,NA,0.5,NA
2024-04-30,Inflow,total,Actual Data,5322870.450000001,YoY,NA,0.5,NA
2024-05-31,Inflow,total,Actual Data,5303443.140000001,YoY,NA,0.5,NA
2024-06-30,Inflow,total,Actual Data,5295325.2,YoY,NA,0.5,NA
2024-07-31,Inflow,total,Forecast auto.arima,5352159.198316424,YoY,5318574.313919916,0.5,5385744.082712933
2024-08-31,Inflow,total,Forecast auto.arima,5252019.071910694,YoY,5179954.854232174,0.5,5324083.289589215
2024-09-30,Inflow,total,Forecast auto.arima,5242939.040284955,YoY,5124819.731171609,0.5,5361058.349398302
2024-10-31,Inflow,total,Forecast auto.arima,5172502.747712108,YoY,5003156.784777224,0.5,5341848.710646993
2024-11-30,Inflow,total,Forecast auto.arima,5179030.395125305,YoY,4953241.922772229,0.5,5404818.867478382
2024-12-31,Inflow,total,Forecast auto.arima,5155513.890838166,YoY,4868724.059174414,0.5,5442303.72250192
2025-01-31,Inflow,total,Forecast auto.arima,5159183.6178581165,YoY,4807063.57135215,0.5,5511303.664364082
2025-02-28,Inflow,total,Forecast auto.arima,5231743.097661383,YoY,4810270.0365762375,0.5,5653216.158746528
2025-03-31,Inflow,total,Forecast auto.arima,5199041.770099399,YoY,4704398.529831069,0.5,5693685.010367729
2025-04-30,Inflow,total,Forecast auto.arima,5147905.7820337815,YoY,4576471.098887714,0.5,5719340.465179848
2025-05-31,Inflow,total,Forecast auto.arima,5122240.45129124,YoY,4470553.603844464,0.5,5773927.298738014
2025-06-30,Inflow,total,Forecast auto.arima,5082651.573356495,YoY,4347396.173812315,0.5,5817906.972900676
2025-07-31,Inflow,total,Forecast auto.arima,5022368.756957973,YoY,4232239.532781896,0.5,5812497.9811340505
2025-08-31,Inflow,total,Forecast auto.arima,5023182.762849095,YoY,4179191.913319001,0.5,5867173.612379188
2025-09-30,Inflow,total,Forecast auto.arima,4984471.40370191,YoY,4090158.13086431,0.5,5878784.67653951
2025-10-31,Inflow,total,Forecast auto.arima,4947878.346281623,YoY,4004673.2549389615,0.5,5891083.437624284
2025-11-30,Inflow,total,Forecast auto.arima,4912382.076945671,YoY,3921838.4865080253,0.5,5902925.667383317
2025-12-31,Inflow,total,Forecast auto.arima,4869926.225069361,YoY,3833089.466909247,0.5,5906762.983229473
2026-01-31,Inflow,total,Forecast auto.arima,4861979.617295941,YoY,3779766.2057230724,0.5,5944193.028868809
2026-02-28,Inflow,total,Forecast auto.arima,4772234.122486958,YoY,3645361.0001297235,0.5,5899107.244844193
2026-03-31,Inflow,total,Forecast auto.arima,4753591.390971596,YoY,3582661.168491062,0.5,5924521.613452131
2026-04-30,Inflow,total,Forecast auto.arima,4743262.937182574,YoY,3528768.9609024534,0.5,5957756.913462695
2026-05-31,Inflow,total,Forecast auto.arima,4732375.765051856,YoY,3474729.748426527,0.5,5990021.781677186
2026-06-30,Inflow,total,Forecast auto.arima,4722934.419875269,YoY,3422477.431014862,0.5,6023391.408735676
2024-07-31,Inflow,total,Forecast bats,5393341.07664435,YoY,5351652.095836223,0.5,5439029.561804311
2024-08-31,Inflow,total,Forecast bats,5370848.519502661,YoY,5274512.784576745,0.5,5477950.771105454
2024-09-30,Inflow,total,Forecast bats,5384221.782805079,YoY,5229009.089934368,0.5,5558871.408408417
2024-10-31,Inflow,total,Forecast bats,5318063.617585035,YoY,5094102.888774988,0.5,5573009.177107802
2024-11-30,Inflow,total,Forecast bats,5305052.166347013,YoY,5018182.046059176,0.5,5634666.884325124
2024-12-31,Inflow,total,Forecast bats,5318257.3038980225,YoY,4948164.098757993,0.5,5748104.371142851
2025-01-31,Inflow,total,Forecast bats,5221724.23268037,YoY,4803692.033210974,0.5,5710111.890313501
2025-02-28,Inflow,total,Forecast bats,5148584.399113342,YoY,4665864.223703075,0.5,5716970.03014073
2025-03-31,Inflow,total,Forecast bats,5059973.599037098,YoY,4505775.673256852,0.5,5717819.832791668
2025-04-30,Inflow,total,Forecast bats,4966432.242569849,YoY,4335598.70849884,0.5,5721292.794128806
2025-05-31,Inflow,total,Forecast bats,4946578.852698297,YoY,4228995.863052382,0.5,5812452.7737093605
2025-06-30,Inflow,total,Forecast bats,4962059.8641240755,YoY,4141864.6618740046,0.5,5960612.042438254
2025-07-31,Inflow,total,Forecast bats,4962059.8641240755,YoY,4072646.0493533346,0.5,6059501.313855084
2025-08-31,Inflow,total,Forecast bats,4962059.864124076,YoY,4008129.976637261,0.5,6154937.883211471
2025-09-30,Inflow,total,Forecast bats,4962059.8641240755,YoY,3953531.865315357,0.5,6238166.900561552
2025-10-31,Inflow,total,Forecast bats,4962059.864124076,YoY,3900779.0536865303,0.5,6320778.935852501
2025-11-30,Inflow,total,Forecast bats,4962059.864124076,YoY,3859519.400478191,0.5,6387028.515251984
2025-12-31,Inflow,total,Forecast bats,4962059.8641240755,YoY,3811806.02273356,0.5,6465425.205725499
2026-01-31,Inflow,total,Forecast bats,4962059.8641240755,YoY,3787388.723700973,0.5,6506458.640322339
2026-02-28,Inflow,total,Forecast bats,4962059.864124076,YoY,3757737.3579736324,0.5,6557325.104774151
2026-03-31,Inflow,total,Forecast bats,4962059.864124076,YoY,3727956.4152740752,0.5,6609439.2862683935
2026-04-30,Inflow,total,Forecast bats,4962059.864124076,YoY,3698694.856665519,0.5,6661632.189303932
2026-05-31,Inflow,total,Forecast bats,4962059.8641240755,YoY,3668131.387991635,0.5,6717156.164696429
2026-06-30,Inflow,total,Forecast bats,4962059.8641240755,YoY,3634579.3825717927,0.5,6779195.12294426
2024-07-31,Inflow,total,Forecast ets,5416856.561244663,YoY,5365367.880581488,0.5,5468345.241907839
2024-08-31,Inflow,total,Forecast ets,5378889.068965601,YoY,5269479.318763104,0.5,5488298.819168098
2024-09-30,Inflow,total,Forecast ets,5398131.885667594,YoY,5225553.463688394,0.5,5570710.307646794
2024-10-31,Inflow,total,Forecast ets,5337417.013937798,YoY,5092354.0669604065,0.5,5582479.960915187
2024-11-30,Inflow,total,Forecast ets,5333631.05228505,YoY,5022040.155399724,0.5,5645221.949170374
2024-12-31,Inflow,total,Forecast ets,5352778.521131803,YoY,4954422.987818457,0.5,5751134.054445147
2025-01-31,Inflow,total,Forecast ets,5264415.887161205,YoY,4815265.758383252,0.5,5713566.015939157
2025-02-28,Inflow,total,Forecast ets,5206267.353557596,YoY,4687606.551674773,0.5,5724928.15544042
2025-03-31,Inflow,total,Forecast ets,5138641.795336454,YoY,4541950.286458355,0.5,5735333.304214556
2025-04-30,Inflow,total,Forecast ets,5046805.924667413,YoY,4370546.856967324,0.5,5723064.992367504
2025-05-31,Inflow,total,Forecast ets,5031981.897216445,YoY,4264638.375976885,0.5,5799325.418456006
2025-06-30,Inflow,total,Forecast ets,5066635.28216892,YoY,4187970.4673545035,0.5,5945300.096983335
2025-07-31,Inflow,total,Forecast ets,5066636.359003117,YoY,4117114.7419644427,0.5,6016157.976041792
2025-08-31,Inflow,total,Forecast ets,5066637.394133444,YoY,4053246.7191873407,0.5,6080028.069079546
2025-09-30,Inflow,total,Forecast ets,5066638.395061991,YoY,3994707.525285555,0.5,6138569.264838425
2025-10-31,Inflow,total,Forecast ets,5066639.436742398,YoY,3936521.358262487,0.5,6196757.515222307
2025-11-30,Inflow,total,Forecast ets,5066640.31728488,YoY,3889277.9114653873,0.5,6244002.723104373
2025-12-31,Inflow,total,Forecast ets,5066641.386744456,YoY,3833918.0449396223,0.5,6299364.72854929
2026-01-31,Inflow,total,Forecast ets,5066641.974720434,YoY,3804446.970111175,0.5,6328836.979329692
2026-02-28,Inflow,total,Forecast ets,5066642.735340857,YoY,3767420.693554636,0.5,6365864.777127077
2026-03-31,Inflow,total,Forecast ets,5066643.546772171,YoY,3728961.620178856,0.5,6404325.473365487
2026-04-30,Inflow,total,Forecast ets,5066644.336501225,YoY,3692437.9853598843,0.5,6440850.687642568
2026-05-31,Inflow,total,Forecast ets,5066645.202504634,YoY,3653283.2079797443,0.5,6480007.1970295245
2026-06-30,Inflow,total,Forecast ets,5066646.219515472,YoY,3608255.41068987,0.5,6525037.0283410745
2024-07-31,Inflow,total,Forecast stlm,5353398.013842032,YoY,5315798.931794979,0.5,5390997.095889086
2024-08-31,Inflow,total,Forecast stlm,5272724.240123286,YoY,5188251.609049803,0.5,5357196.871196769
2024-09-30,Inflow,total,Forecast stlm,5258036.471168942,YoY,5118898.783031976,0.5,5397174.15930591
2024-10-31,Inflow,total,Forecast stlm,5172052.70798711,YoY,4971374.92518895,0.5,5372730.490785269
2024-11-30,Inflow,total,Forecast stlm,5161666.79388139,YoY,4893210.324259561,0.5,5430123.26350322
2024-12-31,Inflow,total,Forecast stlm,5133560.913317895,YoY,4791560.939206637,0.5,5475560.887429152
2025-01-31,Inflow,total,Forecast stlm,5106591.200058623,YoY,4685652.318027676,0.5,5527530.082089569
2025-02-28,Inflow,total,Forecast stlm,5104733.87675584,YoY,4599758.446223776,0.5,5609709.307287903
2025-03-31,Inflow,total,Forecast stlm,5051043.906937373,YoY,4457180.358915029,0.5,5644907.454959716
2025-04-30,Inflow,total,Forecast stlm,4983486.026899713,YoY,4296090.135365789,0.5,5670881.918433638
2025-05-31,Inflow,total,Forecast stlm,4969275.172475118,YoY,4183880.158054869,0.5,5754670.186895367
2025-06-30,Inflow,total,Forecast stlm,4978667.843119171,YoY,4090960.7292882516,0.5,5866374.956950091
2025-07-31,Inflow,total,Forecast stlm,4978667.843119171,YoY,4022069.4609326716,0.5,5935266.225305672
2025-08-31,Inflow,total,Forecast stlm,4978667.843119171,YoY,3958393.4795390065,0.5,5998942.206699335
2025-09-30,Inflow,total,Forecast stlm,4978667.843119171,YoY,3898555.8649818664,0.5,6058779.8212564755
2025-10-31,Inflow,total,Forecast stlm,4978667.843119171,YoY,3841735.2007975606,0.5,6115600.485440781
2025-11-30,Inflow,total,Forecast stlm,4978667.843119171,YoY,3787380.7352815755,0.5,6169954.950956767
2025-12-31,Inflow,total,Forecast stlm,4978667.843119171,YoY,3735096.335089766,0.5,6222239.3511485765
2026-01-31,Inflow,total,Forecast stlm,4978667.843119171,YoY,3684583.240452271,0.5,6272752.445786071
2026-02-28,Inflow,total,Forecast stlm,4978667.843119171,YoY,3635608.234891086,0.5,6321727.451347257
2026-03-31,Inflow,total,Forecast stlm,4978667.843119171,YoY,3587984.4165836573,0.5,6369351.269654686
2026-04-30,Inflow,total,Forecast stlm,4978667.843119171,YoY,3541558.850269563,0.5,6415776.83596878
2026-05-31,Inflow,total,Forecast stlm,4978667.843119171,YoY,3496204.2554609794,0.5,6461131.430777364
2026-06-30,Inflow,total,Forecast stlm,4978667.843119171,YoY,3451813.1980758626,0.5,6505522.48816248
2013-01-31,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-02-28,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-03-31,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-04-30,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-05-31,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-06-30,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-07-31,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-08-31,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-09-30,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-10-31,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-11-30,Net inflow,non-commercial,Actual Data,NA,YoY,NA,0.5,NA
2013-12-31,Net inflow,non-commercial,Actual Data,1545581.7800000003,YoY,NA,0.5,NA
2014-01-31,Net inflow,non-commercial,Actual Data,1561609.3300000003,YoY,NA,0.5,NA
2014-02-28,Net inflow,non-commercial,Actual Data,1558594.6099999999,YoY,NA,0.5,NA
2014-03-31,Net inflow,non-commercial,Actual Data,1559883.2600000002,YoY,NA,0.5,NA
2014-04-30,Net inflow,non-commercial,Actual Data,1560470.3500000003,YoY,NA,0.5,NA
2014-05-31,Net inflow,non-commercial,Actual Data,1563884.4900000002,YoY,NA,0.5,NA
2014-06-30,Net inflow,non-commercial,Actual Data,1563279.1200000003,YoY,NA,0.5,NA
2014-07-31,Net inflow,non-commercial,Actual Data,1550388.61,YoY,NA,0.5,NA
2014-08-31,Net inflow,non-commercial,Actual Data,1536186.1099999999,YoY,NA,0.5,NA
2014-09-30,Net inflow,non-commercial,Actual Data,1529008.8199999998,YoY,NA,0.5,NA
2014-10-31,Net inflow,non-commercial,Actual Data,1497283.85,YoY,NA,0.5,NA
2014-11-30,Net inflow,non-commercial,Actual Data,1447268.07,YoY,NA,0.5,NA
2014-12-31,Net inflow,non-commercial,Actual Data,1388989.9000000001,YoY,NA,0.5,NA
2015-01-31,Net inflow,non-commercial,Actual Data,1347196.7900000003,YoY,NA,0.5,NA
2015-02-28,Net inflow,non-commercial,Actual Data,1312009.0600000003,YoY,NA,0.5,NA
2015-03-31,Net inflow,non-commercial,Actual Data,1269297.93,YoY,NA,0.5,NA
2015-04-30,Net inflow,non-commercial,Actual Data,1235440.5799999998,YoY,NA,0.5,NA
2015-05-31,Net inflow,non-commercial,Actual Data,1201040.93,YoY,NA,0.5,NA
2015-06-30,Net inflow,non-commercial,Actual Data,1169649.0699999998,YoY,NA,0.5,NA
2015-07-31,Net inflow,non-commercial,Actual Data,1115686.9899999998,YoY,NA,0.5,NA
2015-08-31,Net inflow,non-commercial,Actual Data,1046894.2299999999,YoY,NA,0.5,NA
2015-09-30,Net inflow,non-commercial,Actual Data,982263.7999999999,YoY,NA,0.5,NA
2015-10-31,Net inflow,non-commercial,Actual Data,928797.3700000001,YoY,NA,0.5,NA
2015-11-30,Net inflow,non-commercial,Actual Data,910943.35,YoY,NA,0.5,NA
2015-12-31,Net inflow,non-commercial,Actual Data,894989.9800000001,YoY,NA,0.5,NA
2016-01-31,Net inflow,non-commercial,Actual Data,887565.0799999998,YoY,NA,0.5,NA
2016-02-29,Net inflow,non-commercial,Actual Data,885025.6199999999,YoY,NA,0.5,NA
2016-03-31,Net inflow,non-commercial,Actual Data,884815.0199999999,YoY,NA,0.5,NA
2016-04-30,Net inflow,non-commercial,Actual Data,872960.7799999999,YoY,NA,0.5,NA
2016-05-31,Net inflow,non-commercial,Actual Data,853191.6200000001,YoY,NA,0.5,NA
2016-06-30,Net inflow,non-commercial,Actual Data,833259.3300000002,YoY,NA,0.5,NA
2016-07-31,Net inflow,non-commercial,Actual Data,815309.68,YoY,NA,0.5,NA
2016-08-31,Net inflow,non-commercial,Actual Data,823472.7700000001,YoY,NA,0.5,NA
2016-09-30,Net inflow,non-commercial,Actual Data,829050.5800000001,YoY,NA,0.5,NA
2016-10-31,Net inflow,non-commercial,Actual Data,831273.34,YoY,NA,0.5,NA
2016-11-30,Net inflow,non-commercial,Actual Data,830467.9799999999,YoY,NA,0.5,NA
2016-12-31,Net inflow,non-commercial,Actual Data,837622.0799999998,YoY,NA,0.5,NA
2017-01-31,Net inflow,non-commercial,Actual Data,851648.5599999999,YoY,NA,0.5,NA
2017-02-28,Net inflow,non-commercial,Actual Data,862581.1199999999,YoY,NA,0.5,NA
2017-03-31,Net inflow,non-commercial,Actual Data,870201.7799999999,YoY,NA,0.5,NA
2017-04-30,Net inflow,non-commercial,Actual Data,871853.2899999999,YoY,NA,0.5,NA
2017-05-31,Net inflow,non-commercial,Actual Data,887052.39,YoY,NA,0.5,NA
2017-06-30,Net inflow,non-commercial,Actual Data,889320.95,YoY,NA,0.5,NA
2017-07-31,Net inflow,non-commercial,Actual Data,904108.5300000001,YoY,NA,0.5,NA
2017-08-31,Net inflow,non-commercial,Actual Data,917367.1500000001,YoY,NA,0.5,NA
2017-09-30,Net inflow,non-commercial,Actual Data,929071.0700000001,YoY,NA,0.5,NA
2017-10-31,Net inflow,non-commercial,Actual Data,945691.33,YoY,NA,0.5,NA
2017-11-30,Net inflow,non-commercial,Actual Data,958751.09,YoY,NA,0.5,NA
2017-12-31,Net inflow,non-commercial,Actual Data,974160.51,YoY,NA,0.5,NA
2018-01-31,Net inflow,non-commercial,Actual Data,979058.47,YoY,NA,0.5,NA
2018-02-28,Net inflow,non-commercial,Actual Data,988053.48,YoY,NA,0.5,NA
2018-03-31,Net inflow,non-commercial,Actual Data,995770.19,YoY,NA,0.5,NA
2018-04-30,Net inflow,non-commercial,Actual Data,995832.2599999999,YoY,NA,0.5,NA
2018-05-31,Net inflow,non-commercial,Actual Data,996082.2799999999,YoY,NA,0.5,NA
2018-06-30,Net inflow,non-commercial,Actual Data,1011148.4099999999,YoY,NA,0.5,NA
2018-07-31,Net inflow,non-commercial,Actual Data,1011945.0299999999,YoY,NA,0.5,NA
2018-08-31,Net inflow,non-commercial,Actual Data,1001719.99,YoY,NA,0.5,NA
2018-09-30,Net inflow,non-commercial,Actual Data,989999.7,YoY,NA,0.5,NA
2018-10-31,Net inflow,non-commercial,Actual Data,984268.76,YoY,NA,0.5,NA
2018-11-30,Net inflow,non-commercial,Actual Data,981019.9299999997,YoY,NA,0.5,NA
2018-12-31,Net inflow,non-commercial,Actual Data,969035.2399999999,YoY,NA,0.5,NA
2019-01-31,Net inflow,non-commercial,Actual Data,970139.8799999999,YoY,NA,0.5,NA
