"date","type_arm","type_eng","arm_marz","eng_marz","rus_marz","wages","employees"
"2018-09-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3337
"2018-12-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3107
"2019-03-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2926
"2019-06-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3295
"2019-09-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3668
"2019-12-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3469
"2020-03-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3294
"2020-06-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3114
"2020-09-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3627
"2020-12-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3387
"2021-03-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3101
"2021-06-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3389
"2021-09-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3683
"2021-12-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3574
"2022-03-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3383
"2022-06-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3680
"2022-09-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,4061
"2022-12-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3850
"2023-03-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3396
"2023-06-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3736
"2023-09-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,4050
"2023-12-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3948
"2024-03-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,3679
"2024-06-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,4064
"2018-03-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,4099
"2018-06-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,4458
"2018-09-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5068
"2018-12-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,4980
"2019-03-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,4668
"2019-06-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,4989
"2019-09-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5232
"2019-12-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5132
"2020-03-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5193
"2020-06-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5277
"2020-09-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5854
"2020-12-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5659
"2021-03-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5608
"2021-06-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5732
"2021-09-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5866
"2021-12-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5703
"2022-03-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5690
"2022-06-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5960
"2022-09-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,6003
"2022-12-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5924
"2023-03-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5965
"2023-06-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,6407
"2023-09-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,6577
"2023-12-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,6226
"2024-03-31","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,5970
"2024-06-30","Ոչ Պետական","Non-public","Տավուշ","Tavush","Тавуш",NA,6302
