"date","nace_2_code","type_arm","type_eng","name_arm","name_eng","wages","wages_corrected","wages_cumulative","employees"
"2023-10-31","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",190683,190683,202761.1,610
"2023-10-31","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",1028812,1028812,1038583.3,32052
"2023-10-31","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",234549,234549,234883.8,6182
"2023-10-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",148403,148403,NA,NA
"2023-10-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-10-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-10-31","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",169144,169144,164935.9,12215
"2023-10-31","A-S","Ընդամենը","Total","Ընդամենը","Total",265052,265052,262936.7,736568
"2023-10-31","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",475695,475695,466928.6,12163
"2023-10-31","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",218692,218692,207262.8,89251
"2023-10-31","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",274926,274926,274741.2,17387
"2023-10-31","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",182806,182806,182642.4,6818
"2023-10-31","F","Ընդամենը","Total","Շինարարություն","Construction",251240,251240,248927.6,33829
"2023-10-31","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",192323,192323,184402.1,123472
"2023-10-31","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",271847,271847,263881.5,22530
"2023-10-31","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",133986,133986,132002.9,39390
"2023-10-31","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",835146,835146,844385.9,44459
"2023-10-31","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",666661,666661,691360.5599999999,22421
"2023-10-31","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",182485,182485,174005.4,8022
"2023-10-31","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",271747,271747,274733.1,26423
"2023-10-31","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",184243,184243,189251.3,21416
"2023-10-31","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",358633,358633,349676.8,34754
"2023-10-31","P","Ընդամենը","Total","Կրթություն","Education",148119,148119,142961.7,121021
"2023-10-31","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",237287,237287,226766.1,50671
"2023-10-31","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",300492,300492,293497.7,23628
"2023-10-31","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",149960,149960,146178.5,26698
"2023-11-30","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",1035997,1035997,1040409.7272727273,31720
"2023-11-30","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",344819,344819,365925.54545454547,1078
"2023-11-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",166080,166080,NA,NA
"2023-11-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-11-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-11-30","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",181330,181330,170312.0909090909,9936
"2023-11-30","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",300048,300048,290221.63636363635,528058
"2023-11-30","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",474169,474169,467586.8181818182,11941
"2023-11-30","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",211980,211980,207691.63636363635,88873
"2023-11-30","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",260212,260212,261498.45454545456,15867
"2023-11-30","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",223385,223385,221199.27272727274,3414
"2023-11-30","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",255494,255494,249060.27272727274,34475
"2023-11-30","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",192519,192519,185140,125596
"2023-11-30","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",261982,261982,267887.9090909091,13680
"2023-11-30","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",136292,136292,132392.81818181818,38977
"2023-11-30","J","Ոչ Պետական","Non-public","Տեղեկատվություն և կապ","Information and communication",862972,862972,868055.4545454546,42455
"2023-11-30","K","Ոչ Պետական","Non-public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",956633,956633,719665.3636363636,21769
"2023-11-30","L","Ոչ Պետական","Non-public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",186159,186159,177960.27272727274,7529
"2023-11-30","M","Ոչ Պետական","Non-public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",286493,286493,294098.45454545453,19330
"2023-11-30","N","Ոչ Պետական","Non-public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",174636,174636,184639.18181818182,18102
"2023-11-30","O","Ոչ Պետական","Non-public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",0,0,0,0
"2023-11-30","P","Ոչ Պետական","Non-public","Կրթություն","Education",190102,190102,185878.45454545456,11305
"2023-11-30","Q","Ոչ Պետական","Non-public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",245828,245828,237813.63636363635,24569
"2023-11-30","R","Ոչ Պետական","Non-public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",419553,419553,409452.8181818182,13577
"2023-11-30","S","Ոչ Պետական","Non-public","Սպասարկման այլ ծառայություններ","Other service activities",146883,146883,145059,26663
"2023-11-30","58.2, 62, 63.1","Պետական","Public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",867920,867920,733973.7272727273,301
"2023-11-30","72","Պետական","Public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",210929,210929,206811.9090909091,5190
"2023-11-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",140751,140751,NA,NA
"2023-11-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-11-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-11-30","A","Պետական","Public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",125692,125692,131946.36363636365,1744
"2023-11-30","A-S","Պետական","Public","Ընդամենը","Total",210217,210217,199704.72727272726,214883
"2023-11-30","B","Պետական","Public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",0,0,0,0
"2023-11-30","C","Պետական","Public","Մշակող արդյունաբերություն","Manufacturing",0,0,0,0
"2023-11-30","D","Պետական","Public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",399682,399682,407945.8181818182,1563
"2023-11-30","E","Պետական","Public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",139278,139278,141262,3294
"2023-11-30","F","Պետական","Public","Շինարարություն","Construction",287996,287996,294392.7272727273,316
"2023-11-30","G","Պետական","Public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0
"2023-11-30","H","Պետական","Public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",268964,268964,257998.72727272726,8789
"2023-11-30","I","Պետական","Public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",0,0,0,0
"2023-11-30","J","Պետական","Public","Տեղեկատվություն և կապ","Information and communication",326460,326460,297200.36363636365,2050
"2023-11-30","K","Պետական","Public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",1331882,930807,640844.1272727273,885
"2023-11-30","L","Պետական","Public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",130049,130049,136247.18181818182,614
"2023-11-30","M","Պետական","Public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",227818,227818,221750.45454545456,7390
"2023-11-30","N","Պետական","Public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",219539,219539,208564.45454545456,3471
"2023-11-30","O","Պետական","Public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",369913,369913,351516.45454545453,35155
"2023-11-30","P","Պետական","Public","Կրթություն","Education",146559,146559,139571.9090909091,112349
"2023-11-30","Q","Պետական","Public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",227320,227320,218428.36363636365,26576
"2023-11-30","R","Պետական","Public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",140500,140500,139975.72727272726,10101
"2023-11-30","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",188425,188425,201457.81818181818,586
"2023-11-30","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",1034417,1034417,1038204.5454545454,32021
"2023-11-30","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",233956,233956,234799.45454545456,6268
"2023-11-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",142818,142818,NA,NA
"2023-11-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-11-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-11-30","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",173023,173023,165671.0909090909,11680
"2023-11-30","A-S","Ընդամենը","Total","Ընդամենը","Total",274066,274066,263948.45454545453,742941
"2023-11-30","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",474169,474169,467586.8181818182,11941
"2023-11-30","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",211980,211980,207691.63636363635,88873
"2023-11-30","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",272719,272719,274557.36363636365,17430
"2023-11-30","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",182084,182084,182591.63636363635,6708
"2023-11-30","F","Ընդամենը","Total","Շինարարություն","Construction",255789,255789,249551.36363636365,34791
"2023-11-30","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",192519,192519,185140,125596
"2023-11-30","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",264713,264713,263957.0909090909,22469
"2023-11-30","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",136292,136292,132392.81818181818,38977
"2023-11-30","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",838259,838259,843828.9090909091,44505
"2023-11-30","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",971292,971292,716808.8727272727,22654
"2023-11-30","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",181928,181928,174725.63636363635,8143
"2023-11-30","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",270265,270265,274326.9090909091,26720
"2023-11-30","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",181860,181860,188579.36363636365,21573
"2023-11-30","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",369913,369913,351516.45454545453,35155
"2023-11-30","P","Ընդամենը","Total","Կրթություն","Education",150540,150540,143650.63636363635,123654
"2023-11-30","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",236211,236211,227624.72727272726,51145
"2023-11-30","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",300510,300510,294135.1818181818,23678
"2023-11-30","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",147776,147776,146323.72727272726,27249
"2023-12-31","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",1209051,1209051,1054463.1666666667,31675
"2023-12-31","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",459007,459007,373682.3333333333,1057
"2023-12-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",229745,229745,NA,NA
"2023-12-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-12-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-12-31","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",211369,211369,173733.5,9365
"2023-12-31","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",346377,346377,294901.25,530411
"2023-12-31","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",748620,531161.6,472884.7166666666,11831
"2023-12-31","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",232847,232847,209787.91666666666,87886
"2023-12-31","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",417646,292630.4,264092.7833333333,15928
"2023-12-31","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",406091,262391.4,224631.94999999998,3388
"2023-12-31","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",269067,269067,250727.5,34484
"2023-12-31","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",222514,222514,188254.5,127169
"2023-12-31","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",322367,322367,272427.8333333333,13766
"2023-12-31","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",140811,140811,133094.33333333334,39243
"2023-12-31","J","Ոչ Պետական","Non-public","Տեղեկատվություն և կապ","Information and communication",1020870,1020870,880790,42555
"2023-12-31","K","Ոչ Պետական","Non-public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",1038525,1038525,746237,21966
"2023-12-31","L","Ոչ Պետական","Non-public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",225101,225101,181888.66666666666,7560
"2023-12-31","M","Ոչ Պետական","Non-public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",351795,351795,298906.5,19567
"2023-12-31","N","Ոչ Պետական","Non-public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",201437,201437,186039,18107
"2023-12-31","O","Ոչ Պետական","Non-public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",0,0,0,NA
"2023-12-31","P","Ոչ Պետական","Non-public","Կրթություն","Education",196477,196477,186761.66666666666,11569
"2023-12-31","Q","Ոչ Պետական","Non-public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",239016,239016,237913.83333333334,24798
"2023-12-31","R","Ոչ Պետական","Non-public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",431504,431504,411290.4166666667,13695
"2023-12-31","S","Ոչ Պետական","Non-public","Սպասարկման այլ ծառայություններ","Other service activities",154616,154616,145855.41666666666,27534
"2023-12-31","58.2, 62, 63.1","Պետական","Public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",952600,952600,752192.5833333334,314
"2023-12-31","72","Պետական","Public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",291272,291272,213850.25,5206
"2023-12-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",201395,201395,NA,NA
"2023-12-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-12-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-12-31","A","Պետական","Public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",153078,153078,133707.33333333334,1648
"2023-12-31","A-S","Պետական","Public","Ընդամենը","Total",300529,300529,208106.75,214796
"2023-12-31","B","Պետական","Public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",0,0,0,NA
"2023-12-31","C","Պետական","Public","Մշակող արդյունաբերություն","Manufacturing",0,0,0,NA
"2023-12-31","D","Պետական","Public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",522048,522048,417454.3333333333,1562
"2023-12-31","E","Պետական","Public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",238476,163956,143153.16666666666,3160
"2023-12-31","F","Պետական","Public","Շինարարություն","Construction",660493,359950.6,299855.88333333336,312
"2023-12-31","G","Պետական","Public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,NA
"2023-12-31","H","Պետական","Public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",416955,416955,271245.0833333333,8794
"2023-12-31","I","Պետական","Public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",0,0,0,NA
"2023-12-31","J","Պետական","Public","Տեղեկատվություն և կապ","Information and communication",409038,409038,306520.1666666667,2071
"2023-12-31","K","Պետական","Public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",1751942,900506,662482.6166666667,877
"2023-12-31","L","Պետական","Public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",189873,189873,140716,613
"2023-12-31","M","Պետական","Public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",353177,353177,232702.66666666666,7421
"2023-12-31","N","Պետական","Public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",362016,239151.4,211113.36666666667,3433
"2023-12-31","O","Պետական","Public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",606065,413702.4,356698.6166666667,35158
"2023-12-31","P","Պետական","Public","Կրթություն","Education",196205,196205,144291.33333333334,112383
"2023-12-31","Q","Պետական","Public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",259390,259390,221841.83333333334,26635
"2023-12-31","R","Պետական","Public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",201238,201238,145080.91666666666,10131
"2023-12-31","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",315835,214308,202528.66666666666,598
"2023-12-31","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",1206534,1206534,1052232,31989
"2023-12-31","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",319580,319580,241864.5,6263
"2023-12-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",203606,203606,NA,NA
"2023-12-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-12-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2023-12-31","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",202647,202647,168752.41666666666,11013
"2023-12-31","A-S","Ընդամենը","Total","Ընդամենը","Total",333162,333162,269716.25,745207
"2023-12-31","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",748620,531161.6,472884.7166666666,11831
"2023-12-31","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",232847,232847,209787.91666666666,87886
"2023-12-31","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",426970,303684.6,276984.63333333336,17490
"2023-12-31","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",325202,213198.8,185142.2333333333,6548
"2023-12-31","F","Ընդամենը","Total","Շինարարություն","Construction",272577,272577,251470.16666666666,34796
"2023-12-31","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",222514,222514,188254.5,127169
"2023-12-31","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",359238,359238,271897.1666666667,22560
"2023-12-31","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",140811,140811,133094.33333333334,39243
"2023-12-31","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",992476,992476,856216.1666666666,44626
"2023-12-31","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",1065915,1065915,745901.0499999999,22843
"2023-12-31","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",222459,222459,178703.41666666666,8173
"2023-12-31","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",352175,352175,280814.25,26988
"2023-12-31","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",227030,227030,191783.58333333334,21540
"2023-12-31","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",606065,413702.4,356698.6166666667,35158
"2023-12-31","P","Ընդամենը","Total","Կրթություն","Education",196230,196230,148032.25,123952
"2023-12-31","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",249567,249567,229453.25,51433
"2023-12-31","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",333593,333593,297423.3333333333,23826
"2023-12-31","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",158043,158043,147300.33333333334,28132
"2024-01-31","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",1050232,1050232,1050232,31545
"2024-01-31","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",443123,443123,443123,917
"2024-01-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",186558,186558,186558,NA
"2024-01-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2024-01-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2024-01-31","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",187924,187924,187924,8879
"2024-01-31","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",291429,291429,291429,514119
"2024-01-31","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",485818,485818,485818,11349
"2024-01-31","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",207662,207662,207662,85789
"2024-01-31","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",270644,270644,270644,15707
"2024-01-31","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",226199,226199,226199,3117
"2024-01-31","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",247692,247692,247692,30153
"2024-01-31","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",200316,200316,200316,124976
"2024-01-31","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",263059,263059,263059,13213
"2024-01-31","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",140066,140066,140066,38644
"2024-01-31","J","Ոչ Պետական","Non-public","Տեղեկատվություն և կապ","Information and communication",889322,889322,889322,42022
"2024-01-31","K","Ոչ Պետական","Non-public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",577635,1057047,1057047,21969
"2024-01-31","L","Ոչ Պետական","Non-public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",190357,190357,190357,7427
"2024-01-31","M","Ոչ Պետական","Non-public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",296132,296132,296132,18479
"2024-01-31","N","Ոչ Պետական","Non-public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",182957,182957,182957,17938
