"code","arm","rus","eng","date","value"
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2021-Q1",115697.7
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2021-Q2",154743.2
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2021-Q3",169264.1
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2021-Q4",218233.6
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2022-Q1",134134.5
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2022-Q2",171059.4
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2022-Q3",170999.3
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2022-Q4",186810.89999999997
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2023-Q1",148222.8
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2023-Q2",173300.3
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Здравоохранение и социальное обслуживание населения","Human health and social work activities","2023-Q3",188317.4
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2013-Q1",22073
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2013-Q2",21199.8
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2013-Q3",18757.9
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2013-Q4",24865.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2014-Q1",23083.9
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2014-Q2",28825.9
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2014-Q3",33963.5
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2014-Q4",39122.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2015-Q1",41123.4
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2015-Q2",47007.5
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2015-Q3",57032.8
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2015-Q4",65185.000000000015
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2016-Q1",58840.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2016-Q2",80936.3
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2016-Q3",76646.9
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2016-Q4",79931.29999999996
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2017-Q1",58373.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2017-Q2",72311.5
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2017-Q3",94454.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2017-Q4",99509.89999999998
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2018-Q1",71208.8
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2018-Q2",92291.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2018-Q3",132226.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2018-Q4",141664.70000000004
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2019-Q1",91326.9
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2019-Q2",103996.2
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2019-Q3",130694.4
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2019-Q4",150078.49999999997
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2020-Q1",109032.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2020-Q2",102405.3
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2020-Q3",101546.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2020-Q4",75406.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2021-Q1",76673.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2021-Q2",69726.1
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2021-Q3",70277.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2021-Q4",72104.40000000001
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2022-Q1",77652.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2022-Q2",74272.2
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2022-Q3",73001
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2022-Q4",80483.5
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2023-Q1",78754.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2023-Q2",93386.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Искусство, развлечения и отдых","Arts, entertainment and recreation","2023-Q3",99453.9
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2013-Q1",10107.2
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2013-Q2",11873.7
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2013-Q3",10933
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2013-Q4",11397.3
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2014-Q1",9883.9
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2014-Q2",11352.1
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2014-Q3",12654.4
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2014-Q4",9970.3
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2015-Q1",9954.9
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2015-Q2",12275.7
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2015-Q3",13400.6
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2015-Q4",10919.299999999997
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2016-Q1",9208.6
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2016-Q2",11961.3
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2016-Q3",14653.9
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2016-Q4",16353.700000000003
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2017-Q1",14114.2
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2017-Q2",11427.1
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2017-Q3",16195.4
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2017-Q4",25517.100000000006
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2018-Q1",17828.6
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2018-Q2",17805.4
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2018-Q3",17650.7
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2018-Q4",19376.3
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2019-Q1",14163.4
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2019-Q2",17082.3
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2019-Q3",17907.3
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2019-Q4",17437.399999999998
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2020-Q1",14448.7
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2020-Q2",10681.1
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2020-Q3",11587.8
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2020-Q4",23200.900000000005
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2021-Q1",12012.8
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2021-Q2",15279.3
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2021-Q3",15215.8
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2021-Q4",25464.599999999995
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2022-Q1",14984.3
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2022-Q2",20031.2
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2022-Q3",20863.5
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2022-Q4",22252.300000000003
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2023-Q1",16698.1
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2023-Q2",20518.6
"S","Սպասարկման այլ ծառայություններ","Другие услуги в сфере обслуживания","Other service activities","2023-Q3",25907.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2013-Q1",594.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2013-Q2",706.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2013-Q3",795.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2013-Q4",891.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2014-Q1",647.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2014-Q2",572.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2014-Q3",660.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2014-Q4",946.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2015-Q1",650.3
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2015-Q2",670.1
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2015-Q3",731.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2015-Q4",870.5000000000001
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2016-Q1",656.4
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2016-Q2",646
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2016-Q3",704.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2016-Q4",862.7999999999998
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2017-Q1",624.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2017-Q2",667.3
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2017-Q3",738.3
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2017-Q4",856.5999999999999
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2018-Q1",626.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2018-Q2",661.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2018-Q3",731.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2018-Q4",928.4999999999998
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2019-Q1",625.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2019-Q2",642.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2019-Q3",800.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2019-Q4",914.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2020-Q1",639.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2020-Q2",576.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2020-Q3",691
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2020-Q4",837
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2021-Q1",628.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2021-Q2",575.2
"T","Տնային տնտեսությունների գործունեություն որպես գործատու,տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","2021-Q3",688
