"code","arm","rus","eng","date","value"
"D","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Обеспечение электроэнергией, газом, паром и кондиционированным воздухом","Electricity, gas, steam and air conditioning supply","2022-Q3",89184
"D","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Обеспечение электроэнергией, газом, паром и кондиционированным воздухом","Electricity, gas, steam and air conditioning supply","2022-Q4",106461.29999999999
"D","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Обеспечение электроэнергией, газом, паром и кондиционированным воздухом","Electricity, gas, steam and air conditioning supply","2023-Q1",117397.9
"D","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Обеспечение электроэнергией, газом, паром и кондиционированным воздухом","Electricity, gas, steam and air conditioning supply","2023-Q2",78646.7
"D","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Обеспечение электроэнергией, газом, паром и кондиционированным воздухом","Electricity, gas, steam and air conditioning supply","2023-Q3",89497.9
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2013-Q1",5249.3
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2013-Q2",6140.8
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2013-Q3",6892.5
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2013-Q4",6886.7
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2014-Q1",5583
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2014-Q2",6739.2
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2014-Q3",7460
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2014-Q4",7140.6
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2015-Q1",6214.3
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2015-Q2",7516.3
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2015-Q3",8399.4
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2015-Q4",8096.700000000003
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2016-Q1",8516.8
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2016-Q2",9505.9
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2016-Q3",10446.9
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2016-Q4",10210.300000000005
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2017-Q1",8690
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2017-Q2",10506.5
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2017-Q3",11212.5
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2017-Q4",11266.199999999997
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2018-Q1",10690.3
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2018-Q2",12037.8
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2018-Q3",13719.4
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2018-Q4",10995.999999999998
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2019-Q1",11680.2
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2019-Q2",13035.4
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2019-Q3",11969.3
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2019-Q4",10436.400000000005
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2020-Q1",8841.2
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2020-Q2",8910
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2020-Q3",10351.8
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2020-Q4",9367.5
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2021-Q1",8985.5
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2021-Q2",10168.9
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2021-Q3",11717.1
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2021-Q4",9856.9
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2022-Q1",10042.8
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2022-Q2",11480.2
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2022-Q3",13042.2
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2022-Q4",11631.499999999993
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2023-Q1",11274.6
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2023-Q2",12615.4
"E","Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում","Водоснабжение, канализация, очистка, обработка отходов и получение вторичного сырья","Water supply, sewerage, waste management and remediation activities","2023-Q3",13811.4
"F","Շինարարություն","Строительство","Construction","2013-Q1",75849.2
"F","Շինարարություն","Строительство","Construction","2013-Q2",188281.8
"F","Շինարարություն","Строительство","Construction","2013-Q3",221562.4
"F","Շինարարություն","Строительство","Construction","2013-Q4",346106.9
"F","Շինարարություն","Строительство","Construction","2014-Q1",77142
"F","Շինարարություն","Строительство","Construction","2014-Q2",190950
"F","Շինարարություն","Строительство","Construction","2014-Q3",216700.2
"F","Շինարարություն","Строительство","Construction","2014-Q4",352114.2
"F","Շինարարություն","Строительство","Construction","2015-Q1",82575.9
"F","Շինարարություն","Строительство","Construction","2015-Q2",212703.8
"F","Շինարարություն","Строительство","Construction","2015-Q3",237361.3
"F","Շինարարություն","Строительство","Construction","2015-Q4",352465.5999999999
"F","Շինարարություն","Строительство","Construction","2016-Q1",77679.3
"F","Շինարարություն","Строительство","Construction","2016-Q2",190053
"F","Շինարարություն","Строительство","Construction","2016-Q3",200292.7
"F","Շինարարություն","Строительство","Construction","2016-Q4",270432.5999999999
"F","Շինարարություն","Строительство","Construction","2017-Q1",65646.7
"F","Շինարարություն","Строительство","Construction","2017-Q2",156644.8
"F","Շինարարություն","Строительство","Construction","2017-Q3",214936
"F","Շինարարություն","Строительство","Construction","2017-Q4",303834.00000000006
"F","Շինարարություն","Строительство","Construction","2018-Q1",77211.7
"F","Շինարարություն","Строительство","Construction","2018-Q2",165102.5
"F","Շինարարություն","Строительство","Construction","2018-Q3",210619.9
"F","Շինարարություն","Строительство","Construction","2018-Q4",274811.9
"F","Շինարարություն","Строительство","Construction","2019-Q1",83436.1
"F","Շինարարություն","Строительство","Construction","2019-Q2",167865.3
"F","Շինարարություն","Строительство","Construction","2019-Q3",223362.9
"F","Շինարարություն","Строительство","Construction","2019-Q4",286576.80000000005
"F","Շինարարություն","Строительство","Construction","2020-Q1",73996
"F","Շինարարություն","Строительство","Construction","2020-Q2",107835.7
"F","Շինարարություն","Строительство","Construction","2020-Q3",229328.2
"F","Շինարարություն","Строительство","Construction","2020-Q4",351863.7
"F","Շինարարություն","Строительство","Construction","2021-Q1",82699.4
"F","Շինարարություն","Строительство","Construction","2021-Q2",136431.1
"F","Շինարարություն","Строительство","Construction","2021-Q3",237060.2
"F","Շինարարություն","Строительство","Construction","2021-Q4",387836.10000000003
"F","Շինարարություն","Строительство","Construction","2022-Q1",101808.3
"F","Շինարարություն","Строительство","Construction","2022-Q2",175673.2
"F","Շինարարություն","Строительство","Construction","2022-Q3",301230.2
"F","Շինարարություն","Строительство","Construction","2022-Q4",485700.99999999994
"F","Շինարարություն","Строительство","Construction","2023-Q1",120105.3
"F","Շինարարություն","Строительство","Construction","2023-Q2",210204.8
"F","Շինարարություն","Строительство","Construction","2023-Q3",348525.2
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2013-Q1",136458
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2013-Q2",156259.8
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2013-Q3",197896.4
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2013-Q4",262908.6
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2014-Q1",148051.2
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2014-Q2",160699.1
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2014-Q3",211629.5
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2014-Q4",269051.9
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2015-Q1",157736.6
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2015-Q2",161395
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2015-Q3",196662.3
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2015-Q4",245173.3
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2016-Q1",145109.8
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2016-Q2",149425.2
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2016-Q3",180904.5
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2016-Q4",234917.1999999999
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2017-Q1",157877.5
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2017-Q2",197226.5
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2017-Q3",215691.1
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2017-Q4",257919.20000000004
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2018-Q1",178286.7
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2018-Q2",209131.7
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2018-Q3",251839.2
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2018-Q4",278610.60000000003
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2019-Q1",207158.9
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2019-Q2",228599.2
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2019-Q3",270704.8
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2019-Q4",309063.2
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2020-Q1",205647.6
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2020-Q2",183832.9
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2020-Q3",249087
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2020-Q4",260001.30000000005
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2021-Q1",197910
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2021-Q2",246878
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2021-Q3",273812.6
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2021-Q4",315401.9
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2022-Q1",232529.1
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2022-Q2",309306.6
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2022-Q3",362600.6
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2022-Q4",419152.80000000005
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2023-Q1",305770
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2023-Q2",384200.4
"G","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Оптовая и розничная торговля, ремонт автомобилей и мотоциклов","Wholesale and retail trade; repair of motor vehicles, motorcycles","2023-Q3",440614.9
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2013-Q1",52785.4
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2013-Q2",48409.4
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2013-Q3",58268.7
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2013-Q4",64123
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2014-Q1",50700.3
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2014-Q2",51584.2
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2014-Q3",65945.2
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2014-Q4",64311.5
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2015-Q1",43936
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2015-Q2",40231.5
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2015-Q3",52249.5
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2015-Q4",60616.899999999994
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2016-Q1",50905
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2016-Q2",44536.7
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2016-Q3",61904.9
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2016-Q4",59815.4
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2017-Q1",56745.4
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2017-Q2",59762.2
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2017-Q3",70215.6
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2017-Q4",72170.50000000003
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2018-Q1",60544.6
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2018-Q2",69925.2
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2018-Q3",80377.3
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2018-Q4",78959.60000000002
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2019-Q1",61056
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2019-Q2",71643.1
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2019-Q3",85720.1
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2019-Q4",93070.5
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2020-Q1",60825.7
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2020-Q2",51591.5
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2020-Q3",57522.1
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2020-Q4",50767.10000000001
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2021-Q1",55452.9
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2021-Q2",88104.5
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2021-Q3",100666.2
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2021-Q4",91064.39999999998
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2022-Q1",86468.4
"H","Փոխադրումներ և պահեստային տնտեսություն","Перевозки и складское хозяйство","Тransportations and warehouse economy","2022-Q2",100364.4
