country,cities,indicator_group,indicator,city_urls,mean_price,min_range,max_range,info_entries,info_contributers,last_update
Iran,Tehran,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,7.74,4,20,3464,5,2023-12-01
Iran,Tehran,Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,17.27,9.46,30,3464,5,2023-12-01
Iran,Tehran,Sports And Leisure,Tennis Court Rent (1 Hour on Weekend),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,12.63,7,20,3464,5,2023-12-01
Iran,Tehran,Sports And Leisure,"Cinema, International Release, 1 Seat",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1.5,1,2,3464,5,2023-12-01
Iran,Tehran,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,141.42000000000002,70,250,3464,5,2023-12-01
Iran,Tehran,Childcare,"International Primary School, Yearly for 1 Child",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1917.28,1200,4200,3464,5,2023-12-01
Iran,Tehran,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,27.78,10,100,3464,5,2023-12-01
Iran,Tehran,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,34.93,13,70,3464,5,2023-12-01
Iran,Tehran,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,137.92000000000002,60,200,3464,5,2023-12-01
Iran,Tehran,Clothing And Shoes,1 Pair of Men Leather Business Shoes,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,73.24000000000001,30,150,3464,5,2023-12-01
Iran,Tehran,Rent Per Month,Apartment (1 bedroom) in City Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,466.25,300,800,3464,5,2023-12-01
Iran,Tehran,Rent Per Month,Apartment (1 bedroom) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,329.86,200,700,3464,5,2023-12-01
Iran,Tehran,Rent Per Month,Apartment (3 bedrooms) in City Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,946.25,500,1600,3464,5,2023-12-01
Iran,Tehran,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,665.7700000000001,400,1100,3464,5,2023-12-01
Iran,Tehran,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,2292.29,1500,4000,3464,5,2023-12-01
Iran,Tehran,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,1336.36,850,2000,3464,5,2023-12-01
Iran,Tehran,Salaries And Financing,Average Monthly Net Salary (After Tax),https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,253.4,NA,NA,3464,5,2023-12-01
Iran,Tehran,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",https://www.numbeo.com/cost-of-living/in/Tehran?displayCurrency=USD,23.09,18,28,3464,5,2023-12-01
