"code","arm","eng","rus","year","production","vol_YoY_pct"
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2012,349913.5,NA
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2013,370966.7,101.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2014,403714.9,100.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2015,437501.1,100.6
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2016,434591.5,89.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2017,436485.5,99.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2018,459860.6,100
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2019,511655.6,109.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2020,429053.50000000006,80.8
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2021,525252.6,115.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2022,686552.2,107.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом",2023,794926.3,100.7
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2012,41310.8,NA
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2013,45910.2,108
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2014,53550.8,113.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2015,58260.2,98.9
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2016,60943.1,97
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2017,60539.8,98.9
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2018,69233.8,114.6
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2019,77817.7,110.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2020,66216,83.6
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2021,83324.6,122.9
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2022,117499.8,132.7
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность",2023,146587.69999999998,103.2
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2012,41507.8,NA
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2013,38423.3,87.8
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2014,41225.2,106.2
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2015,41775.1,96.9
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2016,44738.6,106.8
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2017,50412.70000000001,111.5
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2018,54501.9,105.6
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2019,61237.6,115.9
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2020,37759.8,64
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2021,48730.499999999985,129.1
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2022,64897,119.5
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность",2023,81272.90000000001,106.9
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2012,158168.5,NA
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2013,183798.9,106.6
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2014,207902.5,107.4
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2015,244553.5,107.9
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2016,250606.8,100.4
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2017,262762.5,103
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2018,265194,95.7
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2019,294714,106.5
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2020,346828.3,116.3
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2021,356835,92.4
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2022,372452.8,98.4
"O","Պետական կառավարում և պաշտպանություն. պարտադիր սոցիալական ապահովագրություն","Public administration and defence; compulsory social security","Государственное управление и оборона, обязательное социальное страхование",2023,507150.6,127.8
"P","Կրթություն","Education","Образование",2012,125834.7,NA
"P","Կրթություն","Education","Образование",2013,129879.6,98.7
"P","Կրթություն","Education","Образование",2014,136840.9,98.2
"P","Կրթություն","Education","Образование",2015,148447.6,101.2
"P","Կրթություն","Education","Образование",2016,153592.5,100.6
"P","Կրթություն","Education","Образование",2017,151117.90000000002,97.3
"P","Կրթություն","Education","Образование",2018,155342.09999999998,101.9
"P","Կրթություն","Education","Образование",2019,164239.9,107.5
"P","Կրթություն","Education","Образование",2020,173964.9,102
"P","Կրթություն","Education","Образование",2021,190012.09999999998,107.7
"P","Կրթություն","Education","Образование",2022,208599.8,107.8
"P","Կրթություն","Education","Образование",2023,239262.10000000003,108.8
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2012,149036.4,NA
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2013,174765.7,103.6
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2014,185899.9,102
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2015,198219.1,99.9
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2016,206539.9,99.4
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2017,231319.10000000003,111.5
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2018,260804.19999999998,106.9
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2019,301323.6,108.1
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2020,333839.5,105.1
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2021,474050.50000000006,139.2
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2022,468674.4,97.8
"Q","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities","Здравоохранение и социальное обслуживание населения",2023,524798.9,104.4
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2012,55469.7,NA
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2013,61190,108.6
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2014,89031.6,140.8
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2015,163269.2,171.8
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2016,232760.5,127.9
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2017,256257,112
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2018,335684.30000000005,130.1
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2019,363339.6,105.7
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2020,304970.30000000005,80.3
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2021,217430.89999999997,68.2
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2022,236157.3,108
"R","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation","Искусство, развлечения и отдых",2023,272670.5,116.3
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2012,28575.1,NA
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2013,29288,98
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2014,29584,98.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2015,31872.3,107.6
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2016,36358.2,106.6
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2017,52179.70000000001,142
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2018,56393.8,106.9
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2019,46274.2,80.8
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2020,43200.50000000001,93.5
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2021,46134.799999999996,106.1
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2022,50503.1,104.1
"S","Սպասարկման այլ ծառայություններ","Other service activities","Другие услуги в сфере обслуживания",2023,58775.8,108.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2012,1634.6,NA
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2013,2988.1,172.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2014,2827.1,91.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2015,2922.8,99.7
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2016,2870.1,99.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2017,2886.3999999999996,99.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2018,2948.2,99.6
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2019,2983.5,99.8
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2020,2744.5,90.9
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2021,2779.2,94.5
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2022,3021,100
"T","Տնային տնտեսությունների գործունեություն որպես գործատու.տնային տնտեսություններում չտարբերակված ապրանքների և ծառայությունների արտադրություն սեփական սպառման համար","Activities of private households as employers and undifferentiated production and services activities of private households for own consumption","Деятельность домашних хозяйств с наемными работниками, производство домашними хозяйствами разнообразных товаров и услуг для собственного потребления",2023,3136.5,101.8
